"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",14167,"-38",120,"-313",94.971,"-0.482",65,1,14233,1811,95.596
2,"=","LMFAO Party Rock Anthem",12850,"+156",1065,"-163",83.837,"+0.961",65,2,12850,1859,83.837
3,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",12271,"+232",2095,"-191",75.592,"+1.795",48,3,12271,2322,75.592
4,"-1","ADELE Rolling In The Deep",11912,"-137",-729,"-228",80.593,"-1.192",65,1,14295,2273,96.15
5,"=","LADY GAGA The Edge Of Glory",11666,"-6",242,"-119",66.921,"+0.149",65,3,11672,2193,67.063
6,"=","LUPE FIASCO The Show Goes On",8370,"-165",-418,"-194",49.334,"-1.006",65,6,8825,1043,53.459
7,"=","NICKI MINAJ Super Bass",7989,"+125",665,"+14",51.051,"+0.731",65,7,7989,1188,51.051
8,"=","ONEREPUBLIC Good Life",7449,"+123",444,"+49",42.381,"+0.391",65,8,7449,898,42.381
9,"+2","HOT CHELLE RAE Tonight Tonight",7260,"+75",507,"-20",38.062,"+0.328",65,9,7260,838,38.062
10,"-1","JASON DERULO Don't Wanna Go Home",7244,"-32",86,"-182",37.477,"+0.028",63,9,7285,1463,37.775
11,"-1","BLACK EYED PEAS Just Can't Get Enough",7078,"-151",-770,"-301",52.008,"-1.284",65,2,13366,715,84.474
12,"=","KATY PERRY E.T.",6947,"-174",-896,"-170",50.702,"-1.532",65,1,14624,0,96.745
13,"=","BRUNO MARS Lazy Song",6253,"-178",-912,"-63",30.549,"-1.063",65,3,11422,1054,61.587
14,"=","BRITNEY SPEARS I Wanna Go",5801,"+196",1016,"+4",37.494,"+1.074",31,14,5801,1768,37.494
15,"=","BRITNEY SPEARS Till The World Ends",5137,"-167",-737,"-272",34.551,"-0.627",65,3,11896,966,75.819
16,"=","NICOLE SCHERZINGER Right There",4290,"-10",261,"-65",20.287,"-0.354",49,16,4300,720,21.085
17,"=","THE BAND PERRY If I Die Young",4108,"+54",454,"-6",21.654,"+0.263",65,17,4108,655,21.654
18,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4083,"+53",458,"-21",21.034,"+0.374",65,17,4083,615,21.034
19,"=","RIHANNA California King Bed",3855,"-1",273,"-64",15.832,"-0.072",60,19,3856,616,16.018
20,"=","LIL WAYNE How To Love",3828,"+171",1328,"+14",21.424,"+0.760",40,20,3828,1328,21.424
21,"=","BEYONCE Best Thing I Never Had",3673,"+43",457,"-24",18.837,"+0.111",37,20,3673,856,18.837
22,"=","CHRIS BROWN She Ain't You",2838,"+25",289,"-73",14.031,"-0.205",54,22,2838,635,14.236
23,"+2","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2363,"+68",431,"+26",12.116,"+0.482",40,23,2363,569,12.116
24,"-1","MAROON 5 Never Gonna Leave This Bed",2360,"-4",-29,"+40",10.126,"+0.118",65,23,2433,312,10.24
25,"-1","TAYLOR SWIFT The Story Of Us",2161,"-166",-963,"-114",10.66,"-0.549",65,21,3295,587,17.303
26,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",2151,"+177",980,"+60",12.653,"+1.336",19,26,2151,980,12.653
27,"-1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1954,"-216",-1453,"-102",10.425,"-0.704",63,18,3879,864,21.943
28,"=","MARTIN SOLVEIG & DRAGONETTE Hello",1896,"-76",-842,"+8",17.673,"-0.108",65,18,4031,605,23.761
29,"=","JEREMIH Down On Me f/50 Cent",1862,"-37",-335,"-13",12.304,"-0.443",65,10,8052,153,44.2
30,"=","WIZ KHALIFA Roll Up",1663,"-121",-1248,"+70",8.319,"-0.541",65,14,5043,725,26.478
31,"+1","AVRIL LAVIGNE Smile",1582,"-3",157,"-38",6.178,"-0.072",47,31,1585,226,6.25
32,"-1","SELENA GOMEZ & THE SCENE Who Says",1573,"-154",-1029,"-12",7.4,"-0.216",65,17,4559,707,27.282
33,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1497,"+55",355,"-12",7.624,"+0.295",31,33,1497,367,7.624
34,"+1","IYAZ Pretty Girls",1373,"+28",162,"-15",5.122,"+0.154",40,34,1373,271,5.122
35,"-1","T-PAIN Best Love Song f/Chris Brown",1332,"-22",14,"-6",7.558,"-0.201",63,33,1399,260,7.852
36,"=","COLDPLAY Every Teardrop Is A Waterfall",1296,"+34",330,"-24",5.936,"+0.365",20,36,1296,446,5.936
37,"=","BLACK EYED PEAS Don't Stop The Party",1214,"+52",434,"+1",4.363,"+0.338",13,37,1214,492,4.363
38,"+2","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1008,"+32",357,"-23",4.131,"+0.088",16,38,1008,380,4.131
39,"=","BIG SEAN My Last f/Chris Brown",988,"+10",116,"-13",5.746,"+0.254",40,39,988,169,5.746
40,"-2","CEE LO GREEN Bright Lights Bigger City",957,"-28",-85,"-36",2.922,"-0.111",46,37,1044,170,3.418
41,"+4","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",926,"+93",474,"+50",5.954,"+0.411",6,41,926,474,5.954
42,"+1","ANDY GRAMMER Keep Your Head Up",888,"+15",175,"-26",3.027,"+0.037",19,42,888,280,3.027
43,"-2","CHRIS BROWN Look At Me Now",883,"-17",-52,"-40",7.899,"-0.101",65,28,1861,229,12.746
44,"=","AFROJACK Take Over Control f/Eva Simons",878,"+35",116,"-4",9.042,"+0.622",25,44,878,234,9.042
45,"-3","ALL TIME LOW I Feel Like Dancin�",874,"-1",47,"-22",2.373,"-0.018",26,41,881,294,2.442
46,"=","PITBULL Rain Over Me",768,"+81",363,"+59",7.377,"+0.684",5,46,768,363,7.377
47,"=","KELLY ROWLAND Motivation f/Lil Wayne",684,"+28",181,"-4",2.387,"+0.016",10,45,684,248,2.408
48,"=","CODY SIMPSON On My Mind",566,"+7",71,"-7",1.751,"-0.048",25,47,566,104,1.799
49,"--","FOSTER THE PEOPLE Pumped Up Kicks",554,"--",182,"--",2.83,"--",1,49,554,182,2.83
50,"=","MATT NATHANSON Faster",524,"+4",117,"-20",1.687,"-0.004",4,50,524,166,1.731
