"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PINK","Just Give Me A Re...",15427,"-28",-146,"-135",105.416,"+0.060",82,"2",1,15624,1949,106.079
2,"=","JUSTIN TIMBERLAKE","Mirrors",14822,"+104",1353,"-228",104.589,"+0.507",52,"3",2,14822,3114,104.589
3,"=","RIHANNA","Stay f/Mikky Ekko",14169,"+14",-734,"+121",88.62,"-1.241",106,"12",1,15599,1920,102.136
4,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",13667,"+202",1727,"-67",93.232,"+1.046",60,"1",4,13667,2448,93.232
5,"=","DEMI LOVATO","Heart Attack",11482,"+51",685,"-171",70.356,"+0.311",74,"19",5,11482,2482,70.356
6,"=","ICONA POP","I Love It f/Charl...",10632,"+98",909,"-60",71.576,"+1.146",94,"6",6,10632,1359,71.576
7,"+1","BRUNO MARS","When I Was Your M...",10013,"+36",-1366,"+499",58.942,"-0.726",118,"8",1,16011,2737,106.569
8,"-1","PITBULL","Feel This Moment",9717,"-314",-2320,"-207",62.207,"-1.760",127,"21",3,13073,1706,86.979
9,"=","KREWELLA","Alive",7683,"-87",-287,"-62",49.419,"-0.977",95,"49",9,7991,1026,53.493
10,"+1","SELENA GOMEZ","Come & Get It",7082,"+121",862,"-22",42.171,"+0.816",34,"4",10,7082,2034,42.171
11,"-1","TAYLOR SWIFT","22",7037,"+24",279,"-25",34.063,"-0.070",71,"22",10,7037,2327,34.164
12,"=","WILL.I.AM F/JUSTI...","#thatpower",6788,"+26",674,"-60",37.215,"+0.379",50,"16",12,6788,1416,37.215
13,"+1","FALL OUT BOY","My Songs Know Wha...",6569,"+13",381,"-117",37.844,"+0.402",92,"13",13,6569,1015,37.844
14,"+1","FLORIDA-GEORGIA L...","Cruise",6006,"+99",1075,"-114",31.901,"+0.261",48,"11/28",14,6006,1411,31.901
15,"+1","ARIANA GRANDE","The Way f/Mac Mil...",5636,"+27",844,"-209",32.492,"-0.198",43,"14",15,5636,1373,32.691
16,"+1","JASON DERULO","The Other Side",5415,"+132",841,"-42",33.718,"+0.791",24,"34",16,5415,2399,33.718
17,"+1","OLLY MURS","Troublemaker f/Fl...",4875,"-270",-1822,"-63",28.986,"-1.352",147,"40",10,7829,1121,42.345
18,"+1","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",4729,"-87",-844,"+97",25.531,"-0.835",119,"24",3,12353,6457,74.223
19,"+1","EMELI SANDE","Next To Me",4433,"+0",183,"-26",22.932,"+0.284",86,"23",18,4433,560,22.932
20,"+1","AVRIL LAVIGNE","Here's To Never G...",3987,"-57",163,"-194",20.251,"-0.333",32,"20",20,4044,1758,20.584
21,"+2","MARIAH CAREY","#Beautiful f/Migu...",3429,"+528",3429,"+528",31.943,"+3.966",7,"18",21,3429,3429,31.943
22,"=","ZEDD","Clarity f/Foxes",3140,"+81",528,"+46",24.062,"+0.594",57,"26",22,3140,528,24.062
23,"+1","IMAGINE DRAGONS","Radioactive",2889,"+126",624,"+31",16.122,"+1.245",30,"5",23,2889,737,16.122
24,"+1","LITTLE MIX","Wings",2722,"-23",61,"-74",9.928,"-0.044",79,"47",23,2745,389,14.241
