"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY","Wide Awake",14124,"+71",450,"+2",100.029,"+0.273",71,"5",1,14124,2824,100.029
2,"=","ELLIE GOULDING","Lights",13480,"-3",633,"-271",97.901,"+0.211",173,"9",2,13483,1482,97.901
3,"=","RIHANNA","Where Have You Been",12296,"-141",-667,"-151",87.945,"-1.167",108,"29",2,12963,1884,95.69
4,"=","MAROON 5","Payphone f/Wiz Khali...",12119,"-92",-1304,"+90",93.585,"-0.387",107,"28",1,14353,3415,107.136
5,"=","CARLY RAE JEPSEN","Call Me Maybe",10782,"-130",-957,"+99",75.964,"-1.442",143,"3",1,14563,1711,111.23
6,"=","DAVID GUETTA","Titanium f/Sia",10029,"+134",773,"+14",68.612,"+1.396",115,"10",6,10029,1091,68.612
7,"=","USHER","Scream",9620,"-7",127,"-12",67.814,"-0.091",97,"23",6,9627,2323,68.266
8,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",8405,"+82",732,"-76",55.17,"+0.548",95,"26",8,8405,1254,55.17
9,"=","GOTYE","Somebody That I Used...",7949,"-109",-671,"+70",54.192,"-0.653",153,"19",1,14242,2018,106.819
10,"=","DEMI LOVATO","Give Your Heart A Br...",7839,"+98",574,"+7",53.846,"+1.241",154,"27",10,7839,1250,53.846
11,"=","PINK","Blow Me (One Last Ki...",6932,"+155",1005,"-18",45.923,"+1.027",28,"8",11,6932,2737,45.923
12,"=","CHER LLOYD","Want U Back",6593,"+110",620,"+35",40.172,"+0.289",81,"6",11,6593,1103,40.172
13,"=","FLO RIDA","Whistle",6360,"+133",981,"-78",45.175,"+1.174",57,"2",13,6360,1412,45.175
14,"=","OWL CITY & CARLY RAE...","Good Time",5604,"+56",880,"-108",35.186,"+0.357",36,"7",14,5604,1961,35.186
15,"=","HAVANA BROWN","We Run The Night f/P...",5542,"+20",163,"-47",39.415,"-0.037",171,"40",14,5542,544,39.659
16,"=","ONE DIRECTION","One Thing",4798,"-197",-635,"-228",24.686,"-1.205",87,"43",13,5433,975,29.694
17,"=","THE WANTED","Chasing The Sun",4371,"+66",305,"+40",24.976,"+0.379",89,"38",17,4371,656,24.976
