"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MILEY CYRUS","Wrecking Ball",15280,"+54",-69,"+67",102.546,"-0.094",67,"8",1,15459,2954,107.57
"2",2,"=","AVICII","Wake Me Up",15123,"-52",-991,"+102",109.519,"-0.302",113,"7",1,17010,2103,116.977
"3",3,"=","LORDE","Royals",14255,"-98",-1438,"-62",103.338,"-0.718",97,"2",1,16495,2817,112.509
"4",4,"=","LADY GAGA","Applause",11896,"-110",-376,"-203",78.897,"-0.764",97,"10",4,12273,3922,81.876
"5",5,"=","DRAKE","Hold On We're Goi...",11878,"-69",93,"-160",68.545,"-0.452",98,"11",5,11947,1610,74.25
"6",6,"=","KATY PERRY","Roar",10800,"-252",-1216,"-159",78.928,"-2.255",98,"6",1,17176,6098,117.145
"7",7,"=","IMAGINE DRAGONS","Demons",10799,"+182",1304,"-43",72.799,"+0.654",77,"5",7,10799,1982,72.799
"8",8,"=","SELENA GOMEZ","Slow Down",9734,"-127",7,"-193",56.843,"-0.175",91,"31",7,9861,1167,57.177
"9",9,"+1","KATY PERRY","Unconditionally",7392,"+130",892,"-21",44.315,"+0.760",29,"20",9,7392,3384,44.315
"10",10,"-1","PARAMORE","Still Into You",7378,"-62",-687,"+12",43.24,"-0.593",192,"33",9,8192,961,48.594
"11",11,"=","EMINEM","The Monster f/Rih...",6840,"+261",2291,"-79",53.386,"+2.268",19,"1/40",11,6840,2782,53.386
"12",12,"=","JUSTIN TIMBERLAKE","TKO",6534,"+0",29,"-67",31.509,"+0.166",54,"58",11,6550,1724,32.813
"13",13,"+2","PITBULL","Timber f/Ke$ha",6378,"+327",1624,"+134",43.321,"+1.481",34,"4",13,6378,1624,43.321
"14",14,"=","ZEDD","Stay The Night f/...",6228,"+139",1117,"-19",45.71,"+0.926",49,"28",14,6228,1238,45.71
"15",15,"+1","ONEREPUBLIC","Counting Stars",6208,"+206",1822,"-54",46.524,"+1.924",36,"3/92",15,6208,1876,46.524
"16",16,"-3","JAY Z","Holy Grail f/Just...",5935,"-162",-1397,"-53",45.665,"-0.786",136,"37",4,11700,2095,78.442
"17",17,"=","JASON DERULO","Marry Me",5512,"+22",265,"-17",29.274,"+0.334",64,"24",14,5512,856,29.274
"18",18,"=","NEIGHBOURHOOD","Sweater Weather",5252,"+110",394,"+44",24.533,"+0.667",141,"15",17,5252,869,24.533
"19",19,"=","LANA DEL REY","Summertime Sadnes...",4299,"-144",-1011,"-24",31.862,"-0.698",137,"56/72",2,13737,1923,88.403
"20",20,"+2","TRAVIE MCCOY","Rough Water f/Jas...",3883,"+54",99,"+28",20.586,"-0.199",55,"61",20,3883,705,22.115
"21",21,"=","RIHANNA","What Now",3801,"-66",-146,"-52",15.627,"-0.256",57,"41",19,4043,821,17.344
"22",22,"-2","BRUNO MARS","Gorilla",3724,"-460",-2735,"-292",16.984,"-2.089",69,"55",10,7264,1872,38.774
"23",23,"=","LADY GAGA","Do What U Want f/...",3514,"+172",1275,"-3",24.404,"+1.212",19,"13",23,3514,1319,24.404
"24",24,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",3347,"+78",690,"-39",19.131,"-0.138",64,"29",23,3347,729,19.269
"25",25,"=","PASSENGER","Let Her Go",3192,"+116",722,"+47",16.649,"+0.573",49,"9",25,3192,722,16.649
