"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MAGIC!","Rude",17955,71,458,-68,117.209,0.15,104,"4",1,17955,2371,118.65
"2",2,"=","NICO & VINZ","Am I Wrong",17243,-106,-462,-100,113.055,-0.518,119,"7",1,17731,2409,119.274
"3",3,"=","SAM SMITH","Stay With Me",15387,152,1971,-231,100.867,1.115,78,"6",3,15387,2202,100.867
"4",4,"=","ARIANA GRANDE","Problem f/Iggy Azalea",14222,-194,-2095,118,92.197,-1.189,90,"9",1,17403,2576,116.283
"5",5,"=","DISCLOSURE","Latch f/Sam Smith",14111,83,1375,-167,86.512,0.268,177,"22",5,14111,1542,86.512
"6",6,"=","CALVIN HARRIS","Summer",10908,-230,-2571,190,66.387,-1.986,130,"32",3,14953,1917,95.785
"7",7,"=","IGGY AZALEA","Fancy f/Charlie XCX",10286,-132,-1168,116,77.696,-1.008,130,"19/42",1,17156,2440,116.166
"8",8,"=","MAROON 5","Maps",9864,128,837,-3,55.115,0.512,43,"8",8,9864,4866,55.115
"9",9,"=","CHARLI XCX","Boom Clap",9345,156,1628,-157,54.865,1.027,45,"11",9,9345,1942,54.865
"10",10,"=","ONEREPUBLIC","Love Runs Out",8799,121,428,117,45.132,0.284,88,"17",9,8799,1336,45.354
"11",11,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",8559,88,989,-56,48.585,0.683,65,"40",10,8559,1152,48.585
"12",12,"=","PHARRELL WILLIAMS","Come Get It Bae",6770,111,364,90,29,0.635,67,"36",12,6770,993,29
"13",13,"=","ARIANA GRANDE","Break Free f/Zedd",6563,183,1418,-115,40.887,0.563,24,"14",13,6563,2327,40.887
"14",14,"=","SIA","Chandelier",6135,145,783,-4,37.798,0.719,100,"13",13,6135,1217,37.798
"15",15,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",5947,113,699,-9,39.106,0.942,61,"15",14,5947,1347,39.106
"16",16,"=","BECKY G","Shower",4913,115,550,102,21.284,0.422,74,"12",16,4913,853,21.284
