"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",15089,-189,-1076,-159,102.874,-1.104,104,"5",1,16503,2448,112.279
2,"=","SELENA GOMEZ","Come & Get It",14017,72,799,-52,84.606,0.495,78,"9",2,14017,2034,84.606
3,"=","ICONA POP","I Love It f/Charl...",12811,-459,-1459,-501,84.214,-1.896,138,"20",2,14326,1359,93.264
4,"=","JUSTIN TIMBERLAKE","Mirrors",12717,-176,-1704,170,92.729,-1.409,96,"14",1,16201,3114,111.865
5,"=","DAFT PUNK","Get Lucky",12478,231,1936,-85,77.954,0.973,65,"3",5,12478,2173,77.954
6,"=","ROBIN THICKE","Blurred Lines f/P...",11083,224,2148,-106,76.262,1.047,48,"1",6,11083,2498,76.262
7,"=","IMAGINE DRAGONS","Radioactive",10721,321,2069,51,65.71,1.891,74,"4",7,10721,2069,65.71
8,"=","FLORIDA-GEORGIA L...","Cruise",10161,73,507,31,52.727,0.293,92,"6/26",6,10161,1411,52.727
9,"=","FALL OUT BOY","My Songs Know Wha...",9076,2,-96,-42,51.62,-0.024,136,"8",8,9172,1015,52.286
10,"+1","JASON DERULO","The Other Side",8674,36,511,-15,52.075,0.789,68,"22",9,8674,2399,52.075
11,"+1","BRUNO MARS","Treasure",8470,71,631,-55,51.676,0.333,46,"7/43",11,8470,2114,51.676
12,"-2","PINK","Just Give Me A Re...",8360,-287,-1566,-159,57.289,-2.069,126,"13",1,15624,1949,106.133
13,"=","ZEDD","Clarity f/Foxes",8291,132,993,47,62.744,1.244,101,"11",13,8291,1183,62.744
14,"=","ARIANA GRANDE","The Way f/Mac Mil...",7169,-69,-430,-33,37.124,-0.836,87,"16",11,7681,1373,40.497
15,"=","CALVIN HARRIS F/E...","I Need Your Love",6561,168,1347,-33,47.322,1.299,82,"25",15,6561,1386,47.322
16,"=","MARIAH CAREY","#Beautiful f/Migu...",6216,-14,-208,29,33.065,-0.461,51,"24",14,6467,3429,35.886
17,"=","MAROON 5","Love Somebody",6124,64,890,-74,34.185,0.354,42,"18",17,6124,1161,34.185
18,"+1","ANNA KENDRICK","Cups (Pitch Perfe...",5100,147,902,37,33.685,0.984,90,"15",18,5100,902,33.685
19,"-1","DEMI LOVATO","Heart Attack",4947,-125,-1379,228,29.881,-1.144,118,"46",4,12179,2482,74.905
20,"=","ED SHEERAN","Lego House",3711,-48,-167,-94,20.152,-0.467,108,"48",20,3897,788,21.532
21,"=","CAPITAL CITIES","Safe And Sound",3608,210,1072,129,24.508,1.207,66,"32",21,3608,1072,24.508
22,"=","KE$HA","Crazy Kids",3121,47,408,-12,13.471,0.32,55,"51",22,3121,529,13.471
23,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",3038,114,1008,-28,25.282,1.381,33,"12",23,3038,1060,25.282
24,"=","RIHANNA","Right Now f/David...",3007,208,1008,87,20.866,0.753,31,"--",24,3007,1008,20.866
25,"=","MILEY CYRUS","We Can't Stop",2619,114,837,1,14.152,0.695,21,"2",25,2619,972,14.152
26,"+1","BRITNEY SPEARS","Ooh La La",2584,251,1402,57,18.973,0.755,9,"--",23,2895,2895,27.844
27,"-1","NIKKI WILLIAMS","Glowing",2397,50,220,41,15.382,0.572,80,"--",26,2397,309,15.382
28,"+1","AUSTIN MAHONE","What About Love",2359,149,884,48,14.826,0.898,17,"--",28,2359,982,14.826
29,"-1","AVRIL LAVIGNE","Here's To Never G...",2025,-220,-1683,-46,8.204,-0.762,76,"23",18,4774,1758,21.911
30,"+2","EMBLEM3","Chloe (You're The...",1658,48,285,9,5.059,0.216,59,"--",30,1658,285,5.059
31,"=","KELLY CLARKSON","People Like Us",1648,-20,-168,-7,7.101,-0.064,60,"--",29,1843,571,8.278
32,"+2","LABRINTH","Beneath Your Beau...",1560,34,217,-21,9.135,0.158,40,"--",32,1560,362,9.135
33,"-3","EMELI SANDE","Next To Me",1468,-222,-1996,57,6.877,-0.96,130,"--",17,5214,560,24.65
34,"-1","WILL.I.AM F/JUSTI...","#thatpower",1450,-79,-1058,215,6.503,-0.325,94,"--",9,7421,1416,38.399
35,"=","SEAN KINGSTON","Beat It f/Chris B...",1426,2,107,-23,4.633,0.028,44,"--",35,1426,303,4.633
36,"+1","J. COLE","Power Trip f/Migu...",1365,6,145,-28,4.035,0.029,38,"--",36,1365,241,4.035
37,"-1","KREWELLA","Alive",1355,-16,-212,27,14.341,-0.229,139,"--",9,7991,1026,53.493
38,"+1","PHILLIP PHILLIPS","Gone, Gone, Gone",1265,67,340,47,6.699,0.356,29,"37",38,1265,340,6.699
39,"-1","JENNIFER LOPEZ F/...","Live It Up",1191,-145,-1221,-87,4.392,-0.695,49,"--",25,2662,1818,17.613
40,"=","PARAMORE","Still Into You",1121,23,171,7,3.946,0.046,48,"180",40,1121,186,3.946
41,"=","DAVID GUETTA","Play Hard f/Ne-Yo...",1074,30,197,-24,4.789,0.22,18,"--",41,1074,368,4.789
42,"+1","AWOLNATION","Sail",818,27,191,-1,3.088,0.067,34,"38",42,818,192,3.088
43,"-1","MAJOR LAZER","Bubble Butt f/Bru...",801,6,48,-26,3.962,0.023,17,"--",42,801,300,3.962
44,"+5","KARMIN","Acapella",548,49,375,19,1.624,0.174,3,"--",44,548,375,1.624
45,"-1","JAKE MILLER","A Million Lives",548,-42,-153,-40,1.177,-0.035,49,"--",43,707,120,1.552
