"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MAROON 5","Sugar",18365,-71,72,-163,116.626,-0.576,89,"10/46",1,18530,2244,117.81
2,"+1","ELLIE GOULDING","Love Me Like You Do",17310,59,1173,-158,113.243,0.747,90,"8",2,17310,2216,113.243
3,"-1","TAYLOR SWIFT","Style",17217,-169,-739,-152,107.256,-1.233,95,"18",1,18488,3111,115.714
4,"=","MARK RONSON","Uptown Funk f/Bruno Mars",13375,-108,-860,39,91.337,-1.041,151,"4",1,19386,3126,125.545
5,"+1","NATALIE LA ROSE","Somebody f/Jeremih",13074,338,1873,153,73.021,1.294,96,"13",5,13074,1873,73.021
6,"-1","ED SHEERAN","Thinking Out Loud",12881,-325,-1486,-164,78.041,-2.166,124,"11",1,18914,3319,118.241
7,"=","THE WEEKND","Earned It",10966,248,2301,-64,72.091,1.387,51,"3",7,10966,2421,72.091
8,"=","ARIANA GRANDE","One Last Time",10803,141,1077,-6,68.708,1.481,62,"27",7,10803,2135,68.708
9,"=","JASON DERULO","Want To Want Me",9110,112,980,-89,56.29,0.472,32,"9",9,9110,4301,56.29
10,"+1","FLO RIDA","GDFR f/Sage The Gemini",8893,94,1168,-101,48.745,0.97,91,"6",10,8893,1433,48.745
11,"+1","ZEDD","I Want You To Know f/S. Gomez",8771,57,503,-37,50.431,-0.255,46,"44",11,8771,3786,50.791
12,"+1","NICK JONAS","Chains",8677,72,616,-7,49.555,0.653,89,"7",11,8677,1264,49.555
13,"-3","PITBULL","Time Of Our Lives f/Ne-Yo",8654,-310,-2547,278,59.67,-1.273,133,"28",4,15799,2867,94.608
14,"=","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",7989,-206,-2061,60,40.432,-1.238,75,"12",6,11254,3932,65.756
15,"=","CALVIN HARRIS","Outside f/Ellie Goulding",6430,-352,-2023,-159,44.379,-2.04,111,"73",8,9077,1280,60.662
16,"=","WALK THE MOON","Shut Up And Dance",5658,282,1833,63,36.762,1.535,55,"2",16,5658,1833,36.762
17,"+1","TOVE LO","Talking Body",5408,144,1043,26,28.925,0.881,85,"20",17,5408,1043,28.925
18,"-1","TORI KELLY","Nobody Love",5370,24,206,-73,24.868,0.277,59,"68",16,5370,1398,24.868
19,"=","ONE DIRECTION","Night Changes",4572,-243,-1817,-14,25.881,-1.301,146,"75",13,6928,1221,36.976
20,"=","VANCE JOY","Riptide",4525,-63,31,-83,25.882,-0.179,164,"48",18,4593,802,26.356
