"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JUSTIN BIEBER","Love Yourself",18830,"+5",24,"+65",124.28,"+0.236",79,"4",1,19000,4103,124.28
2,"=","TWENTY ONE PILOTS","Stressed Out",18713,"+30",518,"-191",122.379,"+0.258",98,"3",2,18713,2702,122.379
3,"=","THE CHAINSMOKERS","Roses f/Rozes",14246,"+144",590,"+171",83.872,"+0.848",147,"15",3,14246,2023,83.872
4,"=","THE WEEKND","In The Night",13578,"-317",-1873,"-165",74.371,"-1.604",101,"27",3,15760,3011,89.68
5,"=","JUSTIN BIEBER","Sorry",13336,"-64",-276,"+44",97.251,"-0.250",122,"11",1,19494,3902,127.324
6,"=","FLO RIDA","My House",13002,"+319",1822,"+161",76.222,"+1.962",125,"1",6,13002,1978,76.222
7,"=","DAYA","Hide Away",10756,"+9",34,"+11",60.822,"+0.251",189,"25",7,10878,883,61.74
8,"=","SELENA GOMEZ","Hands To Myself",10657,"+135",1526,"-77",68.07,"+1.324",49,"12",8,10657,1952,68.07
9,"=","DNCE","Cake By The Ocean",10643,"+126",740,"+171",59.084,"+0.481",144,"13",8,10643,1111,59.084
10,"+1","G-EAZY","Me Myself And I f/Bebe Rexha",8541,"+300",1427,"+119",53.527,"+1.823",45,"7/85",10,8541,1836,53.527
11,"-1","ALESSIA CARA","Here",8481,"-174",-2064,"+265",52.993,"-1.183",217,"52",1,17621,1489,109.076
12,"=","ADELE","When We Were Young",8215,"-16",79,"-5",40.571,"-0.483",67,"17",12,8301,1962,41.764
13,"=","SELENA GOMEZ","Same Old Love",8008,"-175",-1390,"+8",59.273,"-0.996",159,"51",1,18836,1774,120.08
14,"=","CHARLIE PUTH","One Call Away",7831,"+123",730,"+102",39.713,"+0.546",104,"10",14,7831,819,39.713
15,"+2","ZAYN","Pillowtalk",6836,"+232",1729,"-34",39.805,"+1.518",23,"5/65",15,6836,2441,39.805
16,"+2","RIHANNA","Work f/Drake",6778,"+250",1237,"+83",37.675,"+1.309",25,"2/62",16,6778,3999,37.675
17,"-1","ELLIE GOULDING","Something In The Way You Move",6762,"+84",503,"+66",35.329,"+0.196",44,"19",16,6762,1673,35.329
18,"+1","ROBIN SCHULZ","Sugar f/Francesco Yates",6264,"+117",682,"+30",35.906,"+0.406",86,"57",18,6264,1193,35.906
19,"-4","TAYLOR SWIFT","Out Of The Woods",6229,"-459",-1805,"-308",31.312,"-2.774",49,"37",12,8338,2806,46.244
20,"=","ADELE","Hello",5965,"-102",-645,"+224",45.782,"-0.309",121,"8",1,19167,4705,124.831
21,"=","MIKE POSNER","I Took A Pill In Ibiza",5951,"+144",1366,"-58",38.655,"+1.098",37,"14",21,5951,1489,38.655
22,"=","JASON DERULO","Get Ugly",4742,"-103",-116,"-109",17.139,"-0.524",70,"55",19,4950,1110,19.08
23,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",3815,"-535",-3406,"-82",17.958,"-2.493",89,"42",10,8533,1989,43.062
24,"+1","RACHEL PLATTEN","Stand By You",3477,"+77",185,"+106",16.27,"+0.571",114,"26",24,3477,493,16.884
25,"-1","TORI KELLY","Hollow",3260,"-209",-644,"-233",10.302,"-1.027",105,"105",22,3920,501,13.353
26,"=","DJ SNAKE","Middle f/Bipolar Sunshine",2920,"+135",714,"+48",16.923,"+0.477",35,"63",26,2920,714,16.923
27,"+1","ZARA LARSSON & MNEK","Never Forget You",2650,"+224",1165,"+74",15.599,"+1.284",18,"74",27,2650,1165,15.599
28,"-1","TROYE SIVAN","Youth",2644,"+127",407,"+106",9.662,"+0.611",49,"95",26,2644,501,9.662
29,"=","LUKAS GRAHAM","7 Years",2559,"+141",712,"+44",11.991,"+0.720",35,"6",28,2559,712,11.991
30,"+1","ALESSIA CARA","Wild Things",2183,"+59",597,"-66",11.019,"+0.304",21,"165",30,2183,684,11.019
