"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FUN. We Are Young f/Janelle Monae",14388,"-51",149,"-265",110.288,"-0.173",67,"4",1,14439,2738,110.461
2,"=","WANTED Glad You Came",13303,"-74",-346,"-103",96.306,"-0.796",112,"9",1,13712,1363,101.962
3,"=","FLO RIDA Wild Ones f/Sia",11920,"+66",642,"-109",84.621,"+0.642",85,"7",3,11920,1940,84.621
4,"=","KATY PERRY Part Of Me",11718,"-82",-218,"-150",78.178,"-0.375",76,"13",3,12039,3625,78.553
5,"=","NICKI MINAJ Starships",9288,"+82",926,"-134",72.083,"+1.268",75,"10/33",5,9288,1834,72.083
6,"+2","GOTYE Somebody That I Used To Know",9203,"+281",1745,"+134",71.255,"+2.583",59,"1",6,9203,1745,71.255
7,"-1","ONE DIRECTION What Makes You Beautiful",9184,"+139",937,"+13",60.046,"+1.368",60,"6",6,9184,1579,60.046
8,"-1","KELLY CLARKSON Stronger (What Doesn't Ki...",8890,"-59",-1133,"+201",68.661,"-0.706",112,"20",1,13549,2321,99.332
9,"=","ADELE Rumour Has It",8247,"+54",736,"-78",54.726,"-0.616",56,"21",9,8247,1514,55.764
10,"=","CALVIN HARRIS Feel So Close",8116,"+37",50,"+27",54.461,"+0.056",80,"15",7,8124,1329,55.352
11,"=","JUSTIN BIEBER Boyfriend",7885,"+21",54,"+13",47.764,"-0.349",34,"5",9,7937,4726,51.492
12,"+1","CARLY RAE JEPSEN Call Me Maybe",6463,"+129",964,"+27",44.532,"+1.418",49,"3",12,6463,1298,44.532
13,"-1","DRAKE Take Care f/Rihanna",6441,"-187",-908,"-148",50.189,"-2.399",113,"27",8,7620,1220,60.618
14,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",5948,"-177",-1281,"+172",45.562,"-1.461",140,"58",2,12506,1674,92.019
15,"=","KARMIN Broken Hearted",5693,"-34",212,"-64",33.958,"-0.255",70,"23",15,5727,936,34.447
16,"=","GYM CLASS HEROES Ass Back Home",5597,"-88",-1287,"+284",45.338,"-0.709",157,"79",4,11001,1379,73.574
17,"=","TRAIN Drive By",5530,"+32",178,"-9",32.414,"+0.153",105,"11",17,5530,601,32.414
18,"=","MAROON 5 Payphone f/Wiz Khalifa",4899,"+176",2181,"-429",35.229,"+1.537",13,"2",18,4899,3415,35.229
