"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Rolling In The Deep",14111,-63,-184,-108,91.444,-1.106,37,1,14295,2273,96.15
"2",2,"=","PITBULL Give Me Everything f/Ne-Yo",12171,195,1569,-25,83.76,0.519,37,2,12171,1811,83.76
"3",3,"=","BRUNO MARS Lazy Song",11160,-31,-262,-43,59.724,-0.553,37,3,11422,1054,61.587
"4",4,"=","KATY PERRY E.T.",11058,-98,-1109,61,76.504,-0.139,37,1,14624,0,96.745
"5",5,"=","BLACK EYED PEAS Just Can't Get Enough",10865,-182,-1043,-62,73.257,-1.046,37,2,13366,715,84.474
"6",6,"=","BRITNEY SPEARS Till The World Ends",9117,-217,-1390,-86,58.459,-1.406,37,3,11896,966,75.819
"7",7,"=","LADY GAGA The Edge Of Glory",9026,207,1601,-69,56.005,1.587,37,7,9026,2193,56.005
"8",8,"=","JENNIFER LOPEZ F/PITBULL On The Floor",7962,-147,-1146,84,50.494,-0.827,37,5,10169,668,65.118
"9",9,"=","LUPE FIASCO The Show Goes On",7731,79,543,3,45.901,0.674,37,9,7731,1043,45.901
"10",10,"=","LMFAO Party Rock Anthem",7041,216,1579,-14,50.482,1.089,37,10,7041,1593,50.482
"11",11,"=","JASON DERULO Don't Wanna Go Home",5864,52,603,-56,34.094,0.504,35,11,5864,1463,34.094
"12",12,"=","TINIE TEMPAH Written In The Stars",5504,-169,-1286,54,30.012,-0.792,37,7,8819,756,54.175
"13",13,"=","HOT CHELLE RAE Tonight Tonight",5140,60,473,-1,26.042,0.406,37,13,5140,643,26.042
"14",14,"=","WIZ KHALIFA Roll Up",4961,-19,155,-66,26.056,-0.123,37,14,4980,725,26.433
"15",15,"=","ONEREPUBLIC Good Life",4873,83,591,-13,25.443,0.491,37,15,4873,604,25.443
"16",16,"=","RIHANNA S&M",4653,-72,-583,6,27.743,-0.632,37,5,10081,0,64.524
"17",17,"=","KE$HA Blow",4493,-75,-774,47,27.277,-0.218,37,4,10135,0,56.264
"18",18,"+1","NICKI MINAJ Super Bass",4441,138,1158,12,27.56,0.991,37,18,4441,1158,27.56
"19",19,"-1","SELENA GOMEZ & THE SCENE Who Says",4426,15,-21,23,25.893,0.167,37,17,4450,707,26.291
"20",20,"=","KATY PERRY Last Friday Night (T.G.I.F.)",4389,287,2060,19,28.467,2.247,20,20,4389,2060,28.467
"21",21,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",4002,17,199,6,22.561,0.342,37,21,4002,605,22.561
"22",22,"-1","THE SCRIPT For The First Time",3952,-127,-767,-36,24.376,-0.727,37,11,6229,433,33.625
"23",23,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3638,14,335,-47,20.736,0.043,35,23,3638,864,20.736
"24",24,"-1","JESSIE J Price Tag f/B.O.B",3450,-201,-1416,2,18.449,-1.227,37,12,5959,582,30.453
"25",25,"=","JEREMIH Down On Me f/50 Cent",3359,-85,-573,-6,20.274,-0.546,37,10,8052,153,44.2
"26",26,"=","TAYLOR SWIFT The Story Of Us",3150,17,87,-24,16.266,0.071,37,24,3150,587,16.331
"27",27,"+1","RIHANNA California King Bed",2602,47,320,-1,13.131,0.153,32,27,2602,616,13.131
"28",28,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",2433,-147,-1129,51,13.629,-0.997,37,17,4096,331,21.342
"29",29,"=","NICOLE SCHERZINGER Right There",2412,64,702,-18,13.148,0.123,21,29,2412,720,13.148
"30",30,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2357,18,255,-50,11.585,0.123,37,29,2357,525,11.585
"31",31,"=","THE BAND PERRY If I Die Young",2227,82,616,-17,10.303,0.373,37,31,2227,655,10.303
"32",32,"=","LADY GAGA Born This Way",1917,-28,-381,40,10.482,-0.117,37,19,3651,0,20.436
"33",33,"=","MAROON 5 Never Gonna Leave This Bed",1836,26,129,4,7.258,0.193,37,31,1836,312,7.258
"34",34,"=","SHONTELLE Say Hello To Goodbye",1450,-106,-318,-98,4.88,-0.326,37,29,1775,174,5.629
"35",35,"=","CHRIS BROWN Look At Me Now",1340,23,-35,48,10.186,0.215,37,28,1861,229,12.746
"36",36,"=","CHRIS BROWN She Ain't You",1229,53,306,35,6.334,0.072,26,36,1229,306,6.418
"37",37,"=","BEYONCE Best Thing I Never Had",1188,118,786,54,7.98,0.066,9,37,1188,786,7.98
"38",38,"=","T-PAIN Best Love Song f/Chris Brown",1026,24,141,8,5.368,0.063,35,38,1026,151,5.368
"39",39,"=","NEON TREES Your Surrender",985,-13,-86,1,2.426,0.005,37,36,1091,173,2.732
"40",40,"=","STEVEN TYLER (It) Feels So Good",891,-12,61,-11,3.264,-0.008,26,40,903,326,3.408
"41",41,"=","AVRIL LAVIGNE Smile",884,33,194,21,2.382,0.123,19,41,884,226,2.382
"42",42,"=","LIL WAYNE How To Love",866,59,311,24,3.32,0.259,12,42,866,337,3.32
"43",43,"+3","JENNIFER LOPEZ I'm Into You f/Lil Wayne",708,49,262,39,4.342,0.149,12,43,708,262,4.342
"44",44,"+1","IYAZ Pretty Girls",703,34,246,7,2.401,0.242,12,44,703,262,2.401
"45",45,"-2","THE READY SET Young Forever",691,-94,-296,-79,1.631,-0.224,37,35,1045,107,2.59
"46",46,"-2","CEE LO GREEN Bright Lights Bigger City",688,18,91,-7,2.54,0.041,18,44,688,125,2.54
"47",47,"+1","BRITNEY SPEARS I Wanna Go",643,97,490,48,5.766,0.659,3,47,643,490,5.766
"48",48,"-1","DR. DRE I Need A Doctor f/Eminem",574,-17,-295,36,3.585,-0.304,37,20,3521,0,21.933
