"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","FLO RIDA","Whistle",12179,"+104",626,"-25",76.089,"+0.245",101,"181",1,12179,1412,76.089
"2",2,"=","DEMI LOVATO","Give Your Heart A Br...",11495,"-135",-323,"-101",76.29,"-1.288",198,"34",1,11880,1256,80.294
"3",3,"=","PINK","Blow Me (One Last Ki...",11395,"+153",1111,"+35",75.848,"+0.342",72,"9/99",3,11395,2737,75.848
"4",4,"=","ELLIE GOULDING","Lights",10401,"-213",-854,"-111",82.197,"-1.844",217,"41",1,13999,1482,101.262
"5",5,"=","NEON TREES","Everybody Talks",10384,"+107",699,"+64",66.058,"-0.211",158,"12",5,10384,1632,66.269
"6",6,"=","MAROON 5","One More Night",9578,"+221",1471,"+18",67.117,"+1.512",58,"3",6,9578,1471,67.117
"7",7,"=","KATY PERRY","Wide Awake",9058,"-242",-1158,"-136",59.839,"-1.935",115,"42",1,14124,2824,100.029
"8",8,"=","DAVID GUETTA","Titanium f/Sia",8982,"-298",-1201,"-216",66.895,"-1.490",159,"33",3,11268,1091,79.723
"9",9,"=","OWL CITY & CARLY RAE...","Good Time",8923,"+118",809,"+28",60.6,"+0.630",80,"10",8,8923,1961,60.6
"10",10,"=","JUSTIN BIEBER","As Long As You Love ...",8720,"+138",1006,"+61",62.879,"+1.245",71,"8",10,8720,1300,62.879
"11",11,"=","TAYLOR SWIFT","We Are Never Ever Ge...",7841,"+82",612,"-31",52.038,"+0.152",31,"2",11,7841,4592,52.038
"12",12,"=","FUN.","Some Nights",6881,"+178",655,"+59",43.247,"+1.347",96,"5",12,6881,1097,43.247
"13",13,"=","NICKI MINAJ","Pound The Alarm",6100,"+69",715,"-53",39.536,"+0.733",60,"25",13,6100,1036,39.536
"14",14,"=","ALEX CLARE","Too Close",6030,"+184",868,"+95",40.554,"+0.890",108,"6",14,6030,868,40.554
"15",15,"=","CHER LLOYD","Want U Back",5340,"-172",-1486,"+64",27.763,"-0.676",125,"28",9,8069,1103,45.503
"16",16,"+1","CHRIS BROWN","Don't Wake Me Up",4863,"+104",703,"+3",36.512,"+1.233",89,"24",16,4863,982,36.512
"17",17,"-1","CALVIN HARRIS","Let's Go f/Ne-Yo",4771,"-208",-1543,"+44",31.839,"-1.478",139,"63",5,9398,1254,61.384
"18",18,"=","KARMIN","Hello",3981,"+44",622,"-85",23.343,"+0.654",38,"62",18,3981,1012,23.343
"19",19,"=","USHER","Scream",3698,"-80",-533,"-11",25.968,"-0.547",141,"87",6,9627,2323,68.266
"20",20,"=","JASON MRAZ","I Won't Give Up",3559,"-20",-209,"-29",25.439,"-0.090",152,"22",20,3773,443,26.174
"21",21,"=","KELLY CLARKSON","Dark Side",3239,"-122",-182,"-124",17.993,"-0.036",97,"70",20,3559,493,18.412
"22",22,"=","ENRIQUE IGLESIAS","Finally Found You f/...",3201,"+216",1803,"+37",23.28,"+1.175",16,"--",22,3201,1803,23.28
"23",23,"=","TRAIN","50 Ways To Say Goodb...",3030,"+72",428,"+11",16.521,"+0.446",41,"16",22,3030,717,16.521
"24",24,"=","DAVID GUETTA","I Can Only Imagine f...",2863,"+55",495,"+28",18.899,"+0.186",47,"71",23,2863,589,18.899
"25",25,"=","NE-YO","Let Me Love You",2715,"+121",508,"+110",20.112,"+0.895",36,"31",25,2715,580,20.112
"26",26,"=","OLLY MURS","Heart Skips A Beat",2323,"+3",231,"-26",12.77,"+0.253",63,"92",26,2323,401,12.77
"27",27,"=","LINKIN PARK","Burn It Down",2287,"+42",405,"+25",9.904,"+0.183",100,"75",27,2287,405,9.904
"28",28,"=","NO DOUBT","Settle Down",1946,"-174",-1465,"+58",7.986,"-0.859",58,"132",19,4315,1467,23.29
"29",29,"=","CONOR MAYNARD","Vegas Girl",1708,"+27",269,"-4",7.904,"-0.044",48,"134",29,1708,280,7.948
"30",30,"=","PHILLIP PHILLIPS","Home",1349,"+33",177,"+7",7.057,"+0.345",65,"11",30,1349,311,7.057
"31",31,"=","ONEREPUBLIC","Feel Again",1211,"+102",673,"+6",5.639,"+0.509",8,"68",31,1211,673,5.639
"32",32,"=","USHER","Numb",1158,"+89",492,"+25",5.179,"+0.440",12,"--",32,1158,492,5.179
"33",33,"+3","PSY","Gangnam Style",1080,"+165",790,"+110",10.257,"+1.142",5,"4",33,1080,790,10.257
"34",34,"-1","ED SHEERAN","The A Team",1071,"+26",207,"-2",7.179,"+0.121",26,"79",32,1071,210,7.179
"35",35,"=","TREY SONGZ","2 Reasons f/T.I.",962,"+13",123,"-6",4.925,"+0.014",26,"119",34,962,243,6.102
"36",36,"+1","ZEDD","Spectrum f/Matthew K...",946,"+41",212,"+24",5.123,"+0.303",24,"--",36,946,253,5.123
"37",37,"-3","THE WANTED","Chasing The Sun",944,"-71",-690,"+98",5.467,"-0.386",133,"172",16,4729,656,26.67
"38",38,"=","AUSTIN MAHONE","Say Somethin",903,"+10",179,"-16",4.257,"+0.015",42,"--",36,903,195,4.257
"39",39,"=","MATCHBOX TWENTY","She's So Mean",839,"-27",-162,"-22",3.719,"-0.081",89,"61",33,1064,574,5.015
"40",40,"+1","CHRIS WALLACE","Remember When (Push ...",824,"+11",86,"-7",2.445,"+0.071",33,"--",37,824,122,2.445
"41",41,"-1","PITBULL","Get It Started f/Sha...",818,"-23",-217,"+5",3.6,"-0.175",61,"--",31,1218,277,6.217
"42",42,"=","RITA ORA","R.I.P. f/Tinie Tempa...",735,"+41",210,"+14",2.477,"+0.334",12,"--",42,735,352,2.477
"43",43,"=","WIZ KHALIFA","Work Hard, Play Hard",664,"+4",66,"-17",2.822,"+0.004",58,"65",41,664,95,2.822
"44",44,"=","KANYE WEST","Mercy f/Big Sean/Pus...",661,"+3",130,"-1",6.126,"+0.055",24,"37",43,661,131,6.126
"45",45,"=","BRIDGIT MENDLER","Ready Or Not",613,"+18",132,"+17",2.908,"+0.108",11,"106",44,613,218,2.908
"46",46,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",371,"-10",21,"-25",2.977,"-0.249",5,"--",46,386,85,3.663
"47",47,"=","MEGAN & LIZ","Bad For Me",326,"+0",46,"-22",1.769,"-0.026",5,"--",47,329,116,1.829
"48",48,"=","TAIO CRUZ","Fast Car",275,"+5",42,"+1",0.438,"+0.001",5,"--",48,275,47,0.46
"49",49,"=","WONDER GIRLS","Like Money f/Akon",250,"+3",58,"-1",0.728,"-0.080",5,"--",49,250,59,0.819
"50",50,"--","WALK THE MOON","Anna Sun",234,"--",25,"--",0.475,"--",1,"--",50,234,25,0.475
