"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",14242,"+30",1027,"-206",106.337,"-0.057",83,"2",1,14242,2018,106.394
2,"=","FUN. We Are Young f/Janelle Monae",13073,"-87",-710,"+36",98.357,"-0.725",91,"4",1,14439,2738,110.772
3,"=","FLO RIDA Wild Ones f/Sia",12406,"-49",-99,"-9",93.219,"-0.313",109,"5",2,12595,1940,93.589
4,"=","NICKI MINAJ Starships",12059,"+29",454,"-37",87.938,"+0.235",99,"10/40",4,12059,1834,87.938
5,"=","ONE DIRECTION What Makes You Beautiful",11267,"+37",528,"-74",75.447,"+0.512",84,"9",5,11267,1579,75.447
6,"+1","CARLY RAE JEPSEN Call Me Maybe",10009,"+238",1488,"+66",75.917,"+2.048",73,"1",6,10009,1488,75.917
7,"-1","WANTED Glad You Came",9900,"-110",-748,"+68",77.45,"-0.845",136,"16",1,13712,1363,101.962
8,"=","MAROON 5 Payphone f/Wiz Khalifa",8798,"+174",1137,"+0",63.261,"+1.295",37,"3",8,8798,3415,63.261
9,"=","ADELE Rumour Has It",6720,"-234",-1433,"-124",39.032,"-1.526",80,"44",8,8497,1514,56.313
10,"+1","JUSTIN BIEBER Boyfriend",6608,"-12",-198,"+20",40.666,"-0.018",58,"6",9,7937,4726,51.492
11,"-1","KATY PERRY Part Of Me",6570,"-88",-1541,"+170",51.424,"-0.626",100,"37",3,12039,3625,78.553
12,"=","KARMIN Broken Hearted",6387,"-7",325,"-49",39.189,"+0.252",94,"--",12,6394,936,39.189
13,"+1","USHER Scream",6259,"+155",1180,"-29",42.37,"+0.897",27,"7",13,6259,2323,42.37
14,"-1","KELLY CLARKSON Stronger (What Doesn't Ki...",6152,"-45",-631,"+107",42.783,"-0.116",136,"28",1,13549,2321,99.332
15,"=","TRAIN Drive By",6101,"+2",126,"+5",34.53,"+0.217",129,"14",14,6123,601,35.3
16,"=","RIHANNA Where Have You Been",5837,"+133",840,"+41",42.456,"+1.560",38,"13",16,5837,1884,42.456
17,"=","CALVIN HARRIS Feel So Close",5287,"-132",-776,"-8",38.139,"-0.926",104,"30",7,8145,1329,55.352
18,"=","PITBULL Back In Time",4977,"+49",308,"-44",30.712,"-0.108",55,"8",18,4977,925,30.82
