"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","AVICII","Wake Me Up",15469,-126,-1077,3,110.576,-0.376,110,"8",1,17010,2103,116.977
2,"=","MILEY CYRUS","Wrecking Ball",15296,-37,-161,-75,102.868,-0.457,64,"10",2,15459,2954,107.57
3,"=","LORDE","Royals",14779,-214,-1190,-108,106.334,-0.404,94,"2",1,16495,2817,112.509
4,"=","LADY GAGA","Applause",12177,-22,65,-16,80.951,-0.925,94,"11",4,12273,3922,81.876
5,"=","DRAKE","Hold On We're Goi...",11886,66,109,45,70.11,-0.34,95,"13",5,11886,1610,74.25
6,"=","KATY PERRY","Roar",11424,-195,-1071,-46,85.453,-1.993,95,"9",1,17176,6098,117.145
7,"=","IMAGINE DRAGONS","Demons",10322,190,1537,-49,70.656,1.502,74,"6",7,10322,1982,70.656
8,"=","SELENA GOMEZ","Slow Down",9844,29,313,-25,56.876,0.224,88,"41",7,9844,1167,56.937
9,"=","PARAMORE","Still Into You",7771,-109,-362,-81,44.812,-0.616,189,"34",9,8192,961,48.594
10,"=","KATY PERRY","Unconditionally",7036,153,1024,90,43.031,0.511,26,"19",10,7036,3384,43.031
11,"=","JAY Z","Holy Grail f/Just...",6515,-199,-1321,-10,48.894,-1.613,133,"38",4,11700,2095,78.442
12,"=","JUSTIN TIMBERLAKE","TKO",6503,5,128,-57,31.467,-0.045,51,"59",11,6504,1724,32.813
13,"=","EMINEM","The Monster f/Rih...",5992,326,2521,-36,46.782,2.356,16,"1/51",13,5992,2782,46.782
14,"=","ZEDD","Stay The Night f/...",5761,180,1129,48,42.663,1.355,46,"35",14,5761,1238,42.663
15,"+2","PITBULL","Timber f/Ke$ha",5642,260,1439,88,40.218,1.179,31,"5",15,5642,1439,40.218
16,"+2","ONEREPUBLIC","Counting Stars",5449,276,1848,21,40.88,1.899,33,"4",16,5449,1848,40.88
17,"-1","JASON DERULO","Marry Me",5386,-26,241,-110,28.097,0.424,61,"23",14,5412,856,28.097
18,"+1","NEIGHBOURHOOD","Sweater Weather",5131,85,619,-11,23.028,0.633,138,"16",17,5131,869,23.028
19,"-4","BRUNO MARS","Gorilla",5061,-456,-1962,-306,22.464,-1.802,66,"53",10,7264,1872,38.774
20,"=","LANA DEL REY","Summertime Sadnes...",4634,-91,-1186,34,34.86,-0.766,134,"60/88",2,13737,1923,88.403
21,"=","RIHANNA","What Now",3961,-82,43,-199,16.696,-0.487,54,"69",19,4043,821,17.344
22,"=","TRAVIE MCCOY","Rough Water f/Jas...",3824,-44,86,-102,21.352,-0.634,52,"73",22,3868,705,22.115
23,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",3080,103,716,-4,19.185,-0.071,61,"31",23,3080,720,19.256
24,"=","LADY GAGA","Do What U Want f/...",3034,146,1303,7,21.437,1.003,16,"17",24,3034,1303,21.437
25,"+1","PASSENGER","Let Her Go",2901,155,653,109,15.57,0.639,46,"7",25,2901,653,15.57
26,"+1","ONE DIRECTION","Story Of My Life",2802,120,1093,-55,13.728,0.554,15,"14",26,2802,1292,13.728
