"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","EMINEM","The Monster f/Rih...",15733,-510,-335,-537,109.648,-5.712,58,"3/29",1,16328,2904,116.491
"2",2,"=","ONEREPUBLIC","Counting Stars",15176,-485,-116,-606,104.309,-4.379,75,"2",2,15661,2609,108.716
"3",3,"=","PITBULL","Timber f/Ke$ha",14179,-346,865,-624,94.32,-3.271,73,"1",3,14525,2001,97.591
"4",4,"=","IMAGINE DRAGONS","Demons",13495,-475,-871,-426,86.523,-3.38,116,"6",1,14595,1982,96.313
"5",5,"=","AVICII","Wake Me Up",9792,-310,-1144,-200,72.842,-3.013,152,"13",1,17010,2103,116.977
"6",6,"=","ZEDD","Stay The Night f/...",8989,-253,-49,-332,58.115,-3.133,88,"38",6,9242,1238,63.228
"7",7,"=","ELLIE GOULDING","Burn",8060,-205,675,-386,61.11,-2.552,81,"15",7,8265,1500,63.662
"8",8,"=","LADY GAGA","Do What U Want f/...",8029,-144,205,-224,50.513,-1.452,58,"36",7,8173,1408,52.136
"9",9,"=","NEIGHBOURHOOD","Sweater Weather",7924,-139,248,-255,42.828,-1.131,180,"12",7,8069,869,43.959
"10",10,"=","PASSENGER","Let Her Go",7593,-148,333,-286,42.797,-0.98,88,"7",10,7741,1223,43.777
"11",11,"=","ONE DIRECTION","Story Of My Life",7450,-144,437,-206,45.661,-1.704,57,"5",11,7594,1292,47.365
"12",12,"=","LORDE","Royals",7222,-167,-777,15,45.081,-1.4,136,"8",1,16495,2817,112.509
"13",13,"=","MILEY CYRUS","Wrecking Ball",7073,-214,-1663,83,45.224,-1.175,106,"11",1,15459,2954,107.57
"14",14,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",6317,-69,148,-71,34.516,-0.653,103,"22",14,6386,764,36.292
"15",15,"=","DRAKE","Hold On We're Goi...",5768,-115,-757,26,35.833,-0.592,137,"24",4,11961,1610,74.25
"16",16,"=","LORDE","Team",5238,-74,856,-233,36.373,-1.136,33,"28",16,5312,1348,37.509
"17",17,"=","A GREAT BIG WORLD","Say Something w/C...",5130,-110,727,-276,32.28,-1.402,34,"4",17,5240,1506,33.682
"18",18,"=","KATY PERRY","Unconditionally",4893,-299,-2538,90,21.448,-1.458,68,"18",8,8987,3384,51.293
"19",19,"=","LADY GAGA","Applause",4635,-94,-607,-8,37.246,-0.382,136,"23",4,12273,3922,81.876
"20",20,"+1","BASTILLE","Pompeii",4171,-46,610,-162,25.078,-1.083,48,"26",20,4217,1030,26.161
