"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","WANTED Glad You Came",12908,"+54",1105,"-142",92.959,"+1.069",87,"7",1,12908,1363,92.959
"2",2,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",12560,"-186",-765,"-113",91.978,"-0.824",87,"10",1,13549,2321,99.332
"3",3,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",11780,"-224",-673,"-215",89.015,"-0.378",115,"34",2,12506,1674,92.019
"4",4,"=","FUN. We Are Young f/Janelle Monae",11623,"+242",1960,"-183",92.383,"+1.306",42,"1",4,11623,2738,92.383
"5",5,"=","GYM CLASS HEROES Ass Back Home",10890,"-109",-53,"-140",72.347,"+0.187",132,"33",4,11001,1379,73.574
"6",6,"=","KATY PERRY Part Of Me",10465,"+111",676,"+29",71.662,"+1.087",51,"14",6,10465,3625,71.662
"7",7,"=","ADELE Set Fire To The Rain",8282,"-308",-2154,"+62",63.216,"-2.579",131,"28",1,13928,2301,95.946
"8",8,"=","DRAKE Take Care f/Rihanna",7304,"-5",58,"-32",56.626,"+0.295",88,"30",8,7309,1220,56.626
"9",9,"=","FLO RIDA Wild Ones f/Sia",7261,"+121",1109,"-51",52.015,"+1.189",60,"5",9,7261,1182,52.015
"10",10,"=","CALVIN HARRIS Feel So Close",6908,"+34",299,"+17",49.232,"+0.274",55,"16",10,6908,1329,49.232
"11",11,"=","JESSIE J Domino",6474,"-130",-817,"+18",41.071,"-1.530",201,"58",2,12024,1524,67.403
"12",12,"=","NICKI MINAJ Starships",6371,"+90",444,"+86",45.405,"+0.655",50,"8/51",12,6371,1834,45.405
"13",13,"=","ONE DIRECTION What Makes You Beautiful",6018,"+52",678,"-96",37.964,"+1.060",35,"4",13,6018,1579,37.964
"14",14,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",5475,"-201",-1240,"-65",35.481,"-1.212",132,"21",10,7182,1174,48.863
"15",15,"+1","JUSTIN BIEBER Boyfriend",5054,"+300",3782,"-220",40.828,"+1.913",9,"3",15,5054,4726,40.828
"16",16,"-1","OUTASIGHT Tonight Is The Night",4824,"-226",-1029,"-145",28.911,"-1.336",155,"80",13,6035,572,36.649
"17",17,"=","KARMIN Broken Hearted",4564,"+21",309,"+4",27.316,"+0.321",45,"24",17,4564,936,27.316
"18",18,"=","CHRIS BROWN Turn Up The Music",4352,"-152",-501,"-217",28.278,"-0.798",63,"38",17,4894,987,33.507
"19",19,"+1","ADELE Rumour Has It",4336,"+225",1200,"+13",24.779,"+1.448",31,"36",19,4336,1250,24.779
"20",20,"-1","TRAIN Drive By",4247,"+114",432,"+78",23.362,"+0.431",80,"9",19,4247,527,23.362
"21",21,"+1","GOTYE Somebody That I Used To Know",4070,"+244",1340,"+110",30.937,"+1.180",34,"2",21,4070,1340,30.937
