"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL","Timber f/Ke$ha",16066,-106,-777,-65,109.556,-1.058,107,"11",1,16901,2001,117.778
2,"=","ONEREPUBLIC","Counting Stars",15599,-64,-376,6,109.8,0.096,109,"18",1,16524,2609,113.696
3,"=","EMINEM","The Monster f/Rih...",13579,-468,-1902,-306,94.59,-2.763,92,"32/98",1,16414,2904,117.022
4,"=","ELLIE GOULDING","Burn",13319,175,868,80,90.478,0.356,115,"33",4,13319,1574,90.478
5,"=","KATY PERRY","Dark Horse",12700,352,1829,146,90.599,2.837,68,"1",5,12700,2297,90.599
6,"=","ONE DIRECTION","Story Of My Life",10962,103,691,-8,76.098,0.475,91,"27",6,10962,1292,76.098
7,"+1","PASSENGER","Let Her Go",9680,10,127,-58,58.119,-0.453,122,"16",7,9680,1223,59.781
8,"-1","ZEDD","Stay The Night f/...",9532,-163,-547,-139,60.587,-0.586,122,"67",5,10105,1238,64.483
9,"+1","LORDE","Team",9154,96,634,-39,63.611,0.862,67,"13",9,9154,1348,63.611
10,"-1","LADY GAGA","Do What U Want f/...",8938,-275,-972,-202,46.313,-2.203,92,"63",7,9983,1408,60.79
11,"=","A GREAT BIG WORLD","Say Something w/C...",8880,146,616,86,58.295,0.641,68,"12/88",11,8880,1506,58.295
12,"+1","BASTILLE","Pompeii",7132,137,605,137,46.941,1.311,82,"10",12,7132,1030,46.941
13,"-1","IMAGINE DRAGONS","Demons",6764,-270,-1789,-34,44.824,-1.452,150,"29",1,14595,1982,96.313
14,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",5926,-207,-1153,-189,30.417,-1.13,137,"38",12,7258,764,39.457
15,"=","BRUNO MARS","Young Girls",5711,17,699,-136,32.333,0.205,47,"70",15,5711,938,32.333
16,"=","JOHN NEWMAN","Love Me Again",5647,55,389,1,31.844,0.273,117,"42",15,5647,697,31.844
17,"=","BEYONCE","XO",5049,-48,96,-135,27.098,-0.564,40,"56",16,5121,1464,29.475
18,"+1","JASON DERULO","Talk Dirty f/2 Ch...",4962,370,1597,205,37.579,2.24,31,"6",18,4962,1597,37.579
19,"-1","MILEY CYRUS","Adore You",4869,132,688,32,23.991,0.4,34,"26",18,4869,1542,23.991
20,"=","ZENDAYA","Replay",3736,18,131,-16,12.918,0.035,104,"55",20,3736,472,13.025
21,"=","DEMI LOVATO","Neon Lights",3694,13,460,-72,20.554,-0.109,62,"71",21,3694,671,20.86
22,"+1","CASH CASH","Take Me Home f/Be...",3420,140,372,60,22.764,0.715,73,"106",22,3420,836,22.764
23,"-1","MILEY CYRUS","Wrecking Ball",3350,-17,-497,92,18.483,-0.968,140,"61",1,15459,2954,107.57
24,"=","SARA BAREILLES","Brave",3196,60,147,34,17.428,0.245,150,"14",21,3196,380,19.453
25,"=","CALVIN HARRIS","Thinking About Yo...",3056,24,145,-10,20.476,0.175,89,"183",23,3056,605,20.476
26,"=","AVICII","Hey Brother",2625,69,475,32,14.983,0.45,55,"36",26,2625,475,14.983
27,"=","SHAKIRA F/RIHANNA","Can't Remember To...",2479,82,1111,-121,15.819,0.132,16,"102",27,2479,1848,20.193
28,"=","THE 1975","Chocolate",2360,33,104,13,10.686,0.218,66,"117",26,2360,389,10.686
29,"=","PHARRELL WILLIAMS","Happy",2276,300,1372,216,21.066,3.036,11,"2",29,2276,1372,21.066
30,"=","AMERICAN AUTHORS","Best Day Of My Li...",1985,60,290,66,9.912,0.361,51,"37",29,1985,394,9.912
31,"+1","ALOE BLACC","The Man",1585,222,1255,139,9.443,1.487,7,"15",31,1585,1255,9.443
32,"-1","MARTIN GARRIX","Animals",1438,27,188,18,11.985,0.19,59,"60",31,1438,402,11.985
33,"=","CHRIS WALLACE","Keep Me Crazy",1371,15,98,-2,3.126,0.055,147,"--",31,1371,138,3.126
34,"=","MKTO","Classic",1232,14,159,3,3.323,0.062,59,"114",33,1232,164,3.323
35,"=","KID INK","Show Me f/Chris B...",1203,69,323,36,7.518,0.574,24,"46",35,1203,323,7.518
