"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRUNO MARS It Will Rain",13539,"+6",28,"+23",84.215,"-0.442",111,"13",1,13635,2024,86.477
2,"+1","KATY PERRY The One That Got Away",13377,"+12",33,"+55",79.903,"-0.033",107,"16",2,13387,1631,80.623
3,"-1","RIHANNA We Found Love f/Calvin Harris",13303,"-77",-472,"+16",91.436,"-0.188",119,"6",1,14238,2184,95.593
4,"=","FLO RIDA Good Feeling",12840,"+49",594,"-119",84.404,"-0.033",119,"4",4,12840,1657,84.437
5,"=","ADELE Set Fire To The Rain",10069,"+158",1582,"-44",65.27,"+1.170",58,"2",5,10069,2301,65.27
6,"=","SELENA GOMEZ & THE SCENE Love You Like A...",9064,"+2",342,"-107",47.785,"+0.298",152,"32",6,9076,1208,47.785
7,"=","LMFAO Sexy And I Know It",8737,"-40",-723,"+113",57.212,"-0.290",148,"7",2,12000,1530,74.768
8,"=","JESSIE J Domino",8137,"+89",1126,"-133",48.241,"+0.621",128,"8",8,8137,1524,48.241
9,"=","DAVID GUETTA Without You f/Usher",7814,"-124",-858,"+71",48.518,"-0.343",148,"30",1,13428,1586,84.476
10,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",6155,"-200",-931,"-180",38.168,"-0.626",207,"27",1,13951,1685,86.013
11,"=","GAVIN DEGRAW Not Over You",5924,"+11",275,"-59",30.395,"+0.332",150,"21",11,5924,547,30.395
12,"=","J. COLE Workout",5632,"+51",303,"-1",33.688,"+0.055",90,"28",12,5632,659,34.202
13,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5590,"+32",-278,"+99",35.394,"-0.029",197,"14",1,14127,1893,93.336
14,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",5364,"+180",1046,"+72",34.462,"+1.028",42,"1",14,5364,1674,34.462
15,"=","GYM CLASS HEROES Ass Back Home",5129,"+167",946,"+111",32.008,"+1.093",59,"17",15,5129,1379,32.008
