"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","What Do You Mean?",18316,312,1717,-52,112.637,1.177,50,"8/34",1,18316,5900,112.637
"2",2,"=","TAYLOR SWIFT","Wildest Dreams",17737,212,2201,-49,106.105,0.84,51,"3/21",2,17737,3531,106.105
"3",3,"=","THE WEEKND","The Hills",17375,9,606,-84,104.994,0.684,76,"4/18/86",2,17375,2705,104.994
"4",4,"=","R. CITY","Locked Away f/Adam Levine",15257,-506,-2047,-507,87.994,-1.694,99,"12",1,17400,2155,103.625
"5",5,"=","SHAWN MENDES","Stitches",14699,209,1755,-71,90.259,1.237,148,"6",5,14699,2130,90.259
"6",6,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",10821,-137,-1784,159,70.13,-0.984,117,"46/53",1,18426,4663,107.401
"7",7,"=","ONE DIRECTION","Drag Me Down",9637,73,340,67,50.119,0.148,78,"16",7,9637,3358,50.119
"8",8,"=","THE WEEKND","Can't Feel My Face",8976,-183,-1517,45,62.287,-1.518,131,"15",1,18773,4549,114.623
"9",9,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",8655,-110,-898,135,60.899,-0.2,160,"28",1,18151,2026,108.966
"10",10,"=","ED SHEERAN","Photograph",8500,-231,-2039,67,50.511,-1.436,155,"36",4,13993,1365,85.189
"11",11,"=","MACKLEMORE & RYAN LEWIS","Downtown",8494,15,157,-10,41.272,0.446,51,"11/54",11,8494,3957,41.324
"12",12,"=","X AMBASSADORS","Renegades",8109,75,948,-119,41.886,0.79,68,"23",12,8109,1573,41.886
"13",13,"=","ELLIE GOULDING","On My Mind",7710,111,929,-42,44.306,0.719,30,"14",13,7710,3457,44.306
"14",14,"+2","DRAKE","Hotline Bling",7138,253,2021,50,44.666,1.646,33,"2",14,7138,2021,44.666
"15",15,"-1","HAILEE STEINFELD","Love Myself",6968,-13,58,-34,34.467,0.359,67,"30",13,6984,2308,34.467
"16",16,"-1","NICK JONAS","Levels",6910,8,61,13,33.291,0.017,55,"22",13,6913,1791,33.449
"17",17,"+1","ELLE KING","Ex's and Oh's",6506,160,1034,15,35.732,1.256,64,"7",17,6506,1084,35.732
"18",18,"-1","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",6502,137,573,77,41.977,1.146,83,"38",17,6502,1033,41.977
"19",19,"+1","ALESSIA CARA","Here",6076,125,896,-6,32.893,0.724,90,"24",19,6076,1114,32.893
"20",20,"-1","DEMI LOVATO","Cool For The Summer",5977,-315,-2649,189,34.007,-1.85,108,"42",2,14976,4704,81.953
"21",21,"=","SELENA GOMEZ","Same Old Love",5911,192,1083,86,30.784,1.205,32,"5",21,5911,1534,30.784
"22",22,"=","MAJOR LAZER","Powerful f/Ellie Goulding",4940,-68,176,-197,21.711,-0.655,42,"88",21,5008,1101,23.32
"23",23,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",4003,119,757,54,18.477,0.532,110,"9",23,4003,757,18.477
"24",24,"=","DEMI LOVATO","Confident",3350,230,1649,27,18.418,1.15,16,"25",24,3350,1649,18.418
"25",25,"+1","RUDIMENTAL","Lay It All On Me f/Ed Sheeran",2795,174,1016,64,13.813,0.604,17,"75",25,2795,1016,13.813
"26",26,"-1","DAYA","Hide Away",2741,58,343,27,9.712,0.074,62,"57",24,2741,393,9.712
"27",27,"=","CONRAD SEWELL","Hold Me Up",2548,48,357,21,15.542,0.125,18,"443",26,2548,1607,15.542
"28",28,"=","JESS GLYNNE","Hold My Hand",2356,38,72,26,11.52,0.53,99,"49",25,2360,276,11.52
"29",29,"=","MAROON 5","Feelings",2200,-46,193,-123,8.501,-0.256,28,"207",29,2246,851,9.009
"30",30,"=","A GREAT BIG WORLD","Hold Each Other f/Futuristic",1980,-113,-288,-126,7.1,-0.441,74,"92",27,2287,399,9.292
"31",31,"+1","FETTY WAP","679 f/Remy Boyz...",1959,91,424,51,10.869,0.844,41,"13",31,1959,441,10.869
"32",32,"-1","RACHEL PLATTEN","Fight Song",1928,-70,-342,-28,8.873,-0.376,152,"29",8,10402,1603,52.805
"33",33,"=","NICKY JAM","El Perdon",1796,18,-37,11,18.395,-0.137,52,"188",32,1834,278,19.008
"34",34,"=","AUDIEN","Something Better f/Lady A.",1736,8,263,-21,6.834,0.178,29,"105",34,1736,402,6.834
"35",35,"+1","DNCE","Cake By The Ocean",1563,68,416,6,8.07,0.152,17,"95",35,1563,578,8.07
"36",36,"-1","BECKY G","Break A Sweat",1537,14,126,6,4.69,-0.033,41,"365",35,1540,370,4.723
"37",37,"+2","5 SECONDS OF SUMMER","Hey Everybody!",1200,107,928,-25,5.501,-0.096,6,"126",37,1200,999,6.204
"38",38,"-1","THE CHAINSMOKERS","Roses f/Rozes",1185,47,320,20,5.55,0.168,20,"79",37,1185,320,5.55
"39",39,"-1","NICO & VINZ","That's How You Know f/B. Rexha",1145,17,126,-10,2.468,0.019,59,"214",38,1145,160,2.468
"40",40,"+1","OMI","Hula Hoop",978,12,18,8,3.572,0.028,27,"119",40,978,227,4.403
"41",41,"-1","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",952,-70,-940,130,5.77,-0.609,122,"35",15,6757,722,33.805
"42",42,"=","HALSEY","New Americana",904,14,98,-2,3.407,-0.04,20,"147",41,904,205,3.447
"43",43,"=","SIA","Alive",872,0,222,-23,2.949,0.02,11,"195",42,872,408,2.978
"44",44,"=","SHAGGY","Only Love f/Pitbull",795,13,69,4,4.429,0.071,18,"535",43,795,233,4.439
"45",45,"=","EMPIRE CAST","No Doubt About It",698,7,95,-12,1.993,0.067,7,"254",45,698,211,1.993
"46",46,"=","PENTATONIX","Can't  Sleep Love",682,1,80,-7,1.856,-0.014,9,"--",45,682,106,1.87
"47",47,"+2","ANDY GRAMMER","Good To Be Alive (Hallelujah)",525,16,21,11,1.133,0.021,6,"116",47,525,21,1.133
"48",48,"-1","CARLY RAE JEPSEN","Run Away With Me",514,-51,-226,-62,1.556,-0.137,23,"1086",43,765,484,2.337
"49",49,"+1","MAX","Gibberish f/Hoodie Allen",492,2,64,-1,0.663,-0.028,3,"281",49,492,65,0.691
"50",50,"-2","ECHOSMITH","Let's Love",482,-33,-115,-25,0.824,-0.06,14,"--",47,612,89,1.162
