"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14935,"+106",828,"-38",96.253,"+0.340",68,"3",1,14935,2322,96.253
"2",2,"=","LMFAO Party Rock Anthem",14043,"+62",26,"+39",94.193,"+0.372",85,"1",1,14043,1859,94.193
"3",3,"=","PITBULL Give Me Everything f/Ne-Yo",12569,"-17",-604,"+67",83.406,"-0.380",85,"10",1,14233,1811,95.596
"4",4,"=","NICKI MINAJ Super Bass",10734,"+226",927,"+121",66.183,"+0.726",85,"8",4,10734,1188,66.183
"5",5,"=","LADY GAGA The Edge Of Glory",9778,"-25",-489,"+77",60.05,"-0.740",85,"16",3,11672,2193,68.045
"6",6,"+1","BRITNEY SPEARS I Wanna Go",9506,"+241",1349,"+24",65.011,"+1.476",51,"9",6,9506,1768,65.011
"7",7,"-1","ONEREPUBLIC Good Life",9427,"+86",527,"+13",52.267,"+0.362",85,"12",6,9427,978,52.267
"8",8,"=","HOT CHELLE RAE Tonight Tonight",9071,"+9",472,"-120",48.462,"+0.506",85,"7",7,9071,838,48.462
"9",9,"=","ADELE Rolling In The Deep",8006,"-70",-1353,"+204",53.335,"-0.959",85,"11",1,14295,2273,96.15
"10",10,"=","LIL WAYNE How To Love",6832,"+182",904,"+28",39.825,"+0.922",60,"6",10,6832,1328,39.825
"11",11,"=","BAD MEETS EVIL Lighters f/Bruno Mars",5843,"+238",1230,"+93",37.878,"+2.016",39,"2/76",11,5843,1450,37.878
"12",12,"=","BLACK EYED PEAS Just Can't Get Enough",5424,"+54",-290,"+167",36.737,"-0.527",85,"50",2,13366,715,84.474
"13",13,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",5228,"+80",415,"+70",26.789,"+0.102",85,"28",13,5228,615,26.789
"14",14,"-1","LUPE FIASCO The Show Goes On",5071,"-78",-1207,"+110",27.736,"-0.480",85,"52",6,8825,1043,53.459
"15",15,"=","KATY PERRY E.T.",4830,"+27",-546,"+197",33.388,"-0.067",85,"62",1,14624,0,96.745
"16",16,"+1","THE BAND PERRY If I Die Young",4791,"+120",273,"+80",25.308,"+0.395",85,"13",16,4791,655,25.308
"17",17,"+1","BEYONCE Best Thing I Never Had",4533,"+30",204,"+8",22.043,"-0.080",57,"18",17,4533,856,22.123
"18",18,"-2","JASON DERULO Don't Wanna Go Home",4513,"-245",-1962,"-25",22.213,"-1.239",83,"30",9,7292,1463,37.775
"19",19,"=","CHRIS BROWN She Ain't You",4160,"+104",574,"+57",21.588,"+0.297",74,"48",19,4160,635,21.588
"20",20,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3527,"+33",278,"-12",19.408,"+0.182",60,"44",20,3527,611,19.408
"21",21,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",3377,"+132",802,"+37",17.879,"+0.725",51,"17",21,3377,802,17.879
"22",22,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3360,"+132",950,"+18",17.509,"+0.871",26,"5",22,3360,951,17.509
"23",23,"=","PITBULL Rain Over Me",2690,"+102",774,"-4",17.063,"+0.335",25,"24",23,2690,813,17.063
"24",24,"+1","FOSTER THE PEOPLE Pumped Up Kicks",2476,"+131",893,"-8",15.569,"+0.357",21,"4",24,2476,901,15.569
"25",25,"+2","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2326,"+115",683,"+71",12.428,"+0.451",36,"22",25,2326,683,12.428
"26",26,"=","BLACK EYED PEAS Don't Stop The Party",2324,"+69",432,"+5",8.647,"+0.261",33,"141",25,2324,492,8.647
"27",27,"-3","NICOLE SCHERZINGER Right There",2174,"-206",-1757,"-17",9.453,"-0.917",69,"46",16,4411,720,21.085
"28",28,"+1","IYAZ Pretty Girls",2079,"+69",232,"+42",8.761,"+0.417",60,"65",28,2079,353,8.761
"29",29,"-1","AVRIL LAVIGNE Smile",2048,"+17",93,"-8",8.248,"+0.040",67,"55",27,2048,320,8.248
"30",30,"=","COLDPLAY Every Teardrop Is A Waterfall",1804,"+23",178,"-2",8.923,"+0.140",40,"42",30,1804,446,8.923
"31",31,"+1","RIHANNA Cheers (Drink To That)",1784,"+214",1377,"+88",13.414,"+1.098",7,"72",31,1784,1377,13.414
"32",32,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",1763,"+13",43,"+5",15.066,"+0.137",85,"71",18,4031,605,23.761
"33",33,"=","KELLY ROWLAND Motivation f/Lil Wayne",1460,"+41",248,"+5",5.08,"+0.351",30,"35",33,1460,338,5.08
"34",34,"=","AFROJACK Take Over Control f/Eva Simons",1349,"+15",128,"-4",14.407,"+0.052",45,"73",34,1349,234,14.638
"35",35,"+1","ANDY GRAMMER Keep Your Head Up",1288,"+36",251,"+13",4.366,"+0.123",39,"57",35,1288,280,4.366
"36",36,"-1","RIHANNA California King Bed",1133,"-159",-1497,"+29",4.954,"-0.621",80,"38",19,3856,616,16.018
"37",37,"=","BIG SEAN My Last f/Chris Brown",1028,"-34",-61,"-42",5.862,"-0.325",60,"100",37,1099,169,6.66
"38",38,"=","MAROON 5 Never Gonna Leave This Bed",1028,"+23",-120,"+117",4.192,"+0.065",85,"107",23,2433,312,10.24
"39",39,"=","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",926,"+4",217,"-19",2.503,"+0.027",15,"161",39,926,293,2.503
"40",40,"=","THE SCRIPT Nothing",912,"+64",709,"-13",3.832,"+0.262",5,"255",40,912,722,3.832
"41",41,"=","SELENA GOMEZ & THE SCENE Who Says",783,"-57",-185,"-61",4.207,"-0.204",85,"67",17,4559,707,27.282
"42",42,"+1","CODY SIMPSON On My Mind",756,"+10",108,"-3",2.155,"+0.071",45,"417",42,756,113,2.155
"43",43,"-1","T-PAIN Best Love Song f/Chris Brown",730,"-20",-313,"+17",4.916,"-0.003",83,"39",33,1399,260,7.852
"44",44,"=","JOE JONAS See No More",719,"+25",94,"+39",3.612,"+0.258",21,"294",43,719,157,3.612
"45",45,"=","ALEXANDRA STAN Mr. Saxobeat",687,"+26",168,"+8",7.006,"+0.400",11,"87",45,687,168,7.006
"46",46,"=","MATT NATHANSON Faster",676,"+25",89,"+18",1.845,"+0.001",23,"85",45,676,166,1.85
"47",47,"+1","LUPE FIASCO Out Of My Head f/Trey Songz",617,"+43",148,"+28",4.521,"+0.128",10,"77",47,617,148,4.521
"48",48,"+1","DEV In The Dark",611,"+45",164,"+8",4.626,"+0.309",6,"133",48,611,207,4.626
"49",49,"-2","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",609,"-12",103,"-44",2.208,"+0.000",23,"66",47,621,147,2.208
"50",50,"--","SWEDISH HOUSE MAFIA Save The World",424,"--",229,"--",2.264,"--",1,"229",50,424,229,2.264
