"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14442,"-44",-330,"+1",92.967,"-0.478",82,"4",1,14935,2322,96.531
"2",2,"=","LMFAO Party Rock Anthem",12799,"-117",-816,"-32",85.236,"+0.081",99,"5",1,14043,1859,94.193
"3",3,"=","BRITNEY SPEARS I Wanna Go",11841,"+82",823,"-116",77.246,"+1.014",65,"10",3,11841,1768,77.246
"4",4,"=","NICKI MINAJ Super Bass",11512,"+93",431,"+81",69.619,"+0.311",99,"16",4,11512,1188,69.619
"5",5,"=","PITBULL Give Me Everything f/Ne-Yo",10401,"-218",-951,"-57",71.207,"-1.080",99,"21",1,14233,1811,95.596
"6",6,"=","HOT CHELLE RAE Tonight Tonight",9761,"+52",313,"-33",53.401,"+0.257",99,"8",6,9761,838,53.401
"7",7,"=","ONEREPUBLIC Good Life",9451,"-29",-14,"-25",55.111,"+0.428",99,"11",6,9496,978,55.111
"8",8,"=","BAD MEETS EVIL Lighters f/Bruno Mars",8511,"+139",1096,"-82",54.236,"+1.047",53,"6/81",8,8511,1599,54.236
"9",9,"=","LIL WAYNE How To Love",7945,"+74",312,"-25",45.275,"+0.253",74,"7",9,7945,1328,45.275
"10",10,"=","LADY GAGA The Edge Of Glory",7010,"-114",-1598,"+185",42.241,"-1.110",99,"30",3,11672,2193,68.045
"11",11,"=","THE BAND PERRY If I Die Young",6026,"+40",516,"-59",31.243,"+0.287",99,"15",11,6026,768,31.243
"12",12,"=","ADELE Rolling In The Deep",5826,"-160",-1114,"-12",37.177,"-0.367",99,"18",1,14295,2273,96.15
"13",13,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5657,"+219",1495,"+43",33.371,"+1.224",40,"2",13,5657,1495,33.371
"14",14,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",5354,"-37",21,"-30",26.946,"+0.167",99,"32",12,5432,615,26.947
"15",15,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",5033,"+98",836,"-5",28.404,"+0.834",65,"17",15,5033,1017,28.404
"16",16,"+1","FOSTER THE PEOPLE Pumped Up Kicks",4701,"+209",1252,"+80",26.645,"+1.550",35,"3",16,4701,1252,26.645
"17",17,"-1","BLACK EYED PEAS Just Can't Get Enough",4675,"-29",-292,"+34",30.514,"+0.023",99,"56",2,13366,715,84.474
"18",18,"=","RIHANNA Cheers (Drink To That)",4665,"+177",1317,"-38",29.051,"+0.952",21,"14",18,4665,1594,29.051
"19",19,"+1","CHRIS BROWN She Ain't You",4213,"-63",-81,"-29",23.746,"-0.472",88,"57",16,4328,635,24.246
"20",20,"-1","BEYONCE Best Thing I Never Had",4200,"-169",-361,"-156",18.522,"-0.699",71,"29",15,4574,856,22.192
"21",21,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3834,"-21",5,"-43",18.445,"-0.453",74,"47",19,3899,611,20.698
"22",22,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",3832,"+118",667,"-11",21.135,"+0.732",50,"12",22,3832,839,21.135
"23",23,"=","PITBULL Rain Over Me",3349,"+8",184,"-24",19.059,"-0.263",39,"28",23,3349,813,19.382
"24",24,"=","IYAZ Pretty Girls",2862,"+84",503,"+41",13.582,"+0.375",74,"49",24,2862,503,13.582
"25",25,"=","BLACK EYED PEAS Don't Stop The Party",2665,"-20",59,"-27",10.258,"-0.162",47,"120",24,2690,492,10.42
"26",26,"=","COLDPLAY Every Teardrop Is A Waterfall",2138,"+11",112,"-27",10.692,"+0.266",54,"43",26,2154,446,10.692
"27",27,"=","KELLY ROWLAND Motivation f/Lil Wayne",1966,"+47",210,"+0",8.693,"+0.638",44,"45",27,1966,338,8.693
"28",28,"=","MARTIN SOLVEIG & DRAGONETTE Hello",1931,"+52",280,"+51",16.119,"+0.372",99,"86",18,4031,605,23.761
"29",29,"+1","ANDY GRAMMER Keep Your Head Up",1716,"+33",269,"+4",6.124,"+0.145",53,"62",29,1716,280,6.124
"30",30,"+1","AFROJACK Take Over Control f/Eva Simons",1701,"+22",217,"-19",16.909,"+0.444",59,"50",30,1701,236,16.909
"31",31,"+2","LADY GAGA You And I",1617,"+211",1011,"+92",10.694,"+1.464",9,"33",31,1617,1011,10.694
"32",32,"-3","AVRIL LAVIGNE Smile",1523,"-174",-512,"-147",6.304,"-0.600",81,"90",27,2064,320,8.325
"33",33,"-1","THE SCRIPT Nothing",1464,"+43",288,"+4",6.324,"+0.237",19,"104",32,1464,722,6.324
"34",34,"+1","DEV In The Dark",1404,"+90",457,"+38",11.202,"+0.836",20,"64",34,1404,457,11.202
"35",35,"+1","ALEXANDRA STAN Mr. Saxobeat",1267,"+85",300,"+46",13.115,"+0.343",25,"48",35,1267,300,13.115
"36",36,"-2","JASON DERULO Don't Wanna Go Home",1248,"-111",-1325,"+154",5.715,"-0.291",97,"54",9,7292,1463,37.775
"37",37,"=","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",973,"+2",77,"-6",2.667,"+0.029",29,"150",36,973,293,2.667
"38",38,"+1","ADELE Someone Like You",967,"+89",392,"+46",5.395,"+0.407",11,"23",38,967,392,5.395
"39",39,"-1","CODY SIMPSON On My Mind",893,"+4",56,"-13",2.631,"+0.033",59,"516",38,893,113,2.631
"40",40,"=","MATT NATHANSON Faster",842,"+8",74,"-4",2.482,"-0.002",37,"124",39,842,166,2.484
