"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RIHANNA We Found Love f/Calvin Harris",13753,114,949,29,93.391,0.225,67,"3",1,13753,2184,93.391
2,"=","DAVID GUETTA Without You f/Usher",13370,-58,95,-101,84.052,-0.424,96,"11",1,13428,1586,84.476
3,"=","LMFAO Sexy And I Know It",11625,35,660,-123,73.735,-0.162,96,"2",3,11625,1530,74.146
4,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",11046,-42,-1076,130,71.42,-0.403,155,"13",1,13951,1685,86.013
5,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",9705,-173,-572,-120,64.732,-1.591,145,"5",1,14127,1893,93.336
6,"=","ADELE Someone Like You",9057,-170,-1189,101,62.975,-0.663,116,"7",2,13563,2614,91.686
7,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",8936,-191,-1002,-35,53.614,-0.771,170,"23",4,11548,1097,70.438
8,"=","KATY PERRY The One That Got Away",8868,183,1010,-1,58.323,1.12,55,"6",8,8868,1631,58.323
9,"=","BRUNO MARS It Will Rain",8516,150,664,41,48.632,0.737,59,"1",8,8516,1337,48.632
10,"=","FLO RIDA Good Feeling",8014,165,834,46,51.006,1.348,67,"4",10,8014,1207,51.006
11,"=","KELLY CLARKSON Mr. Know It All",6231,14,141,-22,33.342,0.011,88,"35",11,6231,1093,33.342
12,"=","DEV In The Dark",6031,-105,-348,-10,44.438,-0.612,125,"64",8,8037,1224,51.486
13,"=","JASON DERULO It Girl",5847,-226,-580,-143,26.056,-1.074,105,"39",10,6647,1048,29.647
14,"=","FOSTER THE PEOPLE Pumped Up Kicks",5560,-33,-593,113,31.084,-0.28,140,"16",3,12112,1356,70.246
15,"=","T-PAIN 5 O'clock f/Wiz Khalifa",5321,53,574,-69,30.43,0.541,54,"10",15,5321,1264,30.43
16,"=","NICKI MINAJ Fly f/Rihanna",4967,17,51,62,26.767,-0.03,74,"41",15,4998,987,27.303
17,"=","SELENA GOMEZ & THE SCENE Love You Like A...",4721,68,516,15,23.328,0.523,100,"48",17,4721,636,23.328
18,"=","LADY GAGA Marry The Night",4146,126,1099,-5,22.655,0.42,22,"75",18,4146,1570,22.655
19,"=","GAVIN DEGRAW Not Over You",3517,66,470,15,17.584,0.198,98,"28",19,3517,532,17.584
20,"=","DRAKE Headlines",3383,41,350,-12,25.256,0.406,46,"29",20,3383,754,25.256
21,"=","JESSIE J Domino",3101,69,343,38,17.023,0.232,76,"49",21,3101,381,17.023
22,"=","RIHANNA You Da One",2993,96,612,-47,19.113,0.54,20,"--",20,3394,3394,36.963
23,"=","LADY ANTEBELLUM Just A Kiss",2729,21,134,7,12.908,0.119,71,"46",23,2729,525,12.908
24,"+1","HOT CHELLE RAE I Like It Like That f/New...",2513,57,381,50,11.459,0.249,62,"--",24,2513,407,11.459
25,"+1","BREATHE CAROLINA Blackout",2502,68,324,33,14.294,0.13,98,"63",25,2502,343,14.294
26,"-2","LADY GAGA You And I",2501,-65,-344,-18,13.569,-0.353,114,"47",7,7824,1553,44.474
27,"=","J. COLE Workout",2436,65,385,5,21.079,0.528,38,"25",27,2436,614,21.079
28,"=","FRAY Heartbeat",2248,10,276,-31,11.13,-0.032,35,"123",28,2248,677,11.162
29,"=","ALEXANDRA STAN Mr. Saxobeat",2134,-45,47,-67,20.361,-0.636,130,"95",18,4585,673,38.816
30,"=","OUTASIGHT Tonight Is The Night",1959,43,257,-8,9.938,0.112,30,"93",30,1959,500,9.938
31,"=","JAY Z & KANYE WEST N***** In Paris",1764,56,243,40,9.367,0.252,25,"9",31,1764,581,9.367
32,"=","AVRIL LAVIGNE Wish You Were Here",1565,31,221,-4,5.467,0.063,25,"120",32,1565,503,5.467
33,"=","PITBULL F/CHRIS BROWN International Love",1509,40,176,28,11.034,0.409,28,"62",33,1509,418,11.034
34,"+1","ADELE Set Fire To The Rain",1194,123,818,53,6.318,0.743,6,"33",34,1194,818,6.318
35,"-1","NICKELBACK When We Stand Together",1094,-64,-330,-16,3.754,-0.179,60,"--",30,1615,457,5.4
36,"=","ANDY GRAMMER Keep Your Head Up",1022,-17,47,-21,5.543,0.012,158,"237",21,3215,355,13.959
37,"=","TAIO CRUZ Hangover f/Flo Rida",965,4,33,-4,3.588,-0.02,34,"308",37,965,194,3.608
38,"+1","WE THE KINGS Say You Like Me",923,8,93,-20,2.212,0.051,73,"758",38,923,320,2.212
39,"+1","KARMIN Crash Your Party",861,11,151,-19,4.349,0.034,18,"--",39,861,234,4.349
40,"-2","BRITNEY SPEARS Criminal",848,-94,-700,22,3.945,-0.239,71,"147",19,3422,669,17.372
41,"=","TIMBALAND Pass At Me f/Pitbull",835,24,84,7,5.213,0.4,18,"262",41,835,319,5.213
42,"=","JOJO Disaster",757,5,73,-22,1.46,0.03,18,"735",42,757,197,1.46
43,"=","COLBIE CAILLAT Brighter Than The Sun",734,-7,25,-25,2.093,-0.065,25,"88",43,741,119,2.164
44,"+1","GYM CLASS HEROES Ass Back Home",706,25,214,-13,5.08,0.181,7,"547",44,706,260,5.08
45,"-1","BEYONCE Countdown",664,-75,-395,-41,1.984,-0.166,47,"91",36,1162,255,3.747
46,"=","THE CAB Bad",633,10,0,15,1.371,0.024,44,"663",45,655,106,1.371
47,"+1","BIG TIME RUSH Music Sounds Better With U",594,28,105,8,2.058,0.056,4,"451",47,594,141,2.058
48,"-1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",585,15,90,5,3.132,0.091,7,"--",47,585,194,3.132
49,"=","DAUGHTRY Crawling Back To You",534,6,-32,11,1.705,0.047,34,"--",46,573,134,1.705
50,"=","COLDPLAY Princess Of China",496,2,29,21,2.983,0.013,5,"138",50,496,105,3.128
