"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","G-EAZY","Me Myself And I f/Bebe Rexha",16107,"+30",483,"+38",97.051,"+0.252",94,27,1,16107,1836,97.051
"2",2,"=","DNCE","Cake By The Ocean",14753,"-29",207,"-209",89.611,"-0.498",193,16,2,14782,1185,92.113
"3",3,"+1","JUSTIN BIEBER","Love Yourself",14276,"-14",-625,"+116",97.877,"+0.003",128,21,1,19000,4103,124.28
"4",4,"+2","ZAYN","Pillowtalk",14237,"+202",1045,"+116",82.095,"-0.361",72,15,4,14237,2441,83.181
"5",5,"-2","SELENA GOMEZ","Hands To Myself",14136,"-466",-2165,"-606",80.371,"-2.246",98,44,1,16291,1952,91.457
"6",6,"-1","FLO RIDA","My House",14055,"-201",-1345,"+12",88.19,"-0.459",174,6,1,18123,2285,104.909
"7",7,"=","MIKE POSNER","I Took A Pill In Ibiza",13133,"+101",445,"+18",82.769,"+0.548",86,8,7,13133,1578,82.769
"8",8,"=","TWENTY ONE PILOTS","Stressed Out",12760,"-155",-1301,"+8",84.818,"-0.690",147,17,1,19140,2702,124.646
"9",9,"=","MEGHAN TRAINOR","NO",11510,"+99",890,"-28",66.442,"+0.519",37,3,9,11510,5498,66.442
"10",10,"=","LUKAS GRAHAM","7 Years",11187,"+209",1066,"-56",65.269,"+1.486",84,4,10,11187,1694,65.269
"11",11,"=","FIFTH HARMONY","Work From Home",9849,"+113",1278,"-113",53.737,"+0.843",44,5,11,9849,4059,53.737
"12",12,"+1","ZARA LARSSON & MNEK","Never Forget You",9161,"+134",669,"+22",52.777,"+1.225",67,13,12,9161,1534,52.777
"13",13,"-1","RIHANNA","Work f/Drake",9144,"-475",-2211,"-352",53.05,"-2.663",74,14,8,11661,3999,67.246
"14",14,"=","DJ SNAKE","Middle f/Bipolar Sunshine",7606,"+80",376,"-14",39.246,"+0.134",84,28,14,7606,1239,39.246
"15",15,"=","ARIANA GRANDE","Dangerous Woman",7161,"+92",679,"+42",38.056,"+0.482",30,10,15,7161,4214,38.056
"16",16,"=","JUSTIN BIEBER","Company",6370,"+46",464,"-115",31.446,"+0.149",42,80,16,6370,2006,31.446
"17",17,"=","TROYE SIVAN","Youth",5207,"+50",199,"+32",19.849,"+0.601",98,54,17,5207,660,19.999
"18",18,"=","NICK JONAS","Close f/Tove Lo",5108,"+282",2035,"-104",24.491,"+1.156",16,31,18,5108,3392,24.491
"19",19,"+1","ALESSIA CARA","Wild Things",4635,"+67",363,"-22",17.504,"+0.728",70,66,19,4635,814,17.504
"20",20,"-1","TAYLOR SWIFT","New Romantics",4464,"-318",-1298,"-284",21.981,"-1.571",46,9,17,5862,2558,28.461
"21",21,"+1","THE CHAINSMOKERS","Don't Let Me Down f/Daya",4384,"+238",1409,"+75",26.352,"+1.752",28,11,21,4384,1409,26.352
"22",22,"-1","CHARLIE PUTH","One Call Away",4025,"-277",-1809,"-35",22.262,"-1.299",153,25,10,9491,931,51.298
"23",23,"+1","JAMES BAY","Let It Go",3215,"+92",557,"-20",15.967,"+0.548",49,29,23,3215,885,15.967
"24",24,"-1","GWEN STEFANI","Make Me Like You",3206,"+34",146,"+0",10.12,"+0.061",52,100,23,3206,1040,10.12
"25",25,"=","SHAWN HOOK","Sound Of Your Heart",3012,"-79",-210,"-78",8.963,"-0.288",91,158,22,3274,576,10.588
"26",26,"=","IGGY AZALEA","Team",2762,"+22",502,"-154",9.936,"+0.205",21,61,26,2762,1132,9.936
"27",27,"=","RUTH B.","Lost Boy",2476,"+79",326,"+100",10.432,"+0.312",55,24,27,2476,437,10.432
"28",28,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",2313,"-59",-592,"+205",17.555,"-0.390",135,161,13,7836,1193,44.484
"29",29,"+1","JASON DERULO","If It Ain't Love",2125,"+375",1076,"+261",11.228,"+1.157",9,143,29,2222,2192,17.198
"30",30,"-1","NATHAN SYKES","Over And Over Again f/A.Grande",2004,"-94",-238,"-135",5.851,"-0.365",75,350,27,2248,585,6.953
