"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","Love Yourself",18315,"+252",2492,"-59",119.586,"+0.288",57,"4",1,18315,4103,119.586
"2",2,"=","ALESSIA CARA","Here",16162,"-406",-1269,"-429",94.701,"-1.911",195,"30",1,17621,1489,109.076
"3",3,"=","TWENTY ONE PILOTS","Stressed Out",15650,"+248",2125,"-54",95.038,"+1.596",76,"3",3,15650,2702,95.038
"4",4,"=","THE WEEKND","In The Night",15308,"+123",1001,"+9",88.324,"+0.511",79,"50",4,15308,3011,88.324
"5",5,"=","JUSTIN BIEBER","Sorry",14828,"-209",-1649,"-19",105.403,"-0.349",100,"10",1,19494,3902,127.324
"6",6,"=","SELENA GOMEZ","Same Old Love",13688,"-421",-3031,"-83",87.493,"-1.841",137,"26",1,18836,1774,120.08
"7",7,"=","THE CHAINSMOKERS","Roses f/Rozes",12568,"+204",1181,"+115",75.093,"+0.583",125,"9",7,12568,2023,75.093
"8",8,"=","ADELE","Hello",10039,"-92",-1276,"+154",72.674,"-1.129",99,"8",1,19167,4705,124.831
"9",9,"=","DAYA","Hide Away",9806,"+37",511,"-119",53.742,"-0.207",167,"23",9,9806,883,53.949
"10",10,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",8356,"+8",463,"-79",42.865,"+0.031",67,"21",10,8356,1989,42.865
"11",11,"=","DNCE","Cake By The Ocean",8128,"+105",929,"+14",43.479,"+0.978",122,"13",11,8128,1111,43.479
"12",12,"=","ADELE","When We Were Young",7732,"+23",559,"-31",35.825,"-0.115",45,"16",12,7732,1962,36.247
"13",13,"=","FLO RIDA","My House",7731,"+286",1774,"+136",44.634,"+1.439",103,"5",13,7731,1774,44.634
"14",14,"=","TAYLOR SWIFT","Out Of The Woods",7325,"+149",1225,"-9",41.854,"+0.567",27,"62",14,7325,2806,41.854
"15",15,"=","SELENA GOMEZ","Hands To Myself",6918,"+197",1812,"-30",38.784,"+1.285",27,"7",15,6918,1952,38.784
