"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",16503,184,799,35,111.868,0.979,86,"4",1,16503,2448,111.868
"2",2,"=","JUSTIN TIMBERLAKE","Mirrors",15965,26,43,17,111.227,0.39,78,"11",1,16201,3114,111.865
"3",3,"=","ICONA POP","I Love It f/Charl...",14194,122,1007,-65,92.572,0.686,120,"14",3,14194,1359,92.572
"4",4,"=","PINK","Just Give Me A Re...",11902,-119,-1321,79,82.513,-1.331,108,"9",1,15624,1949,106.133
"5",5,"+1","SELENA GOMEZ","Come & Get It",11318,222,1272,37,70.134,2.002,60,"7",5,11318,2034,70.134
"6",6,"-1","DEMI LOVATO","Heart Attack",11120,-232,-1033,-211,66.267,-1.797,100,"30",4,12179,2482,74.905
"7",7,"=","FLORIDA-GEORGIA L...","Cruise",8833,77,921,-61,46.48,0.423,74,"5/18",7,8833,1411,46.48
"8",8,"=","RIHANNA","Stay f/Mikky Ekko",8709,-41,-1213,166,58.335,-1.02,132,"27",1,15599,1920,102.136
"9",9,"=","FALL OUT BOY","My Songs Know Wha...",8440,62,689,6,48.937,0.377,118,"15",8,8440,1015,48.937
"10",10,"=","DAFT PUNK","Get Lucky",8366,266,1817,21,54.165,2.198,47,"2",10,8366,1817,54.165
"11",11,"=","JASON DERULO","The Other Side",7520,70,462,-41,43.948,0.359,50,"26",11,7520,2399,43.948
"12",12,"=","ARIANA GRANDE","The Way f/Mac Mil...",7417,153,403,20,38.163,0.803,69,"16",12,7417,1373,38.163
"13",13,"+1","BRUNO MARS","Treasure",6495,182,1495,-39,42.13,1.326,28,"20",13,6495,2114,42.13
"14",14,"+1","MARIAH CAREY","#Beautiful f/Migu...",6307,135,443,55,34.843,0.264,33,"19",14,6307,3429,34.843
"15",15,"-2","WILL.I.AM F/JUSTI...","#thatpower",6229,-300,-1106,-251,29.676,-1.145,76,"28",9,7421,1416,38.399
"16",16,"=","IMAGINE DRAGONS","Radioactive",5998,197,1070,18,34.766,1.206,56,"3",16,5998,1097,34.766
"17",17,"+1","ZEDD","Clarity f/Foxes",5587,140,724,40,43.495,0.853,83,"24",17,5587,740,43.495
"18",18,"+1","ROBIN THICKE","Blurred Lines f/P...",5518,320,2498,34,39.692,2.763,30,"1",18,5518,2498,39.692
"19",19,"-2","BRUNO MARS","When I Was Your M...",5406,-145,-1556,-46,32.109,-1.026,144,"32",1,16011,2737,106.569
"20",20,"=","EMELI SANDE","Next To Me",5125,-36,8,-114,24.236,-0.208,112,"35",17,5214,560,24.65
"21",21,"=","PITBULL","Feel This Moment",5033,-36,-344,28,35.486,-0.693,153,"40",3,13073,1706,86.979
"22",22,"=","AVRIL LAVIGNE","Here's To Never G...",4773,8,112,-29,21.354,-0.17,58,"29",18,4773,1758,21.911
"23",23,"=","CALVIN HARRIS F/E...","I Need Your Love",4073,103,556,65,29.565,0.227,64,"36",22,4073,579,29.565
"24",24,"=","ED SHEERAN","Lego House",3748,25,320,-95,20.367,0.25,90,"42",24,3748,788,20.367
"25",25,"=","MAROON 5","Love Somebody",3659,129,941,-37,21.028,0.681,24,"33",25,3659,1161,21.028
"26",26,"=","ANNA KENDRICK","Cups (Pitch Perfe...",3253,42,167,15,21.584,0.485,72,"25",26,3253,599,21.584
"27",27,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",2887,3,-495,102,15.695,-0.146,145,"47",3,12353,6457,74.223
"28",28,"=","KREWELLA","Alive",2707,-99,-1115,45,22.916,-0.38,121,"109",9,7991,1026,53.493
"29",29,"=","JENNIFER LOPEZ F/...","Live It Up",2659,41,148,7,14.258,0.016,31,"72",28,2659,1818,17.613
"30",30,"=","CHRIS BROWN","Fine China",2489,49,106,49,9.1,-0.104,50,"71",28,2489,533,10.241
"31",31,"=","KE$HA","Crazy Kids",2383,-6,305,-62,11.015,-0.098,37,"106",30,2389,529,11.113
"32",32,"=","NIKKI WILLIAMS","Glowing",2013,47,309,22,12.28,0.008,62,"185",32,2013,309,12.316
"33",33,"=","KELLY CLARKSON","People Like Us",1799,-1,101,-22,7.964,-0.066,42,"73",33,1800,571,8.056
"34",34,"=","CAPITAL CITIES","Safe And Sound",1694,47,358,16,10.798,0.416,48,"52",34,1694,369,10.798
"35",35,"=","TAYLOR SWIFT","22",1449,-151,-1262,85,9.157,-1.058,97,"23",10,7057,2327,34.286
"36",36,"=","EMBLEM3","Chloe (You're The...",1167,36,163,21,4.052,0.152,41,"156",36,1167,221,4.052
"37",37,"=","LABRINTH","Beneath Your Beau...",1123,15,245,-41,7.262,0.229,22,"104",37,1123,362,7.262
"38",38,"=","DROP CITY YACHT C...","Crickets f/Jeremi...",1099,15,-87,40,3.217,0.012,59,"186",36,1211,202,3.75
"39",39,"=","SEAN KINGSTON","Beat It f/Chris B...",1015,71,226,47,3.232,0.244,26,"86",39,1015,226,3.232
"40",40,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",944,62,315,46,7.878,0.615,15,"31",40,944,315,7.878
"41",41,"=","J. COLE","Power Trip f/Migu...",909,35,165,2,2.275,0.147,20,"48",40,909,205,2.275
"42",42,"=","RIHANNA","Right Now f/David...",888,78,326,24,5.401,0.752,13,"349",42,888,326,5.401
"43",43,"=","PARAMORE","Still Into You",803,16,85,8,2.787,0.061,30,"196",42,803,186,2.787
"44",44,"=","FUN.","Carry On",728,-9,-147,1,5.884,-0.047,151,"84",16,5029,935,27.572
"45",45,"+1","PHILLIP PHILLIPS","Gone, Gone, Gone",688,26,191,-6,4.018,0.175,11,"38",45,688,229,4.018
"46",46,"-1","A GREAT BIG WORLD","This Is The New Y...",678,11,94,2,2.528,0.004,20,"--",44,678,104,2.528
"47",47,"=","JAKE MILLER","A Million Lives",668,16,120,11,1.423,0.03,31,"--",45,668,120,1.423
"48",48,"=","MILEY CYRUS","We Can't Stop",664,128,664,128,6.417,0.842,3,"6",48,664,664,6.417
"49",49,"=","AWOLNATION","Sail",463,-3,32,-21,1.156,-0.038,16,"46",47,467,94,1.283
"50",50,"=","KATY TIZ","Red Cup",423,7,43,8,1.831,-0.049,6,"--",49,423,106,1.926
