"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CARLY RAE JEPSEN Call Me Maybe",14563,"+3",667,"-221",111.163,"+0.019",98,"1",1,14563,1711,111.23
2,"=","GOTYE Somebody That I Used To Know",13452,"+23",-344,"+98",101.262,"+0.306",108,"3",1,14242,2018,106.819
3,"=","MAROON 5 Payphone f/Wiz Khalifa",13190,"+131",1281,"-1",91.938,"+0.907",62,"4",3,13190,3415,91.938
4,"=","ONE DIRECTION What Makes You Beautiful",11195,"-158",-614,"-185",77.811,"-0.977",109,"10",3,11838,1579,80.433
5,"=","NICKI MINAJ Starships",9618,"-226",-1356,"-122",73.188,"-1.471",124,"23/42",3,12071,1834,87.938
6,"=","FUN. We Are Young f/Janelle Monae",9281,"-78",-1038,"+270",66.144,"-1.132",116,"15",1,14439,2738,110.772
7,"=","RIHANNA Where Have You Been",8618,"+49",776,"-122",67.874,"+0.770",63,"7",7,8618,1884,67.874
8,"=","FLO RIDA Wild Ones f/Sia",8316,"-80",-573,"+71",66.21,"-0.403",134,"14",2,12595,1940,93.589
9,"=","USHER Scream",7753,"+59",236,"+73",52.537,"+0.133",52,"--",9,7753,2323,52.537
10,"=","JUSTIN BIEBER Boyfriend",7660,"+51",33,"+56",48.864,"-0.600",83,"8",9,7937,4726,51.515
11,"+2","ELLIE GOULDING Lights",7326,"+89",910,"+43",51.267,"+0.918",128,"11",11,7326,910,51.267
12,"-1","WANTED Glad You Came",7309,"-133",-568,"-97",58.333,"-0.499",161,"28",1,13712,1363,101.962
13,"-1","KARMIN Broken Hearted",7247,"-40",-61,"-75",44.677,"-0.125",119,"16",10,7320,936,47.276
14,"=","KATY PERRY Wide Awake",6910,"+123",1203,"-62",49.777,"+0.742",26,"2",14,6910,2824,49.777
15,"=","PITBULL Back In Time",6094,"-23",317,"-96",40.977,"+0.562",80,"6",14,6117,925,40.977
16,"=","DAVID GUETTA Titanium f/Sia",6054,"+73",561,"-9",43.61,"+1.019",70,"12",16,6054,987,43.61
17,"=","GYM CLASS HEROES Fighter f/Ryan Tedder",5424,"+46",325,"+25",34.157,"+0.196",48,"18",17,5424,1441,34.157
18,"=","TRAIN Drive By",4236,"-210",-1300,"-122",26.568,"-1.131",154,"22",13,6123,601,36.311
19,"=","KATY PERRY Part Of Me",4231,"-62",-591,"+2",29.17,"-1.163",125,"56",3,12039,3625,78.553
20,"=","DEMI LOVATO Give Your Heart A Break",3928,"+8",188,"-11",29.074,"+0.515",109,"27",20,3928,665,29.074
21,"=","ONE DIRECTION One Thing",3743,"+41",778,"-73",20.275,"+0.385",42,"35",21,3743,975,20.275
22,"=","CALVIN HARRIS Let's Go f/Ne-Yo",3552,"+81",554,"-6",27.358,"+1.013",50,"48",22,3552,836,27.358
23,"=","HAVANA BROWN We Run The Night f/Pitbull",3281,"+73",364,"+34",24.891,"+0.289",126,"38",23,3281,364,24.891
24,"=","ADELE Rumour Has It",3104,"-52",-628,"+122",21.11,"-0.609",105,"62",8,8497,1514,56.313
25,"+1","RITA ORA How We Do (Party)",3007,"+75",392,"+58",16.187,"+0.192",52,"54",25,3007,620,16.187
26,"-1","CALVIN HARRIS Feel So Close",2801,"-158",-950,"-41",22.153,"-0.406",129,"30",7,8145,1329,55.352
27,"=","B.O.B Both Of Us f/Taylor Swift",2170,"+39",442,"-85",12.34,"+0.482",35,"46",27,2170,536,12.34
