"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",15259,53,1172,63,119.954,0.462,104,"4",1,15259,1593,119.954
2,"=","JUSTIN BIEBER","As Long As You Love ...",13498,54,1045,121,100.233,0.927,117,"19",2,13498,1300,100.233
3,"=","TAYLOR SWIFT","We Are Never Ever Ge...",13314,-31,832,-138,89.975,-0.363,77,"5",2,13345,4592,90.839
4,"=","FUN.","Some Nights",12427,65,842,-9,86.647,-0.022,142,"8",4,12428,1295,87.245
5,"=","ALEX CLARE","Too Close",11253,61,1023,-23,76.558,0.65,154,"17",5,11253,1328,76.558
6,"=","CHRIS BROWN","Don't Wake Me Up",9972,137,1456,69,74.515,0.04,135,"21",6,9972,1456,74.515
7,"=","PINK","Blow Me (One Last Ki...",9087,-173,-358,-8,69.428,-1.201,118,"53",1,12762,2737,90.315
8,"+1","KE$HA","Die Young",9038,129,1440,-6,66.165,0.527,35,"2",8,9038,3842,66.165
9,"-1","OWL CITY & CARLY RAE...","Good Time",8940,-267,-675,-19,57.258,-1.811,126,"24",4,10627,1961,71.832
10,"=","NE-YO","Let Me Love You",7840,44,1136,-3,72.775,0.814,82,"15",10,7840,1169,72.775
11,"+1","RIHANNA","Diamonds",7692,153,1462,59,59.968,1.259,34,"6",11,7692,2812,59.968
12,"-1","PSY","Gangnam Style",7669,-24,618,-40,58.231,-0.84,51,"1",10,7746,1695,59.817
13,"=","ENRIQUE IGLESIAS","Finally Found You f/...",7053,37,738,-12,47.34,0.287,62,"38",13,7053,1803,47.34
14,"=","BRUNO MARS","Locked Out Of Heaven",6543,141,1260,70,48.113,1.071,29,"3",14,6543,2790,48.113
15,"=","ONE DIRECTION","Live While We're You...",5254,-4,331,-122,28.471,0.049,40,"18",15,5258,2151,28.68
16,"=","TRAIN","50 Ways To Say Goodb...",4726,22,8,14,28.788,-0.197,87,"20",16,4812,717,29.769
17,"=","FLO RIDA","Whistle",4608,-76,-586,138,28.994,-0.895,147,"31",1,12179,1412,76.089
18,"=","FLO RIDA","I Cry",4435,171,1199,32,35.003,1.464,45,"9",18,4435,1199,35.003
19,"=","CHRISTINA AGUILERA","Your Body",4023,-12,195,-24,22.61,-0.561,46,"45",19,4044,2059,23.985
20,"+1","PHILLIP PHILLIPS","Home",3740,119,727,65,29.57,0.846,111,"12",20,3740,727,29.57
21,"-1","USHER","Numb",3558,-100,2,-69,20.8,-0.443,58,"64",20,3707,1028,21.944
22,"=","ONEREPUBLIC","Feel Again",3193,102,573,148,17.119,0.679,54,"39",22,3193,813,17.119
23,"=","DAVID GUETTA","I Can Only Imagine f...",2754,-109,-685,17,16.87,-1.156,93,"85",19,3797,589,24.197
24,"=","ED SHEERAN","The A Team",2706,108,586,81,25.526,1.041,72,"33",24,2706,586,25.526
25,"=","TREY SONGZ","2 Reasons f/T.I.",2118,6,262,12,13.881,0.36,72,"98",25,2118,262,13.881
26,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1850,15,179,-3,8.368,0.023,58,"117",26,1850,352,8.368
27,"=","LUMINEERS","Ho Hey",1762,54,502,-43,13.12,0.595,44,"14",27,1762,583,13.12
28,"+1","THE SCRIPT","Hall Of Fame f/will....",1652,47,360,14,7.61,0.185,44,"16",28,1652,468,7.61
29,"-1","ELLIE GOULDING","Anything Could Happe...",1642,31,440,-15,9.153,-0.056,37,"61",28,1642,455,9.209
30,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",1604,32,380,-15,12.403,-0.001,51,"76",30,1604,416,12.404
31,"+1","BRIDGIT MENDLER","Ready Or Not",1557,36,266,10,10.199,0.24,57,"34",30,1557,266,10.199
32,"+4","NICKI MINAJ","Va Va Voom",1469,181,1085,147,15.971,1.766,11,"104",32,1469,1085,15.971
33,"=","PITBULL","Don't Stop The Party",1468,34,389,-19,11.146,0.404,23,"131",33,1468,457,11.146
34,"-3","NICKI MINAJ","Pound The Alarm",1451,-99,-817,45,10.393,-0.48,106,"92",11,6583,1036,45.522
35,"=","CHER LLOYD","Oath f/Becky G",1335,44,299,15,9.675,0.563,23,"95",35,1335,343,9.675
36,"-2","LINKIN PARK","Burn It Down",1239,-122,-890,21,5.913,-0.579,146,"115",23,2714,475,12.585
37,"=","CHRIS WALLACE","Remember When (Push ...",1166,21,95,18,4.071,0.121,79,"382",34,1166,122,4.071
38,"=","MEGAN & LIZ","Bad For Me",1128,40,250,55,3.734,0.144,51,"358",37,1128,313,3.734
39,"+1","IMAGINE DRAGONS","It's Time",1004,-1,112,-28,5.788,0.061,37,"27",39,1005,230,5.788
40,"-1","ADELE","Skyfall",997,-16,6,-31,4.322,-0.078,25,"22",34,1211,1151,12.23
41,"=","JUSTIN BIEBER","Beauty And A Beat f/...",949,101,552,61,8.721,0.971,12,"36",41,949,552,8.721
42,"=","CARLY RAE JEPSEN","This Kiss",867,27,232,-2,3.046,0.089,18,"202",42,867,234,3.046
43,"=","BOYS LIKE GIRLS","Be Your Everything",824,2,30,-20,2.751,0.097,37,"--",42,824,199,2.751
44,"=","THE WANTED","I Found You",620,3,69,-21,3.162,-0.025,18,"--",44,620,173,3.187
45,"+1","KELLY CLARKSON","Catch My Breath",568,80,484,80,2.234,0.37,4,"94",45,568,484,2.234
46,"-1","HUNTER HAYES","Wanted",553,23,173,-4,3.558,0.11,16,"29",45,553,178,3.558
47,"=","MIGUEL","Adorn",439,17,149,-3,2.607,0.142,16,"91",47,439,152,2.607
48,"=","PINK","Try",410,36,260,13,3.527,0.21,2,"111",48,410,260,3.527
49,"=","ALICIA KEYS","Girl On Fire",388,28,172,8,3.886,0.44,7,"11",49,388,186,3.886
50,"=","THE READY SET","Give Me Your Hand",379,48,303,36,1,0.135,2,"--",50,379,303,1
