"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ROBIN THICKE","Blurred Lines f/P...",16757,-14,99,-44,112.693,-0.807,90,"1",1,16771,2544,113.5
"2",2,"=","IMAGINE DRAGONS","Radioactive",14239,-162,-323,-161,92.042,-0.735,116,"4",2,14606,2069,92.777
"3",3,"+1","ZEDD","Clarity f/Foxes",12840,103,808,10,88.347,0.238,143,"11",3,12840,1183,88.347
"4",4,"-1","DAFT PUNK","Get Lucky",12477,-297,-1716,-123,76.403,-2.501,107,"9",2,14968,2173,99.686
"5",5,"=","MAROON 5","Love Somebody",12372,205,1137,79,83.726,1.26,84,"18",5,12372,1278,83.726
"6",6,"=","BRUNO MARS","Treasure",11415,53,263,-71,68.69,-0.22,88,"19/64",6,11415,2114,69.467
"7",7,"=","JASON DERULO","The Other Side",11252,-71,159,-106,65.737,-0.368,110,"34",5,11323,2399,66.105
"8",8,"=","CALVIN HARRIS F/E...","I Need Your Love",9876,18,333,-13,69.031,0.924,124,"30",8,9876,1386,69.031
"9",9,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",9155,52,362,2,63.154,0.331,75,"8",9,9155,1815,63.154
"10",10,"=","ANNA KENDRICK","Cups (Pitch Perfe...",8807,135,566,82,55.896,0.815,132,"7",10,8807,992,55.896
"11",11,"=","CAPITAL CITIES","Safe And Sound",8424,110,691,5,54.779,0.801,108,"6",11,8424,1083,54.779
"12",12,"=","MILEY CYRUS","We Can't Stop",8143,69,521,-40,47.009,0.456,63,"2",12,8143,1276,47.009
"13",13,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",7386,-110,-910,44,52.271,-0.64,146,"21",1,16503,2448,112.279
"14",14,"=","JUSTIN TIMBERLAKE","Mirrors",6347,-193,-938,-96,47.623,-1.36,138,"33",1,16201,3114,111.865
"15",15,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",6195,116,659,10,39.78,-0.171,26,"55",15,6195,3722,39.951
"16",16,"=","RIHANNA","Right Now f/David...",6040,11,-59,-49,33.296,0.222,73,"123",15,6098,1144,35.227
"17",17,"=","SELENA GOMEZ","Come & Get It",5460,-157,-1345,102,35.001,-0.157,120,"23",1,14547,2034,86.045
"18",18,"=","FLORIDA-GEORGIA L...","Cruise",5145,-154,-1021,-51,24.957,-0.671,134,"25/42",6,10190,1411,52.727
"19",19,"=","AUSTIN MAHONE","What About Love",4436,-169,-349,-182,19.089,-0.699,59,"82",18,4785,982,22.262
"20",20,"+1","LANA DEL REY","Summertime Sadnes...",4111,188,1275,56,29.321,1.295,35,"16/53",20,4111,1275,29.321
"21",21,"+1","NIKKI WILLIAMS","Glowing",3909,7,25,-76,18.846,-0.059,122,"108",21,3929,427,19.002
"22",22,"-2","KE$HA","Crazy Kids",3852,-141,-600,-84,18.274,-0.486,97,"71",18,4518,529,22.983
"23",23,"=","JAY Z","Holy Grail f/Just...",3620,105,736,36,20.945,0.486,34,"3",23,3620,2095,20.945
"24",24,"+1","ONE DIRECTION","Best Song Ever",3471,179,1094,-34,15.748,0.68,18,"12",24,3471,1660,15.748
"25",25,"-1","PHILLIP PHILLIPS","Gone, Gone, Gone",3408,43,302,-11,17.662,0.174,71,"26",22,3408,462,17.662
"26",26,"=","PARAMORE","Still Into You",3297,78,504,35,16.757,0.68,90,"44",24,3297,711,16.757
"27",27,"=","TAYLOR SWIFT","Everything Has .....",2794,37,474,-52,16.247,0.138,24,"85",27,2794,990,16.247
"28",28,"=","LABRINTH","Beneath Your Beau...",2691,3,264,-48,13.833,-0.157,82,"22",27,2691,485,13.99
"29",29,"=","EMBLEM3","Chloe (You're The...",2641,16,117,11,8.66,0.054,101,"81",24,2641,382,8.66
"30",30,"=","ENRIQUE IGLESIAS","Turn The Night Up",2517,141,832,0,17.945,0.64,16,"47",29,2517,2260,24.628
"31",31,"=","AWOLNATION","Sail",2015,32,248,-5,9.406,0.098,76,"27",31,2015,299,9.406
"32",32,"+1","BONNIE MCKEE","American Girl",1747,97,489,87,10.697,0.439,31,"175",32,1747,489,10.697
"33",33,"-1","ARIANA GRANDE","The Way f/Mac Mil...",1707,-33,-461,36,11.747,-0.151,129,"45",11,7681,1373,40.497
"34",34,"=","PITBULL","Outta Nowhere f/D...",1685,39,108,53,7.967,-0.333,52,"--",32,1685,372,9.711
"35",35,"=","PINK","True Love f/Lily ...",1500,70,370,-4,7.269,0.287,17,"106",35,1500,503,7.269
