"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MAROON 5","Animals",17367,-14,205,27,110.896,0.2,72,"14",1,17381,3186,114.705
"2",2,"=","ED SHEERAN","Don't",15584,-24,178,-36,93.413,-0.387,144,"25",2,15646,2073,94.331
"3",3,"=","TAYLOR SWIFT","Blank Space",14271,458,2612,122,99.993,3.254,37,"1",3,14271,3248,99.993
"4",4,"=","CALVIN HARRIS","Blame f/John Newman",13764,79,612,-35,85.912,0.393,87,"40",3,13764,1988,85.912
"5",5,"=","TOVE LO","Habits (Stay High)",12895,-231,-1831,110,91.625,-1.482,164,"37",1,16744,2816,110.186
"6",6,"+1","NICK JONAS","Jealous",12206,110,1075,-189,68.051,0.653,84,"8",6,12206,1846,68.051
"7",7,"-1","MR PROBZ","Waves",12112,-17,231,-103,81.548,0.195,144,"26",5,12129,1264,81.704
"8",8,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",9417,108,623,25,65.099,0.494,58,"15",8,9417,1751,65.099
"9",9,"=","TAYLOR SWIFT","Shake It Off",8933,-235,-1164,-118,65.491,-1.455,108,"10",1,17531,9016,110.142
"10",10,"=","SAM SMITH","I'm Not The Only One",8678,79,553,33,50.585,1.005,70,"11",10,8678,1424,50.585
"11",11,"=","JASON DERULO","Trumpets",8200,-191,-392,-158,41.61,-1.57,101,"35",9,8686,1238,46.628
"12",12,"=","IGGY AZALEA","Beg For It f/MØ",7108,42,391,-41,38.62,-0.069,41,"24",12,7108,2920,38.689
"13",13,"=","MEGHAN TRAINOR","All About That Bass",6953,-87,-741,167,46.336,-0.539,149,"12",1,17875,3030,116.17
"14",14,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",6551,-128,-823,136,40.066,-0.962,128,"28",1,15754,4716,94.236
"15",15,"+2","HOZIER","Take Me To Church",6032,205,945,138,35.84,1.307,52,"5",15,6032,1034,35.84
"16",16,"=","ALESSO","Heroes",5934,65,367,9,33.871,0.339,87,"47",16,5934,896,33.871
"17",17,"-2","JEREMIH","Don't Tell 'Em f/YG",5858,-170,-402,-93,36.109,-0.483,137,"79",5,12620,1458,74.757
"18",18,"+1","SELENA GOMEZ","The Heart Wants What It Wants",5504,148,1094,-23,32.585,1.362,28,"9",18,5504,2058,32.585
"19",19,"-1","MEGHAN TRAINOR","Lips Are Movin",5477,77,432,-39,28.433,0.69,45,"7",18,5477,1423,28.433
"20",20,"=","MARK RONSON","Uptown Funk f/Bruno Mars",4628,149,1028,36,26.682,0.687,24,"4",20,4628,2689,26.682
"21",21,"=","FALL OUT BOY","Centuries",4440,24,312,-22,22.502,0.006,78,"20",20,4440,679,22.502
"22",22,"=","NICO & VINZ","In Your Arms",3726,6,108,2,15.67,0.429,71,"114",22,3920,1121,16.487
"23",23,"+1","DAVID GUETTA","Dangerous f/Sam Martin",3417,36,134,-7,18.958,0.093,59,"53",23,3486,1540,19.376
"24",24,"-1","FERGIE","L.A.LOVE (la la)",3393,-216,-646,-166,13.29,-0.714,62,"34",19,4267,1105,18.09
"25",25,"=","CHARLI XCX","Break The Rules",2802,47,15,-2,9.804,-0.065,64,"103",25,2872,609,10.469
"26",26,"+1","CHRIS BROWN","New Flame f/Usher & Rick Ross",2360,22,116,1,13.106,0.241,58,"101",26,2360,357,13.106
"27",27,"+1","ONE DIRECTION","Night Changes",2346,66,660,-110,9.297,0.176,19,"54",27,2346,1221,9.297
"28",28,"+2","ELLA HENDERSON","Ghost",2324,119,507,90,8.523,0.36,84,"1384",28,2324,507,8.523
"29",29,"=","JESSIE J","Burnin' Up f/2 Chainz",2271,0,141,-35,11.16,0.021,45,"78",28,2271,516,11.703
"30",30,"+1","FIFTH HARMONY","Sledgehammer",2142,69,495,-27,8.049,0.038,19,"158",30,2142,800,8.049
"31",31,"-5","GWEN STEFANI","Baby Don't Lie",2091,-260,-1507,-97,7.847,-0.671,45,"128",20,4236,2651,20.798
"32",32,"=","ONEREPUBLIC","I Lived",2038,19,346,-34,8.81,0.01,20,"80",31,2038,934,8.81
"33",33,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",1529,55,286,45,12.88,0.316,32,"112",33,1529,318,12.88
"34",34,"=","EDEN XO","Too Cool To Dance",1498,32,65,11,5.357,-0.02,32,"1072",33,1498,410,5.647
"35",35,"=","MILKY CHANCE","Stolen Dance",1412,-10,21,-42,6.747,0.104,40,"46",33,1446,235,6.747
"36",36,"=","BIG SEAN","I Don't F**k With You f/E-40",1391,4,174,-22,8.308,-0.032,25,"244",36,1391,340,8.34
"37",37,"=","VANCE JOY","Riptide",1356,31,96,6,7.473,0.122,37,"31",36,1356,214,7.473
"38",38,"+2","I LOVE MAKONNEN","Tuesday f/Drake",1112,46,253,-6,4.442,0.209,14,"17",38,1112,445,4.442
"39",39,"-1","TREY SONGZ","Touchin, Lovin f/Nicki Minaj",1088,-17,-49,-22,5.446,0.05,50,"105",37,1157,227,6
"40",40,"-1","BEA MILLER","Young Blood",1087,-14,-104,-15,3.086,-0.07,48,"262",37,1207,232,3.412
"41",41,"=","BEBE REXHA","Can't Stop Drinking About You",863,-46,-426,64,3.834,-0.124,104,"282",29,1929,292,6.05
"42",42,"=","THE SCRIPT","Superheroes",727,6,103,-17,2.425,0.001,19,"175",42,727,191,2.425
"43",43,"=","PITBULL","Time Of Our Lives f/Ne-Yo",706,44,319,6,5.368,0.212,6,"134",43,706,319,5.368
"44",44,"+1","ARIANA GRANDE","Santa Tell Me",700,55,566,-4,4.894,0.079,4,"90",44,700,570,4.894
"45",45,"-1","HOODIE ALLEN","All About It f/Ed Sheeran",684,38,205,-1,3.422,0.075,10,"144",43,684,265,3.422
"46",46,"+1","SHAWN MENDES","Something Big",559,11,119,5,1.512,-0.04,11,"253",46,559,130,1.552
"47",47,"-1","MAGIC!","Let Your Hair Down",559,-8,-96,2,1.125,-0.043,29,"534",43,665,101,1.37
"48",48,"=","KAT DAHLIA","Crazy",518,2,-99,-2,1.623,-0.005,23,"572",45,617,123,2.072
"49",49,"=","PRIORY","Weekend",505,10,81,5,1.595,0.031,9,"--",48,505,156,1.595
"50",50,"=","BECKY G","Can't Stop Dancin'",481,11,52,3,2.309,-0.002,10,"385",49,481,171,2.311
