"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
20,"=","DR. DRE I Need A Doctor f/Eminem",3257,"-115",-501,"-86",19.804,"-0.882",3,20,3521,0,21.933
21,"=","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",3233,"+7",123,"-4",13.54,"-0.110",3,21,3233,127,13.744
22,"=","SELENA GOMEZ & THE SCENE Who Says",3140,"+103",571,"+58",17.877,"+0.691",3,22,3140,571,17.877
23,"=","WIZ KHALIFA Roll Up",3036,"+53",615,"-32",15.336,"+0.091",3,23,3036,725,15.336
24,"+1","HOT CHELLE RAE Tonight Tonight",2695,"+87",488,"+38",11.514,"+0.371",3,24,2695,488,11.514
25,"-1","AVRIL LAVIGNE What The Hell",2641,"-130",-1050,"+37",12.885,"-0.505",3,24,2903,0,13.876
26,"=","ONEREPUBLIC Good Life",2559,"+58",423,"-32",12.384,"+0.463",3,26,2559,456,12.384
27,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2474,"+40",492,"-56",17.54,"+0.287",3,27,2474,560,17.54
28,"=","LMFAO Party Rock Anthem",2425,"+15",285,"-54",14.53,"+0.280",3,27,2425,344,14.53
29,"=","MY CHEMICAL ROMANCE Sing",1972,"-23",-79,"-29",7.826,"-0.134",3,29,2009,0,7.995
30,"+1","TAYLOR SWIFT The Story Of Us",1950,"+33",237,"-10",10.318,"+0.283",3,30,1950,291,10.318
31,"+1","BIG TIME RUSH Boyfriend",1883,"+5",180,"-17",7.085,"+0.195",3,31,1883,197,7.085
32,"-2","NICKI MINAJ Moment 4 Life f/Drake",1875,"-73",-1161,"+200",12.111,"-0.772",3,29,2036,0,13.564
33,"=","CHRIS BROWN Look At Me Now",1692,"+12",198,"+10",11.837,"+0.069",3,33,1692,229,11.837
34,"=","SHONTELLE Say Hello To Goodbye",1371,"+19",114,"-3",3.932,"+0.020",3,34,1371,142,3.932
35,"+1","BEYONCE Run The World (Girls)",1234,"-49",61,"-118",4.882,"-0.305",3,35,1285,242,5.356
36,"-1","THIRTY SECONDS TO MARS Closer To The Edg...",1209,"-91",-348,"-90",4.214,"-0.293",3,34,1390,0,4.829
37,"=","BRITNEY SPEARS Hold It Against Me",1171,"+10",-84,"+31",8.921,"-0.006",3,37,1171,0,8.927
38,"=","KANYE WEST All Of The Lights",1170,"+13",69,"+14",7.48,"+0.180",3,37,1170,71,7.48
39,"+3","LADY GAGA The Edge Of Glory",1082,"+293",1082,"+293",10.476,"+2.444",3,39,1082,1082,10.476
40,"=","MAROON 5 Never Gonna Leave This Bed",961,"+49",299,"+23",3.703,"+0.168",3,40,961,312,3.703
41,"-2","CHRISTINA PERRI Jar Of Hearts",941,"-10",-195,"-2",4.366,"-0.126",3,39,965,0,4.696
42,"-1","THE READY SET Young Forever",883,"+24",31,"+17",2.262,"+0.061",3,41,883,54,2.295
43,"=","NICKI MINAJ Super Bass",866,"+105",550,"+58",6.296,"+0.334",3,43,866,550,6.296
44,"+3","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",688,"+73",478,"+41",2.957,"+0.430",3,44,688,478,2.957
45,"-1","NEON TREES Your Surrender",688,"+2",94,"-47",1.672,"+0.006",3,43,688,173,1.672
46,"-1","KERI HILSON Pretty Girl Rock",657,"-10",-302,"+73",3.003,"-0.041",3,42,691,0,3.188
47,"-1","FAR EAST MOVEMENT If I Was You (OMG) f/S...",638,"-2",89,"-19",2.188,"+0.065",3,45,640,108,2.201
48,"--","JASON DERULO Don't Wanna Go Home",630,"--",627,"--",4.912,"--",1,48,630,627,4.912
49,"--","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",555,"--",501,"--",4.095,"--",1,49,555,501,4.095
50,"-1","THE BAND PERRY If I Die Young",534,"+27",122,"+21",1.863,"+0.050",3,49,534,122,1.863
