"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","DEMI LOVATO","Give Your Heart A Br...",11852,"-28",128,"-92",79.718,"-0.565",193,"31",1,11880,1256,80.294
"2",2,"=","FLO RIDA","Whistle",11830,"+143",931,"+12",74.727,"+1.103",96,"6",2,11830,1412,74.727
"3",3,"=","ELLIE GOULDING","Lights",11135,"-51",-537,"+24",87.338,"-0.016",212,"32",1,13999,1482,101.262
"4",4,"=","PINK","Blow Me (One Last Ki...",10573,"+176",724,"+114",73.114,"+1.242",67,"8/80",4,10573,2737,73.114
"5",5,"=","KATY PERRY","Wide Awake",10062,"-53",-815,"+307",66.008,"-0.342",110,"27",1,14124,2824,100.029
"6",6,"=","DAVID GUETTA","Titanium f/Sia",10007,"-77",-759,"-18",72.413,"-0.002",154,"30",3,11268,1091,79.723
"7",7,"=","NEON TREES","Everybody Talks",9827,"+83",480,"-126",65.665,"+0.614",153,"13",7,9827,1632,65.665
"8",8,"=","MAROON 5","One More Night",8538,"+220",1192,"+142",59.681,"+1.776",53,"3",8,8538,1241,59.681
"9",9,"=","OWL CITY & CARLY RAE...","Good Time",8334,"+78",705,"+12",56.319,"+0.820",75,"12",8,8334,1961,56.319
"10",10,"=","JUSTIN BIEBER","As Long As You Love ...",8021,"+163",834,"+186",57.108,"+1.323",66,"10",10,8021,1300,57.108
"11",11,"=","TAYLOR SWIFT","We Are Never Ever Ge...",7371,"+66",664,"-8",50.06,"+0.589",26,"2",11,7371,4592,50.06
"12",12,"=","RIHANNA","Where Have You Been",6774,"-5",-280,"+163",54.567,"+0.297",147,"44",2,12963,1884,95.69
"13",13,"=","MAROON 5","Payphone f/Wiz Khali...",6605,"-102",-728,"-11",47.562,"-0.399",146,"39",1,14353,3415,107.136
"14",14,"=","CHER LLOYD","Want U Back",6470,"-131",-1053,"+45",33.916,"-1.040",120,"15",9,8069,1103,45.503
"15",15,"=","FUN.","Some Nights",6331,"+36",579,"-106",39.508,"+0.405",91,"4",15,6331,1097,39.508
"16",16,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",5889,"-213",-1964,"+139",38.002,"-1.218",134,"47",5,9398,1254,61.384
"17",17,"=","NICKI MINAJ","Pound The Alarm",5650,"+151",704,"+87",37.196,"+0.443",55,"21",17,5650,1036,37.196
"18",18,"=","ALEX CLARE","Too Close",5366,"+141",631,"+49",37.233,"+0.981",103,"7",18,5366,838,37.233
"19",19,"=","CHRIS BROWN","Don't Wake Me Up",4360,"+88",742,"-66",32.464,"+0.372",84,"25",19,4360,982,32.464
"20",20,"=","USHER","Scream",4116,"-78",-547,"+0",27.877,"-0.043",136,"60",6,9627,2323,68.266
"21",21,"=","JASON MRAZ","I Won't Give Up",3765,"-8",222,"+17",26.174,"+0.075",147,"18",21,3773,443,26.174
"22",22,"+1","KARMIN","Hello",3599,"+162",715,"+153",20.494,"+1.453",33,"69",22,3599,1012,20.494
"23",23,"-1","KELLY CLARKSON","Dark Side",3520,"+75",114,"+73",17.825,"+0.378",92,"54",20,3520,493,18.412
"24",24,"=","NO DOUBT","Settle Down",3068,"-163",-969,"-83",13.93,"-0.910",53,"77",19,4315,1467,23.29
"25",25,"=","TRAIN","50 Ways To Say Goodb...",2742,"+100",532,"+29",13.623,"+0.839",36,"16",25,2742,717,13.623
"26",26,"=","DAVID GUETTA","I Can Only Imagine f...",2498,"+109",337,"+64",17.194,"+0.704",42,"62",26,2498,589,17.194
"27",27,"=","NE-YO","Let Me Love You",2284,"+38",252,"-47",17.036,"+0.195",31,"36",27,2284,580,17.036
"28",28,"=","OLLY MURS","Heart Skips A Beat",2176,"+45",142,"+48",11.703,"+0.446",58,"109",26,2176,401,11.703
"29",29,"=","LINKIN PARK","Burn It Down",1956,"+37",137,"+32",8.762,"+0.337",95,"59",29,1956,383,8.762
"30",30,"=","ENRIQUE IGLESIAS","Finally Found You f/...",1916,"+295",1129,"+156",15.66,"+1.963",11,"--",30,1916,1129,15.66
"31",31,"+1","CONOR MAYNARD","Vegas Girl",1510,"+45",181,"+27",6.505,"+0.374",43,"157",31,1510,260,6.505
"32",32,"-1","THE WANTED","Chasing The Sun",1361,"-155",-1403,"+81",7.653,"-0.703",128,"101",16,4729,656,26.67
"33",33,"=","PHILLIP PHILLIPS","Home",1218,"+17",204,"-41",5.951,"+0.221",60,"11",33,1218,311,5.951
"34",34,"=","PITBULL","Get It Started f/Sha...",1003,"-25",-114,"+14",5.072,"-0.376",56,"210",31,1218,277,6.217
"35",35,"=","MATCHBOX TWENTY","She's So Mean",982,"-18",1,"-13",4.62,"-0.182",84,"51",33,1064,574,5.015
"36",36,"=","ED SHEERAN","The A Team",925,"+36",195,"+21",5.961,"+0.361",21,"74",36,925,195,5.961
"37",37,"=","TREY SONGZ","2 Reasons f/T.I.",866,"+11",150,"-36",5.646,"-0.296",21,"135",37,866,243,6.102
"38",38,"+2","AUSTIN MAHONE","Say Somethin",776,"+33",88,"+43",4.017,"+0.081",37,"375",38,776,183,4.027
"39",39,"+3","USHER","Numb",770,"+55",432,"-3",3.497,"+0.242",7,"--",39,770,451,3.497
"40",40,"-2","ZEDD","Spectrum f/Matthew K...",765,"+6",147,"-61",3.876,"+0.165",19,"264",38,765,253,3.876
"41",41,"=","CHRIS WALLACE","Remember When (Push ...",757,"+16",41,"+27",2.213,"+0.071",28,"--",37,757,122,2.399
"42",42,"+2","ONEREPUBLIC","Feel Again",714,"+84",463,"+78",3.268,"+0.497",3,"57",42,714,463,3.268
"43",43,"-4","BIG TIME RUSH","Windows Down",709,"-38",-215,"+6",2.31,"-0.188",40,"222",34,992,253,3.29
"44",44,"-1","WIZ KHALIFA","Work Hard, Play Hard",642,"+11",86,"+13",2.659,"+0.084",53,"55",43,642,93,2.659
"45",45,"+2","RITA ORA","R.I.P. f/Tinie Tempa...",581,"+28",262,"-21",1.514,"+0.138",7,"--",45,581,352,1.514
"46",46,"=","KANYE WEST","Mercy f/Big Sean/Pus...",568,"+6",71,"-13",5.681,"+0.031",19,"26",46,568,118,5.681
"47",47,"+1","TREY SONGZ","Heart Attack",555,"+12",-10,"+32",2.125,"+0.065",39,"132",42,597,139,2.509
"48",48,"-3","MARINA AND THE DIAMO...","Primadonna",534,"-50",-151,"-51",1.688,"-0.092",63,"277",37,751,93,2.411
"49",49,"--","BRIDGIT MENDLER","Ready Or Not",517,"--",112,"--",2.159,"--",6,"72",48,517,218,2.159
"50",50,"-1","AFROJACK & SHERMANOL...","Can't Stop Me",507,"-29",-86,"-59",7.513,"-0.186",66,"364",40,659,101,9.11
