"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","PHARRELL WILLIAMS","Happy",17112,57,35,108,119.875,-0.113,78,"1",1,17173,2414,120.293
"2",2,"=","JASON DERULO","Talk Dirty f/2 Chainz",15619,77,1024,-85,100.814,1.377,98,"6/24",2,15619,2775,100.814
"3",3,"=","JOHN LEGEND","All Of Me",15138,253,1668,71,109.553,1.654,67,"2",3,15138,2520,109.553
"4",4,"=","KATY PERRY","Dark Horse",14535,-67,-642,152,107.585,-0.178,135,"3",1,17515,2780,123.167
"5",5,"=","LORDE","Team",13240,-119,-1665,115,89.574,-0.781,134,"22",1,16451,1641,108.342
"6",6,"=","BASTILLE","Pompeii",12843,-282,-1558,-220,86.794,-1.082,149,"9",3,15079,1804,100.897
"7",7,"=","DEMI LOVATO","Neon Lights",9169,74,451,-47,53.428,0.364,129,"47",7,9169,967,53.428
"8",8,"+1","ALOE BLACC","The Man",8960,88,489,95,43.125,0.294,74,"5",8,8960,1722,43.362
"9",9,"-1","AMERICAN AUTHORS","Best Day Of My Life",8917,32,787,-74,55.258,1.037,118,"13",8,8917,1116,55.258
"10",10,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",8304,153,962,-34,53.938,0.128,42,"12",10,8304,2024,53.938
"11",11,"=","AVICII","Hey Brother",8106,63,428,1,49.203,0.021,122,"16",10,8106,816,49.203
"12",12,"=","ONEREPUBLIC","Counting Stars",7440,-36,-451,73,55.17,-0.23,176,"27",1,16524,2609,113.696
"13",13,"=","MARTIN GARRIX","Animals",6934,150,500,157,42.664,0.693,126,"19",13,6934,993,42.664
"14",14,"=","THE CHAINSMOKERS","#Selfie",6173,97,443,95,29.093,0.213,48,"10",14,6173,1709,33.093
"15",15,"=","NAUGHTY BOY","La La La f/Sam Smith",5855,151,630,52,31.435,0.948,84,"55",15,5855,697,31.435
"16",16,"=","PARAMORE","Ain't It Fun",5663,23,763,-143,33.754,0.204,57,"20",16,5663,978,33.754
"17",17,"+2","RIXTON","Me And My Broken Heart",4860,184,1223,60,26.039,1.173,35,"45",17,4860,1397,26.039
