"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",16165,"-29",-229,"+4",111.111,"-0.165",97,"7",1,16503,2448,112.279
"2",2,"=","JUSTIN TIMBERLAKE","Mirrors",14421,"-346",-1352,"-282",102.025,"-1.040",89,"17",1,16201,3114,111.865
"3",3,"=","ICONA POP","I Love It f/Charl...",14270,"+42",-24,"+75",90.309,"+0.237",131,"29",3,14326,1359,93.264
"4",4,"=","SELENA GOMEZ","Come & Get It",13218,"+124",1167,"-68",80.096,"+0.281",71,"10",4,13218,2034,80.096
"5",5,"=","DAFT PUNK","Get Lucky",10542,"+316",1573,"+176",69.713,"+1.720",58,"3",5,10542,1817,69.713
"6",6,"=","PINK","Just Give Me A Re...",9926,"-128",-1264,"+131",70.025,"-1.247",119,"16",1,15624,1949,106.133
"7",7,"=","FLORIDA-GEORGIA L...","Cruise",9654,"+43",573,"-6",48.942,"+0.307",85,"4/28",7,9654,1411,48.942
"8",8,"=","FALL OUT BOY","My Songs Know Wha...",9172,"+44",480,"-51",52.165,"+0.219",129,"9",8,9172,1015,52.165
"9",9,"=","ROBIN THICKE","Blurred Lines f/P...",8934,"+329",2342,"+32",65.322,"+1.710",41,"1",9,8934,2498,65.322
"10",10,"=","IMAGINE DRAGONS","Radioactive",8652,"+270",1671,"+11",52.006,"+1.755",67,"2",10,8652,1692,52.006
"11",11,"=","JASON DERULO","The Other Side",8163,"+51",376,"-74",47.231,"+0.156",61,"35",9,8163,2399,47.231
"12",12,"=","BRUNO MARS","Treasure",7839,"+126",551,"-6",48.525,"+0.390",39,"5",12,7839,2114,48.525
"13",13,"=","ARIANA GRANDE","The Way f/Mac Mil...",7599,"-35",-18,"-97",40.147,"-0.011",80,"24",11,7681,1373,40.497
"14",14,"=","ZEDD","Clarity f/Foxes",7298,"+85",992,"-86",55.86,"+0.677",94,"22",14,7298,1183,55.86
"15",15,"=","RIHANNA","Stay f/Mikky Ekko",6791,"-191",-1214,"-60",42.348,"-1.079",143,"43",1,15599,1920,102.136
"16",16,"+1","MARIAH CAREY","#Beautiful f/Migu...",6424,"-43",65,"-116",35.44,"-0.040",44,"31",14,6467,3429,35.886
"17",17,"-1","DEMI LOVATO","Heart Attack",6326,"-353",-3275,"+157",40.159,"-1.802",111,"52",4,12179,2482,74.905
"18",18,"=","MAROON 5","Love Somebody",5234,"+139",885,"-14",30.641,"+0.885",35,"30",18,5234,1161,30.641
"19",19,"=","CALVIN HARRIS F/E...","I Need Your Love",5213,"+201",919,"+173",37.172,"+1.441",75,"37",19,5213,919,37.172
"20",20,"=","ANNA KENDRICK","Cups (Pitch Perfe...",4198,"+110",705,"+37",28.619,"+0.575",83,"33",20,4198,705,28.619
"21",21,"+1","ED SHEERAN","Lego House",3878,"+47",21,"+47",21.532,"+0.344",101,"53",21,3897,788,21.532
"22",22,"-1","AVRIL LAVIGNE","Here's To Never G...",3708,"-174",-956,"-99",15.096,"-0.812",69,"15",18,4774,1758,21.911
"23",23,"=","EMELI SANDE","Next To Me",3464,"-279",-1488,"-189",14.581,"-1.005",123,"56",17,5214,560,24.65
"24",24,"+1","KE$HA","Crazy Kids",2713,"+59",201,"+49",12.181,"-0.017",48,"78",24,2713,529,12.22
"25",25,"+2","CAPITAL CITIES","Safe And Sound",2536,"+81",636,"+19",17.005,"+0.335",59,"50",25,2536,636,17.005
"26",26,"-2","WILL.I.AM F/JUSTI...","#thatpower",2507,"-295",-2306,"+117",11.126,"-1.374",87,"60",9,7421,1416,38.399
"27",27,"-1","JENNIFER LOPEZ F/...","Live It Up",2412,"-58",-202,"-16",11.899,"-0.655",42,"114",25,2662,1818,17.613
"28",28,"=","NIKKI WILLIAMS","Glowing",2177,"+9",146,"-4",12.709,"-0.130",73,"254",28,2177,309,12.847
"29",29,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",2030,"+143",786,"+56",16.468,"+0.621",26,"32",29,2030,786,16.468
"30",30,"=","RIHANNA","Right Now f/David...",1999,"+122",756,"+33",15.481,"+0.889",24,"282",30,1999,756,15.481
"31",31,"=","KELLY CLARKSON","People Like Us",1816,"-13",-8,"-19",7.998,"-0.169",53,"82",29,1843,571,8.278
"32",32,"=","MILEY CYRUS","We Can't Stop",1782,"+115",790,"+54",9.859,"+0.365",14,"25",32,1782,972,9.859
"33",33,"+1","KREWELLA","Alive",1567,"-42",-574,"+56",16.437,"-0.563",132,"151",9,7991,1026,53.493
"34",34,"+1","AUSTIN MAHONE","What About Love",1475,"+101",820,"-24",10.093,"+0.497",10,"121",34,1475,982,10.093
"35",35,"-2","CHRIS BROWN","Fine China",1412,"-214",-926,"-190",4.189,"-0.513",61,"113",27,2489,533,10.241
"36",36,"=","EMBLEM3","Chloe (You're The...",1373,"+39",114,"+17",4.148,"+0.018",52,"181",32,1373,221,4.262
"37",37,"+1","LABRINTH","Beneath Your Beau...",1343,"+55",130,"+71",8.543,"+0.309",33,"89",33,1343,362,8.564
"38",38,"-1","SEAN KINGSTON","Beat It f/Chris B...",1319,"+25",141,"-23",3.983,"+0.062",37,"112",35,1319,303,3.983
"39",39,"=","J. COLE","Power Trip f/Migu...",1220,"+34",215,"+9",3.264,"+0.110",31,"67",37,1220,215,3.264
"40",40,"=","BRITNEY SPEARS","Ooh La La",1182,"+194",1182,"+194",14.28,"+2.024",2,"57",40,1182,1182,14.28
"41",41,"=","PARAMORE","Still Into You",949,"+15",100,"+0",3.373,"+0.023",41,"286",40,949,186,3.373
"42",42,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",925,"+20",151,"+0",5.313,"+0.089",22,"47",41,925,229,5.313
"43",43,"=","DAVID GUETTA","Play Hard f/Ne-Yo...",877,"+54",348,"+21",3.894,"+0.018",11,"139",42,877,348,3.894
"44",44,"=","MAJOR LAZER","Bubble Butt f/Bru...",753,"+32",289,"-11",3.441,"+0.122",10,"191",44,753,300,3.441
"45",45,"=","JAKE MILLER","A Million Lives",701,"-2",13,"-5",1.506,"-0.024",42,"--",43,707,120,1.552
"46",46,"=","A GREAT BIG WORLD","This Is The New Y...",677,"-4",-13,"-10",1.998,"-0.073",31,"--",43,690,104,2.555
"47",47,"=","AWOLNATION","Sail",627,"+28",102,"+12",2.117,"+0.160",27,"54",45,627,128,2.117
"48",48,"+2","TEGAN & SARA","Closer",416,"+32",137,"+24",0.834,"+0.078",3,"--",48,416,137,0.834
"49",49,"=","PITBULL","Outta Nowhere f/D...",385,"+0",58,"-20",1.982,"+0.067",3,"--",48,385,78,1.982
"50",50,"--","TIMEFLIES","I Choose U",380,"--",109,"--",2.408,"--",1,"--",50,380,109,2.408
