"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",13721,"-30",-333,"+9",91.599,"+0.378",46,1,14295,2273,96.15
2,"=","PITBULL Give Me Everything f/Ne-Yo",13266,"-40",635,"-318",91.244,"+0.006",46,2,13306,1811,91.244
3,"=","LADY GAGA The Edge Of Glory",10475,"+59",1077,"-121",61.819,"-0.251",46,3,10475,2193,62.253
4,"=","BRUNO MARS Lazy Song",9965,"-281",-1138,"-248",48.166,"-2.068",46,3,11422,1054,61.587
5,"=","KATY PERRY E.T.",9848,"-125",-871,"+42",73.662,"-0.503",46,1,14624,0,96.745
6,"=","BLACK EYED PEAS Just Can't Get Enough",9616,"-164",-977,"-41",65.003,"-0.632",46,2,13366,715,84.474
7,"=","LMFAO Party Rock Anthem",9300,"+183",1783,"-76",64.556,"+1.326",46,7,9300,1859,64.556
8,"=","LUPE FIASCO The Show Goes On",8408,"+31",448,"-93",52.66,"+0.070",46,8,8408,1043,52.66
9,"=","BRITNEY SPEARS Till The World Ends",7253,"-216",-1391,"+42",46.442,"-1.495",46,3,11896,966,75.819
10,"=","JASON DERULO Don't Wanna Go Home",6685,"+48",614,"-97",36.482,"-0.110",44,10,6685,1463,37.039
11,"=","KATY PERRY Last Friday Night (T.G.I.F.)",6667,"+215",1665,"-131",42.993,"+1.693",29,11,6667,2124,42.993
12,"+1","HOT CHELLE RAE Tonight Tonight",6047,"+137",838,"+148",30.882,"+0.560",46,12,6047,838,30.882
13,"-1","JENNIFER LOPEZ F/PITBULL On The Floor",5786,"-332",-1805,"-90",39.285,"-1.384",46,5,10169,668,65.118
14,"=","NICKI MINAJ Super Bass",5746,"+138",1026,"+7",35.01,"+0.606",46,14,5746,1188,35.01
15,"=","ONEREPUBLIC Good Life",5612,"+87",562,"+8",30.247,"+0.713",46,14,5612,604,30.247
16,"=","WIZ KHALIFA Roll Up",4743,"-102",-300,"-175",23.183,"-0.560",46,14,5043,725,26.478
17,"=","SELENA GOMEZ & THE SCENE Who Says",4401,"-17",-94,"-62",24.056,"-0.808",46,17,4559,707,27.282
18,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",3916,"-47",-70,"-16",23.156,"-0.605",46,18,4031,605,23.761
19,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3824,"+10",106,"-69",21.578,"-0.365",44,19,3824,864,21.943
20,"-2","TINIE TEMPAH Written In The Stars",3820,"-220",-1381,"-98",22.46,"-0.949",46,7,8819,756,54.175
21,"+1","NICOLE SCHERZINGER Right There",3267,"+60",644,"-67",17.203,"+0.378",30,21,3267,720,17.203
22,"-1","TAYLOR SWIFT The Story Of Us",3266,"+12",91,"-7",17.093,"-0.169",46,21,3266,587,17.303
23,"=","RIHANNA California King Bed",3054,"+57",366,"+14",14.771,"+0.116",41,23,3054,616,14.846
24,"+2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2966,"+106",493,"+11",14.467,"+0.265",46,24,2966,525,14.467
25,"=","THE BAND PERRY If I Die Young",2934,"+72",561,"+8",14.754,"+0.587",46,25,2934,655,14.754
26,"-2","JEREMIH Down On Me f/50 Cent",2877,"-25",-284,"+84",17.519,"-0.204",46,10,8052,153,44.2
27,"+3","BRITNEY SPEARS I Wanna Go",2334,"+333",1463,"+206",16.062,"+2.426",12,27,2334,1463,16.062
28,"+1","BEYONCE Best Thing I Never Had",2170,"+120",756,"-11",11.4,"+0.735",18,28,2170,856,11.4
29,"-1","MAROON 5 Never Gonna Leave This Bed",2118,"+37",239,"+12",8.934,"+0.222",46,28,2118,312,8.934
30,"-3","JESSIE J Price Tag f/B.O.B",1996,"-126",-1020,"+85",10.322,"-0.403",46,12,5959,582,30.453
31,"=","LADY GAGA Born This Way",1779,"+24",-83,"+88",11.038,"+0.087",46,19,3651,0,20.436
32,"=","CHRIS BROWN She Ain't You",1585,"+53",262,"+12",7.943,"+0.345",35,32,1585,337,7.943
33,"=","NEW BOYZ Back Seat f/Cataracs & Dev",1429,"-101",-703,"+68",8.109,"-0.487",46,17,4096,331,21.342
34,"=","LIL WAYNE How To Love",1365,"+55",396,"+1",7.268,"+0.627",21,34,1365,396,7.268
35,"=","T-PAIN Best Love Song f/Chris Brown",1305,"+23",180,"-38",6.44,"+0.078",44,34,1305,260,6.44
36,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1256,"+40",446,"-26",6.135,"+0.178",21,36,1256,472,6.135
37,"=","CHRIS BROWN Look At Me Now",1133,"-37",-177,"-11",8.102,"-0.274",46,28,1861,229,12.746
38,"=","AVRIL LAVIGNE Smile",1126,"+35",215,"+29",3.66,"+0.263",28,37,1126,226,3.66
39,"=","IYAZ Pretty Girls",924,"-10",127,"-65",3.397,"+0.089",21,39,934,271,3.397
40,"=","CEE LO GREEN Bright Lights Bigger City",859,"+25",154,"+24",3.061,"+0.086",27,40,859,154,3.061
41,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",756,"+45",227,"+22",2.409,"+0.259",12,41,756,227,2.409
42,"=","ALL TIME LOW I Feel Like Dancin�",716,"+36",278,"+7",2.12,"+0.188",7,42,716,278,2.12
43,"=","BIG SEAN My Last f/Chris Brown",674,"+21",130,"-1",2.472,"+0.003",21,43,674,169,2.472
44,"=","STEVEN TYLER (It) Feels So Good",598,"-42",-259,"-28",2.099,"-0.253",35,40,903,326,3.408
45,"+2","TRAIN Save Me San Francisco",515,"+6",30,"+12",1.993,"+0.055",26,45,515,92,2.155
46,"-1","SHONTELLE Say Hello To Goodbye",505,"-67",-712,"+46",1.904,"-0.208",46,29,1775,174,5.629
47,"-1","NEON TREES Your Surrender",452,"-85",-471,"-55",1.246,"-0.068",46,36,1091,173,2.732
48,"--","COLDPLAY Every Teardrop Is A Waterfall",417,"--",314,"--",1.709,"--",1,48,417,314,1.709
49,"-1","AFROJACK Take Over Control f/Eva Simons",408,"+33",141,"+30",5.021,"+0.274",6,48,408,141,5.021
50,"=","CODY SIMPSON On My Mind",355,"+8",67,"+1",1.259,"+0.060",7,49,355,67,1.259
