"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",14951,"-2",695,"-155",96.701,"-0.051",119,"3",1,14953,2020,109.652
2,"=","MAROON 5","Daylight",13764,"+290",1198,"+258",88.278,"+1.369",114,"20",2,13764,1308,96.697
3,"+1","TAYLOR SWIFT","I Knew You Were T...",12049,"-191",-1064,"+119",91.345,"-1.272",118,"15",1,16073,2452,126.481
4,"+1","BRUNO MARS","When I Was Your M...",12047,"+319",2350,"+139",78.006,"+1.864",61,"1",4,12047,2350,82.432
5,"-2","SWEDISH HOUSE MAF...","Don't You Worry C...",12023,"-334",-1851,"-244",79.489,"-1.604",189,"34",1,14704,1905,116.982
6,"+1","CALVIN HARRIS","Sweet Nothing f/F...",11358,"+133",815,"+46",76.071,"+0.433",122,"30",6,11358,1126,84.444
7,"-1","WILL.I.AM & BRITN...","Scream And Shout",11261,"-213",-871,"-142",72.127,"-1.178",112,"11",3,13157,2182,99.406
8,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",10546,"+247",1522,"+19",64.755,"+1.860",62,"2",8,10546,6457,69.183
9,"=","RIHANNA","Stay f/Mikky Ekko",8877,"+130",1344,"-58",63.842,"+1.511",49,"4",9,8877,1617,68.358
10,"=","IMAGINE DRAGONS","It's Time",8130,"-6",518,"-153",46.168,"+0.427",175,"31",10,8136,983,50.249
11,"=","PITBULL","Feel This Moment",7810,"+159",993,"+121",53.123,"+0.913",70,"7",11,7810,1516,57.91
12,"=","BRUNO MARS","Locked Out Of Hea...",7318,"-209",-956,"-75",55.601,"-1.467",167,"21",1,15928,2790,124.488
13,"=","LUMINEERS","Ho Hey",7298,"-68",-466,"+68",44.173,"-0.652",182,"19",2,13545,1921,101.636
14,"=","KELLY CLARKSON","Catch My Breath",5883,"-222",-901,"-221",33.259,"-1.586",142,"35",13,6870,767,44.758
15,"=","OLLY MURS","Troublemaker f/Fl...",5624,"+114",615,"+97",31.465,"+0.509",90,"17",15,5624,766,34.402
16,"=","MUMFORD & SONS","I Will Wait",5239,"-37",421,"-137",32.83,"-0.115",71,"23",16,5276,747,36.633
17,"+1","DEMI LOVATO","Heart Attack",5101,"+165",2197,"-270",33.765,"+0.708",17,"10",17,5101,2482,36.928
18,"-1","JUSTIN BIEBER","Beauty And A Beat...",4991,"-60",-812,"+160",30.947,"-0.823",150,"66",2,12731,1998,87.772
19,"=","KREWELLA","Alive",4716,"+66",871,"-10",29.419,"+0.271",38,"62",19,4716,918,32.416
20,"=","OF MONSTERS AND M...","Little Talks",4560,"+19",292,"-61",27.15,"-0.013",119,"27",19,4560,655,29.881
21,"+2","PINK","Just Give Me A Re...",4234,"+122",1473,"-80",27.625,"+1.055",25,"5",21,4234,1553,28.885
22,"=","ONE DIRECTION","Kiss You",3940,"-180",-588,"-166",17.244,"-0.724",54,"56",19,4542,1186,22.924
23,"-2","KE$HA","C'mon",3837,"-433",-2629,"-162",18.126,"-1.836",91,"60",9,8228,1547,54.334
24,"=","FALL OUT BOY","My Songs Know Wha...",3595,"+133",338,"+122",16.258,"+0.282",35,"14",23,3595,1015,17.937
25,"+1","FUN.","Carry On",3345,"+133",575,"+95",18.721,"+0.846",68,"12",25,3345,575,18.721
26,"-1","PINK","Try",3336,"-86",-892,"+161",22.831,"-0.808",140,"43",6,9909,1515,66.33
27,"=","ICONA POP","I Love It f/Charl...",3117,"-9",529,"-167",21.241,"-0.238",37,"18",26,3126,707,23.927
28,"=","TAYLOR SWIFT","22",2912,"+396",2014,"+274",16.213,"+1.865",14,"45",28,2912,2014,16.213
29,"=","CHRIS WALLACE","Remember When (Pu...",2299,"-89",-498,"-65",9.574,"-0.672",217,"146",24,2872,332,15.148
30,"=","MUSE","Madness",2183,"+42",299,"+11",9.473,"+0.313",92,"37",29,2183,385,9.473
31,"=","JUSTIN BIEBER","All Around The Wo...",2022,"+81",697,"-30",14.994,"+0.528",28,"140",31,2022,727,15.832
32,"=","CHER LLOYD","With Ur Love f/Ju...",1764,"+29",208,"-19",8.736,"+0.334",35,"144",32,1764,571,9.477
33,"+1","EMELI SANDE","Next To Me",1735,"+45",313,"+25",13.032,"+0.181",29,"53",33,1735,453,14.032
34,"-1","ALICIA KEYS","Girl On Fire",1625,"-81",-1012,"+87",13.044,"-0.845",145,"41",9,7658,1171,50.899
35,"+1","AFROJACK & CHRIS ...","As Your Friend",1599,"+36",204,"-18",8.337,"+0.409",45,"171",33,1599,362,9.977
36,"+1","BRITT NICOLE","Gold",1437,"-68",-229,"-71",5.088,"-0.283",91,"83",29,1664,314,6.524
37,"+1","NE-YO","Forever Now",1405,"+51",132,"+26",9.918,"-0.001",51,"247",35,1405,269,11.68
38,"-3","NELLY","Hey Porsche",1400,"-201",-980,"-138",7.411,"-0.818",58,"48",26,2524,673,14.908
39,"+1","BAAUER","Harlem Shake",1209,"+3",-68,"-31",4.996,"+0.223",24,"6",38,1277,488,6.257
