"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",13475,34,1175,-148,91.539,1.105,79,"5",1,13475,1593,91.539
2,"=","PINK","Blow Me (One Last Ki...",12731,9,302,27,89.943,0.466,93,"35",1,12747,2737,89.943
3,"=","JUSTIN BIEBER","As Long As You Love ...",11405,159,1002,83,78.177,-0.217,92,"16",3,11405,1300,78.394
4,"=","OWL CITY & CARLY RAE...","Good Time",10567,14,449,-49,69.557,0.364,101,"22",4,10567,1961,69.602
5,"=","NEON TREES","Everybody Talks",10137,-134,-428,-144,60.137,-1.031,179,"30",3,10891,1632,66.269
6,"=","TAYLOR SWIFT","We Are Never Ever Ge...",9886,112,971,20,71.08,0.215,52,"6",6,9886,4592,71.08
7,"+1","FUN.","Some Nights",9618,106,886,61,62.868,0.706,117,"7",7,9618,1295,62.868
8,"-1","FLO RIDA","Whistle",9308,-282,-1397,-71,55.859,-1.591,122,"18",1,12179,1412,76.089
9,"=","ALEX CLARE","Too Close",8392,110,850,7,54.408,1.068,129,"13",9,8392,1328,54.408
10,"=","ELLIE GOULDING","Lights",7126,-144,-911,-55,53.697,-0.862,238,"63",1,13999,1482,101.262
11,"=","CHRIS BROWN","Don't Wake Me Up",6393,69,625,-15,48.925,0.176,110,"31",11,6393,982,48.925
12,"+1","KATY PERRY","Wide Awake",5994,-121,-705,11,39.114,-0.809,136,"56",1,14124,2824,100.029
13,"-1","NICKI MINAJ","Pound The Alarm",5982,-198,-520,-173,35.898,-1.102,81,"53",11,6583,1036,45.522
14,"=","ENRIQUE IGLESIAS","Finally Found You f/...",5365,68,558,-15,34.551,0.71,37,"36",14,5365,1803,34.551
15,"=","PSY","Gangnam Style",5291,150,1145,-9,41.041,1.105,26,"3",15,5291,1695,41.041
16,"=","NE-YO","Let Me Love You",4768,104,792,-29,37.549,0.547,57,"24",16,4768,821,37.549
17,"=","KARMIN","Hello",4489,17,158,-23,23.395,-0.085,59,"64",16,4491,1012,25.698
18,"+1","KE$HA","Die Young",4036,271,2218,-173,32.615,1.857,10,"8",18,4036,3842,36.112
19,"-1","TRAIN","50 Ways To Say Goodb...",4005,40,386,25,21.654,0.349,62,"20",17,4005,717,21.654
20,"=","ONE DIRECTION","Live While We're You...",3784,115,1819,302,23.576,0.39,15,"4",20,3784,2151,23.576
21,"=","DAVID GUETTA","I Can Only Imagine f...",3579,10,246,-2,20.985,0.664,68,"70",19,3579,589,21.757
22,"=","CHRISTINA AGUILERA","Your Body",3451,49,479,-71,19.915,0.176,21,"49",21,3451,2059,19.915
23,"=","USHER","Numb",3251,64,353,24,17.541,0.082,33,"107",22,3251,1028,17.541
24,"=","LINKIN PARK","Burn It Down",2626,29,150,46,12.14,0.006,121,"91",23,2626,475,12.14
25,"+1","RIHANNA","Diamonds",2599,339,1291,116,20.775,1.642,9,"9",24,2812,2812,29.279
26,"-1","CHER LLOYD","Want U Back",2280,-121,-676,-28,12.948,-0.586,146,"40",9,8069,1103,45.503
27,"=","ONEREPUBLIC","Feel Again",2216,29,200,38,10.627,0.21,29,"44",26,2216,813,10.627
28,"=","PHILLIP PHILLIPS","Home",2138,47,307,37,12.963,0.245,86,"15",28,2138,311,12.963
29,"+3","BRUNO MARS","Locked Out Of Heaven",1730,309,1730,309,14.152,2.526,4,"10",29,1730,1730,14.152
30,"-1","ED SHEERAN","The A Team",1620,50,251,24,12.204,0.554,47,"33",29,1620,251,12.204
31,"=","TREY SONGZ","2 Reasons f/T.I.",1474,31,172,22,8.565,0.141,47,"97",31,1474,243,8.565
32,"+1","FLO RIDA","I Cry",1458,61,492,24,8.446,0.235,20,"46",32,1458,492,8.446
33,"-3","CONOR MAYNARD","Vegas Girl",1357,-164,-453,-144,6.201,-0.789,69,"180",27,1870,280,8.839
34,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1326,21,178,15,5.462,0.171,33,"148",33,1326,352,5.462
35,"=","AUSTIN MAHONE","Say Somethin",1062,-28,-52,-36,4.228,-0.082,63,"273",35,1121,195,4.861
36,"+1","ZEDD","Spectrum f/Matthew K...",1021,-39,-123,-23,5.267,-0.098,45,"341",33,1198,305,6.722
37,"+1","THE SCRIPT","Hall Of Fame f/will....",1018,-8,84,-45,4.139,0.015,19,"90",37,1026,468,4.139
38,"+1","CHRIS WALLACE","Remember When (Push ...",988,2,96,-20,3.036,0.062,54,"--",37,988,122,3.036
39,"-3","OLLY MURS","Heart Skips A Beat",957,-109,-985,46,4.735,-0.439,84,"147",25,2416,401,13.274
40,"=","BRIDGIT MENDLER","Ready Or Not",895,11,159,-2,3.829,0.045,32,"116",39,895,218,3.829
41,"=","MEGAN & LIZ","Bad For Me",764,11,103,-2,2.502,0.071,26,"--",40,764,313,3.348
42,"=","IMAGINE DRAGONS","It's Time",598,16,193,-18,2.088,0.073,12,"39",42,598,230,2.088
43,"=","BOYS LIKE GIRLS","Be Your Everything",581,8,176,-23,1.798,0.091,12,"--",43,581,199,1.798
44,"+1","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",570,26,169,13,4.136,0.072,26,"78",43,570,169,4.136
45,"-1","KANYE WEST","Mercy f/Big Sean/Pus...",553,-2,-52,15,4.4,0.198,45,"54",40,699,131,6.418
46,"=","ELLIE GOULDING","Anything Could Happe...",518,36,50,50,3.249,0.401,12,"86",44,518,406,3.249
