"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","WANTED Glad You Came",13626,"+50",10,"+35",100.998,"+0.328",100,"8",1,13712,1363,100.998
"2",2,"=","FUN. We Are Young f/Janelle Monae",13519,"+112",568,"-89",104.125,"+0.430",55,"3",2,13519,2738,104.125
"3",3,"=","KATY PERRY Part Of Me",11694,"-47",247,"-158",76.946,"-0.272",64,"15",3,11741,3625,77.218
"4",4,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",11294,"-154",-835,"-174",84.078,"-0.976",100,"20",1,13549,2321,99.332
"5",5,"=","FLO RIDA Wild Ones f/Sia",10147,"+297",1787,"+100",74.351,"+1.556",73,"7",5,10147,1787,74.351
"6",6,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",8598,"-285",-1590,"+73",60.801,"-1.718",128,"45",2,12506,1674,92.019
"7",7,"=","GYM CLASS HEROES Ass Back Home",8490,"-368",-1802,"-230",61.213,"-2.044",145,"42",4,11001,1379,73.574
"8",8,"=","CALVIN HARRIS Feel So Close",7810,"+68",282,"-9",54.529,"+0.017",68,"19",8,7810,1329,55.352
"9",9,"+1","NICKI MINAJ Starships",7680,"+172",635,"+34",60.065,"+1.392",63,"9/47",9,7680,1834,60.065
"10",10,"+2","JUSTIN BIEBER Boyfriend",7539,"+107",860,"-101",51.234,"+0.024",22,"5",10,7539,4726,51.492
"11",11,"-2","DRAKE Take Care f/Rihanna",7532,"-32",-4,"-56",60.091,"-0.132",101,"27",8,7620,1220,60.618
"12",12,"-1","ONE DIRECTION What Makes You Beautiful",7527,"+60",631,"-123",50.613,"-0.135",48,"4",11,7527,1579,50.748
"13",13,"=","ADELE Rumour Has It",6665,"+156",1040,"-22",42.436,"+0.552",44,"23",13,6665,1514,42.436
"14",14,"=","GOTYE Somebody That I Used To Know",6436,"+209",1163,"+82",45.099,"+1.416",47,"1",14,6436,1560,45.099
"15",15,"=","ADELE Set Fire To The Rain",5593,"-156",-1045,"+112",40.346,"-0.920",144,"30",1,13928,2301,95.946
"16",16,"=","KARMIN Broken Hearted",5336,"+42",383,"-11",31.947,"+0.142",58,"24",16,5336,936,31.947
"17",17,"=","TRAIN Drive By",5012,"+46",322,"-5",29.431,"+0.230",93,"10",17,5012,601,29.431
"18",18,"=","CARLY RAE JEPSEN Call Me Maybe",4986,"+131",1264,"-34",32.506,"+0.818",37,"6",18,4986,1298,32.506
"19",19,"=","B.O.B So Good",4589,"+71",478,"+48",31.489,"+0.378",45,"12",18,4589,1013,31.489
"20",20,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4024,"+115",1225,"-154",26.357,"+0.398",18,"22",20,4024,2243,26.357
"21",21,"=","TAYLOR SWIFT Eyes Open",3774,"+31",766,"-137",21.757,"+0.087",23,"14",21,3774,1442,21.757
"22",22,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3491,"-120",-961,"+5",23.882,"-1.228",145,"29",10,7182,1174,48.863
"23",23,"=","CHRIS BROWN Turn Up The Music",2514,"-151",-1034,"-2",18.64,"-0.572",76,"48",17,4894,987,33.507
"24",24,"=","PITBULL Back In Time",2150,"+45",808,"-108",11.077,"+0.166",19,"80",24,2150,916,11.077
"25",25,"=","ELLIE GOULDING Lights",2046,"+37",378,"-4",11.337,"+0.154",67,"46",24,2046,431,11.337
"26",26,"=","DRAKE The Motto f/Lil Wayne",1789,"+49",272,"+42",17.598,"+0.125",58,"25",26,1789,321,17.598
"27",27,"=","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1696,"+41",253,"+48",9.414,"+0.055",44,"162",27,1696,461,9.414
"28",28,"=","DEMI LOVATO Give Your Heart A Break",1622,"+40",293,"-15",11.043,"+0.218",48,"60",28,1622,362,11.043
"29",29,"=","HAVANA BROWN We Run The Night f/Pitbull",1516,"+14",93,"-21",10.84,"-0.038",65,"116",27,1516,237,10.967
"30",30,"=","RIHANNA Talk That Talk f/Jay Z",1330,"-93",-743,"-42",7.779,"-0.176",70,"74",24,2226,339,12.882
"31",31,"=","NEON HITCH F U Betta",1242,"+29",136,"+3",4.246,"+0.168",44,"493",31,1242,215,4.246
"32",32,"=","CHRIS RENE Young Homie",1188,"+17",147,"+0",4.378,"+0.156",37,"133",32,1188,213,4.378
"33",33,"=","CHRISTINA PERRI A Thousand Years",925,"-55",-358,"+17",4.535,"-0.377",103,"44",23,2055,280,9.423
"34",34,"=","USHER Climax",897,"-8",81,"-26",3.655,"-0.041",30,"32",34,905,348,3.895
"35",35,"=","WALLPAPER F**king Best Song Everrr",892,"-10",-14,"-22",3.675,"-0.017",32,"--",34,908,262,3.847
"36",36,"=","HOT CHELLE RAE Honestly",816,"+19",208,"-22",3.064,"-0.005",16,"301",36,816,284,3.069
"37",37,"+1","DAVID GUETTA Titanium f/Sia",612,"+48",381,"+21",4.685,"+0.498",9,"85",37,612,381,4.685
