"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
23,"+2","MARTIN SOLVEIG & DRAGONETTE Hello",3384,"+111",240,"+84",21.356,"+0.815",19,23,3384,605,21.356
24,"+2","TAYLOR SWIFT The Story Of Us",2668,"+47",79,"-39",13.529,"+0.386",19,24,2668,587,13.529
25,"+2","LADY GAGA Born This Way",2560,"-30",-361,"+85",13.555,"-0.308",19,19,3651,0,20.436
26,"+2","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2352,"+118",864,"+41",16.231,"+0.741",17,26,2352,864,16.231
27,"+2","NICKI MINAJ Super Bass",2315,"+140",834,"+113",12.607,"+0.659",19,27,2315,834,12.607
28,"+2","CHRIS BROWN Look At Me Now",1770,"+37",-91,"-13",12.381,"+0.434",19,28,1861,229,12.746
29,"+3","SHONTELLE Say Hello To Goodbye",1634,"+80",140,"+83",5.155,"+0.542",19,29,1634,142,5.155
30,"+4","RIHANNA California King Bed",1594,"+85",562,"+6",8.402,"+0.480",14,30,1594,616,8.402
31,"+2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1557,"+28",248,"+9",6.885,"+0.299",19,31,1557,525,6.885
32,"-1","AVRIL LAVIGNE What The Hell",1536,"-45",-409,"+9",7.408,"-0.276",19,24,2903,0,13.876
33,"+3","MAROON 5 Never Gonna Leave This Bed",1348,"+9",115,"-31",4.804,"+0.045",19,33,1348,312,4.828
34,"+1","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",1212,"-133",-1078,"+33",5.945,"-0.671",19,21,3233,127,13.744
35,"+2","DR. DRE I Need A Doctor f/Eminem",1120,"-75",-681,"+96",9.046,"-0.543",19,20,3521,0,21.933
36,"+2","THE READY SET Young Forever",997,"-9",19,"-14",2.456,"-0.003",19,36,1006,107,2.494
37,"+4","NEON TREES Your Surrender",945,"-6",67,"-30",2.15,"+0.018",19,37,951,173,2.192
38,"+1","BRITNEY SPEARS Hold It Against Me",908,"-55",-171,"-75",5.876,"-0.405",19,37,1171,58,8.927
39,"+4","THE BAND PERRY If I Die Young",904,"+29",217,"+12",3.431,"+0.143",19,39,904,217,3.431
40,"+2","NICKI MINAJ Moment 4 Life f/Drake",850,"-46",-331,"+40",6.482,"-0.193",19,29,2036,0,13.564
41,"-1","BIG TIME RUSH Boyfriend",793,"-167",-998,"-136",3.005,"-0.659",19,30,1912,197,7.455
42,"+2","MY CHEMICAL ROMANCE Sing",778,"-70",-478,"+38",4.118,"-0.485",19,29,2009,0,7.995
43,"+4","NICOLE SCHERZINGER Right There",739,"+72",464,"+60",6.231,"+0.581",3,43,739,464,6.231
44,"+1","T-PAIN Best Love Song f/Chris Brown",709,"+4",105,"-9",2.973,"+0.000",17,44,709,151,3.001
45,"+1","STEVEN TYLER (It) Feels So Good",676,"-2",197,"-55",3.023,"-0.026",8,45,678,326,3.087
46,"+3","CHRIS BROWN She Ain't You",627,"+1",111,"-27",4.994,"-0.009",8,46,627,201,5.003
47,"+3","KATY PERRY Last Friday Night (T.G.I.F.)",625,"+57",362,"+39",5.231,"+0.526",2,47,625,362,5.231
48,"--","AVRIL LAVIGNE Smile",494,"--",226,"--",1.267,"--",1,48,494,226,1.267
49,"--","TRAIN Save Me San Francisco",492,"--",92,"--",1.827,"--",1,49,492,92,1.827
50,"--","FAR EAST MOVEMENT If I Was You (OMG) f/S...",440,"--",-188,"--",1.416,"--",17,45,655,108,2.201
