"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","TAYLOR SWIFT","I Knew You Were T...",15215,80,1638,-242,119.205,0.606,67,"3",1,15215,2452,119.205
"2",2,"=","BRUNO MARS","Locked Out Of Hea...",14119,-22,-596,233,114.187,-0.632,116,"6",1,15928,2790,124.488
"3",3,"=","LUMINEERS","Ho Hey",13054,-164,-444,-153,98.173,-1.468,131,"5",2,13545,1921,101.636
"4",4,"=","JUSTIN BIEBER","Beauty And A Beat...",12615,23,408,-94,86.496,0.119,99,"14",4,12615,1998,86.496
"5",5,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",10678,244,1463,94,82.245,1.473,138,"8",5,10678,1463,82.245
"6",6,"=","PINK","Try",9575,13,507,-187,61.276,0.682,89,"15",6,9575,1515,61.276
"7",7,"=","FLO RIDA","I Cry",9043,-332,-1541,-172,66.787,-2.262,132,"30",4,11195,1268,84.885
"8",8,"=","WILL.I.AM & BRITN...","Scream And Shout",8385,260,1162,101,65.901,1.534,61,"4",8,8385,1543,65.901
"9",9,"=","ED SHEERAN","The A Team",7984,-127,-287,-101,51.541,-0.926,159,"32",8,8381,1183,56.912
"10",10,"=","RIHANNA","Diamonds",7501,-274,-1787,38,53.735,-1.698,121,"34",2,13317,2812,96.67
"11",11,"=","ALICIA KEYS","Girl On Fire",7186,24,403,-39,50.899,0.375,94,"16/81",11,7186,1171,50.899
"12",12,"=","MAROON 5","Daylight",6512,145,909,20,45.564,0.876,63,"9",12,6512,1101,45.564
"13",13,"=","PITBULL","Don't Stop The Pa...",6294,45,47,1,40.432,-0.013,110,"17",12,6294,675,41.893
"14",14,"=","CALVIN HARRIS","Sweet Nothing f/F...",6183,46,690,-18,52.265,1.168,71,"12",14,6183,875,52.265
"15",15,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",6128,157,987,-27,53.939,1.658,68,"1",15,6128,1469,53.939
"16",16,"=","KE$HA","C'mon",6056,167,717,105,44.628,0.888,40,"24",16,6056,1547,44.628
