"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",13914,"+24",528,"-28",85.967,"+0.148",124,"8",1,13914,1685,85.967
"2",2,"=","ADELE Someone Like You",13534,"+32",171,"+71",90.327,"+0.042",85,"3",2,13563,2614,91.686
"3",3,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",13363,"-102",-403,"-137",89.582,"-0.891",114,"5",1,14127,1893,93.336
"4",4,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",11301,"+39",173,"-38",69.945,"-0.024",139,"12",4,11301,1097,70.438
"5",5,"+1","DAVID GUETTA Without You f/Usher",10707,"+37",936,"-101",66.28,"+0.884",65,"7",5,10707,1586,66.28
"6",6,"-1","FOSTER THE PEOPLE Pumped Up Kicks",10671,"-117",-770,"-69",60.251,"-0.885",109,"4",3,12112,1356,70.246
"7",7,"=","LMFAO Sexy And I Know It",8943,"+146",1249,"+0",57.68,"+0.628",65,"2",7,8943,1530,57.68
"8",8,"+1","RIHANNA We Found Love f/Calvin Harris",7927,"+138",1091,"-31",56.008,"+1.202",36,"1",8,7927,2184,56.008
"9",9,"-1","DEV In The Dark",7852,"+4",161,"+2",49.147,"-0.206",94,"18",8,7856,1224,50.748
"10",10,"=","LADY GAGA You And I",7459,"-80",-336,"-79",37.793,"-0.539",83,"17",7,7824,1553,44.474
"11",11,"=","LMFAO Party Rock Anthem",6611,"-59",-201,"-104",42.855,"-0.447",173,"10",1,14043,1859,94.193
"12",12,"=","JASON DERULO It Girl",6311,"+71",474,"+40",28.401,"-0.137",74,"13",12,6311,1048,28.538
"13",13,"=","PITBULL Give Me Everything f/Ne-Yo",5695,"-75",-272,"-92",38.798,"-0.542",173,"40",1,14233,1811,95.596
"14",14,"=","BAD MEETS EVIL Lighters f/Bruno Mars",5486,"-125",-731,"-109",35.749,"-0.325",127,"63",2,11835,1599,78.403
"15",15,"=","NICKI MINAJ Super Bass",5316,"-29",-232,"+59",36.855,"+0.482",173,"29",3,12009,1188,73.23
"16",16,"=","KELLY CLARKSON Mr. Know It All",5290,"+2",217,"-50",26.053,"-0.235",57,"9",16,5307,1093,26.288
"17",17,"=","BRUNO MARS It Will Rain",4616,"+193",992,"+38",26.301,"+1.525",28,"14",17,4616,1337,26.301
"18",18,"+2","KATY PERRY The One That Got Away",4417,"+158",1223,"+20",29.826,"+1.030",24,"25",18,4417,1631,29.826
"19",19,"-1","BRITNEY SPEARS I Wanna Go",4311,"-75",-533,"-19",29.026,"-0.361",139,"86",1,12853,1768,82.422
"20",20,"-1","ALEXANDRA STAN Mr. Saxobeat",4229,"-54",-302,"-33",34.697,"-0.621",99,"58",18,4585,673,38.816
"21",21,"=","NICKI MINAJ Fly f/Rihanna",3985,"+118",902,"-45",21.404,"+0.594",43,"30",21,3985,987,21.404
"22",22,"=","FLO RIDA Good Feeling",3725,"+163",1000,"-5",23.178,"+1.864",36,"6",22,3725,1066,23.178
"23",23,"=","BRITNEY SPEARS Criminal",3238,"+8",345,"-145",16.456,"+0.165",40,"51",23,3238,669,16.456
"24",24,"+1","ANDY GRAMMER Keep Your Head Up",3032,"-35",-102,"-36",13.047,"-0.023",127,"95",21,3215,355,13.959
"25",25,"-1","THE SCRIPT Nothing",2975,"-189",-1131,"-198",15.24,"-0.701",93,"43",18,4360,722,20.667
"26",26,"=","SELENA GOMEZ & THE SCENE Love You Like A...",2683,"+23",259,"-22",13.286,"+0.238",69,"37",26,2683,366,13.286
"27",27,"=","LIL WAYNE How To Love",2242,"-18",-160,"+21",14.774,"-0.079",148,"39",9,8047,1328,45.275
"28",28,"+1","T-PAIN 5 O'clock f/Wiz Khalifa",1849,"+82",483,"-7",12.6,"+0.412",23,"11",28,1849,595,12.6
"29",29,"-1","GAVIN DEGRAW Not Over You",1798,"+30",213,"-45",8.791,"+0.161",67,"35",28,1798,310,8.791
"30",30,"=","JESSIE J Domino",1683,"+16",167,"-16",7.753,"+0.248",45,"68",30,1683,335,7.753
"31",31,"=","RIHANNA Cheers (Drink To That)",1592,"-19",-435,"+64",7.767,"-0.198",95,"31",10,8085,1594,43.942
"32",32,"=","LADY ANTEBELLUM Just A Kiss",1508,"+27",288,"-21",6.009,"-0.018",40,"34",32,1508,332,6.062
"33",33,"=","NICOLE SCHERZINGER Don't Hold Your Breat...",1486,"+45",162,"+1",4.747,"+0.552",35,"166",33,1486,446,4.747
"34",34,"=","HOT CHELLE RAE I Like It Like That f/New...",1462,"+54",158,"+21",6.118,"+0.371",31,"66",34,1462,407,6.118
