"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",13830,"-25",-358,"-33",104.48,"+0.259",92,"2",1,14242,2018,106.394
2,"=","FUN. We Are Young f/Janelle Monae",12067,"-151",-809,"-104",89.544,"-1.411",100,"9",1,14439,2738,110.772
3,"+1","CARLY RAE JEPSEN Call Me Maybe",11800,"+205",1284,"-75",89.141,"+1.886",82,"1",3,11800,1595,89.141
4,"-1","NICKI MINAJ Starships",11775,"-43",-259,"-5",87.276,"+0.062",108,"17/40",3,12071,1834,87.938
5,"=","ONE DIRECTION What Makes You Beautiful",11420,"-6",55,"-50",77.099,"+0.098",93,"11",4,11426,1579,77.099
6,"=","FLO RIDA Wild Ones f/Sia",10315,"-262",-1775,"-35",81.403,"-0.969",118,"10",2,12595,1940,93.589
7,"=","MAROON 5 Payphone f/Wiz Khalifa",10311,"+256",1224,"+101",74.962,"+1.588",46,"4",7,10311,3415,74.962
8,"=","WANTED Glad You Came",8657,"-77",-1025,"+57",67.398,"-0.463",145,"24",1,13712,1363,101.962
9,"=","JUSTIN BIEBER Boyfriend",7029,"+72",331,"-2",46.274,"+0.285",67,"8",9,7937,4726,51.492
10,"=","USHER Scream",6959,"+110",441,"+44",47.735,"+0.636",36,"14",9,6959,2323,47.735
11,"=","KARMIN Broken Hearted",6755,"+37",207,"-16",44.599,"-0.013",103,"15",10,6755,936,44.612
12,"=","RIHANNA Where Have You Been",6676,"+114",553,"-34",51.317,"+0.735",47,"7",12,6676,1884,51.317
13,"=","TRAIN Drive By",6039,"-10",-81,"-39",35.925,"-0.386",138,"19",13,6123,601,36.311
14,"+2","ELLIE GOULDING Lights",5640,"+118",661,"-15",36.772,"+0.766",112,"20",14,5640,786,36.772
15,"-1","KATY PERRY Part Of Me",5635,"-84",-680,"+10",44.244,"-1.003",109,"49",3,12039,3625,78.553
16,"-1","KELLY CLARKSON Stronger (What Doesn't Ki...",5508,"-61",-472,"+59",34.197,"-0.746",145,"36",1,13549,2321,99.332
17,"=","PITBULL Back In Time",5380,"+40",269,"-21",33.548,"+0.637",64,"5",17,5380,925,33.548
18,"=","ADELE Rumour Has It",5108,"-117",-1223,"+80",31.482,"-0.562",89,"46",8,8497,1514,56.313
19,"=","CALVIN HARRIS Feel So Close",4507,"-58",-551,"+82",30.506,"-0.679",113,"33",7,8145,1329,55.352
20,"=","DAVID GUETTA Titanium f/Sia",4407,"+160",722,"+85",32.055,"+0.758",54,"16",20,4407,742,32.055
21,"=","GYM CLASS HEROES Fighter f/Ryan Tedder",4223,"+146",1014,"-7",24.934,"+1.096",32,"28",21,4223,1441,24.934
22,"=","DEMI LOVATO Give Your Heart A Break",3509,"+42",80,"+13",24.274,"+0.376",93,"27",21,3509,665,24.274
23,"=","DRAKE Take Care f/Rihanna",3287,"-59",-455,"-47",27.7,"-0.402",146,"81",8,7620,1220,60.618
24,"=","KATY PERRY Wide Awake",3150,"+412",2370,"+151",21.92,"+2.646",10,"12",24,3150,2370,21.92
25,"=","HAVANA BROWN We Run The Night f/Pitbull",2722,"+12",145,"-22",22.151,"-0.021",110,"34",24,2722,278,22.172
