"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",13976,76,535,-57,93.877,0.176,24,1,13976,2273,93.877
2,"=","KATY PERRY E.T.",12904,-15,-476,36,88.69,-0.025,24,1,14624,0,96.745
3,"=","BLACK EYED PEAS Just Can't Get Enough",12755,-128,-526,-127,79.873,-0.614,24,2,13366,715,84.474
4,"=","BRITNEY SPEARS Till The World Ends",11216,-66,-499,23,71.975,-0.303,24,3,11896,966,75.819
5,"=","BRUNO MARS Lazy Song",10676,124,333,28,59.902,0.096,24,5,10676,1054,60.439
6,"=","JENNIFER LOPEZ F/PITBULL On The Floor",9911,-63,-238,-43,61.142,-0.498,24,5,10169,668,65.118
7,"=","PITBULL Give Me Everything f/Ne-Yo",9335,195,1207,-1,67.77,1.519,24,7,9335,1811,67.77
8,"=","TINIE TEMPAH Written In The Stars",7879,-119,-563,-56,43.036,-0.264,24,7,8819,756,54.175
9,"=","LUPE FIASCO The Show Goes On",6433,132,660,78,39.482,0.72,24,9,6433,1005,39.482
10,"+1","LADY GAGA The Edge Of Glory",5970,187,977,-15,35.64,0.984,24,10,5970,2193,35.64
11,"-1","KE$HA Blow",5938,-122,-959,65,36.756,-0.405,24,4,10135,0,56.264
12,"=","RIHANNA S&M",5690,-78,-844,83,37.894,-0.304,24,5,10081,0,64.524
13,"=","JESSIE J Price Tag f/B.O.B",5624,-14,-286,35,27.595,-0.288,24,12,5959,582,30.453
14,"=","THE SCRIPT For The First Time",5469,-156,-649,-118,29.711,-0.535,24,11,6229,433,33.625
15,"=","JEREMIH Down On Me f/50 Cent",4811,-114,-958,52,27.177,-0.464,24,10,8052,153,44.2
16,"=","WIZ KHALIFA Roll Up",4516,77,402,3,25.118,0.392,24,16,4516,725,25.118
17,"=","JASON DERULO Don't Wanna Go Home",4400,162,1006,16,24.003,0.93,22,17,4400,1463,24.003
18,"+1","LMFAO Party Rock Anthem",4334,158,912,51,31.571,1.187,24,18,4334,912,31.571
19,"-1","SELENA GOMEZ & THE SCENE Who Says",4281,50,195,36,25.119,0.421,24,17,4281,707,25.119
