"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ZAYN","Pillowtalk",17770,134,1046,-58,107.679,1.294,93,"39",1,17770,2441,107.679
2,"=","MIKE POSNER","I Took A Pill In Ibiza",16931,171,1426,126,104.828,0.661,107,"14",2,16931,1578,104.828
3,"=","LUKAS GRAHAM","7 Years",16847,177,1660,-98,102.304,1.372,105,"8",3,16847,2077,102.304
4,"+2","FIFTH HARMONY","Work From Home",12787,220,1089,208,74.277,1.116,65,"12",4,12787,4059,74.277
5,"-1","DNCE","Cake By The Ocean",12666,-439,-2184,-252,73.234,-2.049,214,"22",2,15763,1185,92.576
6,"-1","G-EAZY","Me Myself And I f/Bebe Rexha",12610,-397,-2205,-199,76.378,-2.431,115,"55",1,16250,1836,97.757
7,"=","MEGHAN TRAINOR","NO",11763,-152,-569,-104,60.884,-1.172,58,"13",7,12552,5498,69.649
8,"=","JUSTIN BIEBER","Love Yourself",11567,-259,-1175,-254,77.335,-2.179,149,"37",1,19000,4103,124.28
9,"+1","ZARA LARSSON & MNEK","Never Forget You",10885,41,420,-90,62.615,0.285,88,"21",9,10885,1534,62.615
10,"-1","FLO RIDA","My House",10802,-158,-894,-70,66.753,-0.511,195,"15",1,18123,2285,104.909
11,"=","ARIANA GRANDE","Dangerous Woman",9591,177,826,124,54.346,0.888,51,"16",11,9591,4214,54.346
12,"=","THE CHAINSMOKERS","Don't Let Me Down f/Daya",9361,230,1464,41,59.675,1.443,49,"10",12,9361,1906,59.675
13,"=","DJ SNAKE","Middle f/Bipolar Sunshine",8717,59,500,80,45.781,0.485,105,"45",12,8717,1239,45.781
14,"=","NICK JONAS","Close f/Tove Lo",6875,102,461,70,33.677,0.039,37,"28",14,6875,3392,33.925
15,"=","SELENA GOMEZ","Hands To Myself",6371,-141,-1601,113,38.326,-0.379,119,"92",1,16291,1952,91.457
16,"+1","DRAKE","One Dance f/Wizkid & Kyla",5958,398,2414,107,40.531,2.343,21,"1",16,5958,2414,40.531
17,"-1","ALESSIA CARA","Wild Things",5804,55,332,-2,27.797,1.089,91,"75",16,5804,814,27.797
18,"=","JASON DERULO","If It Ain't Love",5614,135,692,-14,26.875,0.36,30,"111",17,5614,2192,26.875
19,"=","JAMES BAY","Let It Go",4962,54,682,-92,27.483,0.448,70,"31",19,4962,885,27.483
20,"+2","RUTH B.","Lost Boy",3725,85,465,50,17.663,0.554,76,"19",20,3725,530,17.663
21,"+2","IGGY AZALEA","Team",3646,37,235,14,12.367,-0.155,42,"82",21,3646,1132,12.711
22,"+2","PINK","Just Like Fire",3463,153,1452,-88,16.308,0.894,16,"40",22,3463,2189,16.308
23,"-3","JUSTIN BIEBER","Company",3463,-442,-2367,-291,16.564,-2.203,63,"158",16,6486,2006,31.446
24,"+1","RIHANNA","Kiss It Better",3371,68,562,-11,15.433,0.234,25,"87",24,3371,1133,15.449
25,"-4","TROYE SIVAN","Youth",3309,-358,-1847,-273,13.351,-1.414,119,"67",17,5443,660,22.213
26,"=","RIHANNA","Work f/Drake",3000,-71,-1131,276,19.677,-0.684,95,"34",8,11661,3999,67.246
27,"=","GRACE","You Don't Own Me f/G-Eazy",2740,113,507,128,10.974,-0.068,44,"63",27,2740,603,11.042
28,"=","PITBULL F/ENRIQUE IGLESIAS","Messin' Around",2506,18,374,-35,11.22,0.187,23,"59",28,2506,1675,13.913
29,"=","FLUME","Never Be Like You f/Kai",2312,45,439,-48,12.064,0.388,47,"81",29,2312,487,12.064
30,"=","TWENTY ONE PILOTS","Ride",2156,86,693,-71,8.502,0.587,21,"65",30,2156,764,8.502
31,"=","SIA","Cheap Thrills",1897,96,302,64,8.347,0.692,54,"90",30,1897,302,8.347
32,"+2","CALVIN HARRIS","This Is What You... f/Rihanna",1679,279,1679,279,17.678,2.709,2,"2",32,1679,1679,17.678
33,"-1","MAJOR LAZER","Light It Up f/Nyla",1572,-58,109,-113,5.558,-0.199,60,"162",32,1630,288,5.795
34,"-1","ROBIN SCHULZ","Sugar f/Francesco Yates",1572,-8,-125,18,11.753,-0.039,156,"209",13,7836,1193,44.484
35,"=","JEREMIH","Oui",1411,31,190,6,4.256,0.175,42,"69",34,1411,263,4.256
36,"+1","DESIIGNER","Panda",1386,97,693,33,9.579,0.601,11,"7/60",36,1386,693,9.579
37,"-1","DAYA","Sit Still, Look Pretty",1341,16,219,-27,4.107,0.046,35,"126",36,1341,250,4.107
38,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",1252,-37,-147,-63,3.093,-0.112,59,"214",32,1409,560,3.761
39,"+1","ELLIE GOULDING","Army",1224,103,691,-11,3.817,0.402,7,"--",39,1224,733,3.817
40,"+2","MELANIE MARTINEZ","Pity Party",1105,16,102,3,3.384,0.173,33,"190",40,1105,316,3.384
41,"-2","PANIC! AT THE DISCO","Victorious",1094,-98,-445,-86,3.034,-0.369,64,"123",29,1641,273,4.676
42,"+3","BEBE REXHA","No Broken Hearts f/Nicki Minaj",1065,69,239,44,3.182,0.472,16,"344",42,1065,270,3.182
43,"-2","GWEN STEFANI","Make Me Like You",1045,-62,-978,171,2.77,-0.398,73,"146",23,3265,1040,10.548
44,"=","HALSEY","Colors",1000,-1,-54,12,2.7,-0.037,56,"317",38,1076,304,2.982
45,"-2","TAYLOR SWIFT","New Romantics",984,-104,-651,-51,5.253,-0.361,67,"85",17,5862,2558,28.461
46,"=","BELLY","Might Not f/The Weeknd",931,17,201,-23,4.063,0.076,20,"116",44,931,246,4.063
47,"=","ELLE KING","America's Sweetheart",738,15,62,15,1.773,0.016,32,"79",44,738,345,1.773
48,"=","TIMEFLIES","Once In A While",704,48,380,-6,1.596,0.1,4,"729",48,704,423,1.596
49,"=","TRYON","Somebody To Love Me",648,4,76,-9,0.915,-0.032,20,"--",47,648,95,0.947
50,"=","ALUNAGEORGE","I'm In Control f/Popcaan",639,25,97,24,1.567,0.13,12,"1122",49,639,112,1.567
