"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",14035,54,280,19,101.708,-0.09,95,"3",1,14035,1593,101.798
2,"=","JUSTIN BIEBER","As Long As You Love ...",12447,-8,414,-101,83.542,-0.128,108,"15",2,12455,1300,83.938
3,"=","TAYLOR SWIFT","We Are Never Ever Ge...",12319,57,770,-196,79.002,0.379,68,"8",3,12319,4592,79.002
4,"=","FUN.","Some Nights",11427,27,421,-53,74.821,-0.068,133,"5",4,11427,1295,75.22
5,"+1","ALEX CLARE","Too Close",10116,101,784,36,65.098,1.127,145,"14",5,10116,1328,65.098
6,"+1","OWL CITY & CARLY RAE...","Good Time",9925,-90,-562,-34,65.142,-1.105,117,"19",4,10627,1961,71.832
7,"-2","PINK","Blow Me (One Last Ki...",9839,-230,-1599,22,71.814,-1.402,109,"40",1,12762,2737,90.315
8,"=","CHRIS BROWN","Don't Wake Me Up",8365,88,892,-34,60.188,1.228,126,"24",8,8365,1062,60.188
9,"=","NEON TREES","Everybody Talks",7704,-280,-1226,-117,44.492,-1.892,195,"29",3,10891,1632,66.269
10,"=","KE$HA","Die Young",7316,143,1194,-23,52.087,0.52,26,"2",10,7316,3842,52.087
11,"=","PSY","Gangnam Style",6982,-12,510,-174,53.731,-0.268,42,"1",10,6994,1695,53.999
12,"=","NE-YO","Let Me Love You",6552,61,816,-16,56.717,0.38,73,"16",12,6552,838,56.717
13,"=","ENRIQUE IGLESIAS","Finally Found You f/...",6192,35,490,-46,39.01,-0.074,53,"35",13,6192,1803,39.084
14,"=","RIHANNA","Diamonds",5940,123,1012,-68,41.282,0.476,25,"7",14,5940,2812,41.282
15,"=","FLO RIDA","Whistle",5511,-115,-1533,175,34.665,-0.766,138,"25",1,12179,1412,76.089
16,"=","BRUNO MARS","Locked Out Of Heaven",5109,135,1536,-102,34.986,1.097,20,"4",16,5109,2790,34.986
17,"=","ONE DIRECTION","Live While We're You...",4869,-6,281,-143,25.998,-0.055,31,"21",16,4879,2151,26.785
18,"=","TRAIN","50 Ways To Say Goodb...",4676,48,421,15,26.766,0.441,78,"17",17,4676,717,26.766
19,"=","CHRISTINA AGUILERA","Your Body",3824,22,21,-3,21.568,-0.379,37,"36",19,3824,2059,22.991
20,"=","DAVID GUETTA","I Can Only Imagine f...",3613,-26,-184,-42,22.388,-0.265,84,"66",19,3797,589,24.197
21,"=","USHER","Numb",3588,11,99,46,20.345,0.059,49,"60",21,3602,1028,20.345
22,"+2","FLO RIDA","I Cry",2926,146,839,37,21.17,1.129,36,"9",22,2926,839,21.17
23,"=","PHILLIP PHILLIPS","Home",2889,41,363,13,20.526,0.436,102,"12",23,2889,420,20.526
24,"-2","NICKI MINAJ","Pound The Alarm",2664,-244,-1494,-11,17.292,-1.553,97,"61",11,6583,1036,45.522
25,"=","ONEREPUBLIC","Feel Again",2614,25,285,-30,12.856,0.076,45,"37",25,2614,813,12.856
26,"=","LINKIN PARK","Burn It Down",2374,-102,-237,-65,10.705,-0.568,137,"96",23,2714,475,12.585
27,"=","ED SHEERAN","The A Team",2065,18,201,-6,17.389,0.221,63,"34",27,2065,276,17.389
28,"=","TREY SONGZ","2 Reasons f/T.I.",1846,19,139,-7,9.636,-0.081,63,"93",28,1846,243,10.331
29,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1632,21,70,16,6.558,0.099,49,"99",29,1632,352,6.558
30,"=","KARMIN","Hello",1332,-169,-1716,96,6.635,-0.791,75,"91",16,4491,1012,25.698
31,"=","BRIDGIT MENDLER","Ready Or Not",1247,13,180,-36,7.056,0.006,48,"74",31,1247,232,7.056
