"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ROBIN THICKE","Blurred Lines f/P...",16581,18,-121,58,112.217,-0.221,100,"2/90",1,16771,2544,113.5
2,"=","IMAGINE DRAGONS","Radioactive",13482,-170,-615,-175,86.804,-0.629,126,"9",2,14606,2069,92.777
3,"+1","MAROON 5","Love Somebody",13299,137,610,61,86.18,0.279,94,"26",3,13299,1278,86.892
4,"-1","ZEDD","Clarity f/Foxes",13253,50,248,43,89.642,0.103,153,"19",3,13253,1183,89.642
5,"=","BRUNO MARS","Treasure",10978,-123,-412,-79,63.546,-1.493,98,"18/63",5,11434,2114,69.467
6,"=","CALVIN HARRIS F/E...","I Need Your Love",10208,12,126,-94,68.891,-0.959,134,"35",6,10228,1386,72.137
7,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",9994,35,425,-68,67.437,0.029,85,"13",7,9994,1815,67.437
8,"=","JASON DERULO","The Other Side",9583,-357,-1505,-286,54.51,-1.622,120,"51",5,11323,2399,66.105
9,"+1","ANNA KENDRICK","Cups (Pitch Perfe...",9415,-1,294,-103,58.519,-0.278,142,"15",9,9416,992,59.103
10,"+1","CAPITAL CITIES","Safe And Sound",9322,136,615,22,60.687,1.355,118,"12",10,9322,1083,60.687
11,"-2","DAFT PUNK","Get Lucky",9072,-418,-2584,-167,59.314,-1.3,117,"14",2,14968,2173,99.686
12,"=","MILEY CYRUS","We Can't Stop",8554,53,274,6,48.606,0.262,73,"6",12,8554,1276,48.606
13,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",6698,59,201,-29,38.764,-0.194,36,"54",13,6698,3722,40.113
14,"=","LANA DEL REY","Summertime Sadnes...",6563,207,1707,-63,45.548,0.848,45,"16/28",14,6563,1770,45.548
15,"=","KATY PERRY","Roar",6098,943,6098,943,51.544,6.202,6,"1",15,6098,6098,51.544
16,"=","JUSTIN TIMBERLAKE","Mirrors",5008,-100,-917,17,38.18,-1.004,148,"45",1,16201,3114,111.865
17,"=","JAY Z","Holy Grail f/Just...",4676,123,748,35,29.101,1.045,44,"5",17,4676,2095,29.101
18,"=","SELENA GOMEZ","Come & Get It",4443,-45,-793,81,28.759,-0.361,130,"41",1,14547,2034,86.045
19,"=","ONE DIRECTION","Best Song Ever",4282,0,302,-146,18.967,0.015,28,"17",19,4282,1660,18.967
20,"+1","PHILLIP PHILLIPS","Gone, Gone, Gone",3931,38,367,-20,21.676,0.377,81,"25",20,3931,462,21.676
21,"-1","RIHANNA","Right Now f/David...",3829,-411,-2037,-279,20.165,-2.369,83,"188",15,6098,1144,35.227
22,"=","FLORIDA-GEORGIA L...","Cruise",3672,-137,-1051,-5,16.672,-0.768,144,"31/49",6,10190,1411,52.727
23,"=","PARAMORE","Still Into You",3657,28,219,-18,18.103,0.003,100,"22",23,3657,711,18.419
24,"=","NIKKI WILLIAMS","Glowing",3454,-142,-543,-144,14.7,-0.898,132,"137",20,3997,427,19.002
25,"=","ENRIQUE IGLESIAS","Turn The Night Up",3411,98,609,20,19.032,0.411,26,"55",24,3411,2260,24.628
26,"=","TAYLOR SWIFT","Everything Has .....",3198,47,275,16,18.45,0.317,34,"65",25,3198,990,18.45
27,"=","AVICII","Wake Me Up",2968,214,1310,48,22.282,1.865,21,"7",27,2968,1310,22.282
28,"+2","LADY GAGA","Applause",2821,524,2821,524,26.003,4.019,5,"4",28,2821,2821,26.003
29,"-1","LABRINTH","Beneath Your Beau...",2759,64,33,98,11.378,-0.142,92,"37",26,2761,485,13.99
30,"-1","BONNIE MCKEE","American Girl",2476,32,400,-59,13.435,-0.109,41,"128",29,2476,740,13.603
31,"=","AWOLNATION","Sail",2273,32,169,6,10.367,0.115,86,"30",31,2273,299,10.367
32,"=","EMBLEM3","Chloe (You're The...",1997,-195,-671,-212,6.598,-0.479,111,"94",24,2668,382,8.721
33,"=","PINK","True Love f/Lily ...",1920,40,294,-1,9.062,0.082,27,"73",33,1920,503,9.062
34,"=","KE$HA","Crazy Kids",1636,-209,-1486,16,8.582,-1.004,107,"144",18,4518,529,22.983
35,"=","ARIANA GRANDE","The Way f/Mac Mil...",1579,-31,-123,-43,13.095,0.096,139,"67",11,7681,1373,40.497
36,"+1","NEIGHBOURHOOD","Sweater Weather",1305,15,73,-8,4.598,0.073,49,"79",36,1305,262,4.598
37,"+2","TEGAN & SARA","Closer",1260,1,109,-27,4.537,-0.028,62,"--",37,1262,188,4.594
38,"=","JONAS BROTHERS","First Time",1241,-25,-29,11,4.89,-0.097,42,"--",36,1367,404,5.278
39,"-3","AUSTIN MAHONE","What About Love",1214,-239,-2340,65,4.972,-0.889,69,"148",18,4785,982,22.262
40,"=","PITBULL","Outta Nowhere f/D...",1154,-92,-427,-81,4.547,-0.628,62,"--",32,1685,372,9.711
41,"=","KREWELLA","Live For The Nigh...",1107,17,101,6,4.875,-0.122,26,"293",40,1107,282,5.126
42,"+1","CODY SIMPSON","Pretty Brown Eyes",1092,44,314,9,3.164,0.133,36,"176",42,1092,314,3.164
43,"-1","FIFTH HARMONY","Miss Movin' On",1072,1,66,-2,4.261,-0.152,39,"78",40,1081,310,4.803
44,"=","ROBIN THICKE","Give It 2 U f/Ken...",1033,53,416,-28,7.59,0.048,13,"181",44,1033,462,7.696
45,"+1","DEMI LOVATO","Made In The USA",942,15,52,12,4.259,0.01,24,"107",42,942,271,4.308
46,"-1","FLO RIDA","Can't Believe It ...",939,11,247,-54,4.763,-0.06,13,"86",44,939,479,4.915
47,"=","LORDE","Royals",863,123,511,74,7.512,0.909,5,"8",47,863,511,7.512
48,"+1","DRAKE","Hold On We're Goi...",837,126,293,71,5.311,0.624,6,"--",47,837,742,8.437
49,"-1","ARMIN VAN BUUREN","This Is What It F...",733,13,42,9,6.406,0.29,23,"234",45,733,225,6.406
50,"=","KARMIN","Acapella",525,-26,-128,11,1.76,-0.109,55,"48",33,1299,376,4.274
