"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRITNEY SPEARS I Wanna Go",12822,14,74,92,79.807,-0.802,85,"19",1,12853,1768,82.422
2,"=","KATY PERRY Last Friday Night (T.G.I.F.)",12301,-154,-1178,-17,75.749,-0.643,102,"24",1,14935,2322,96.531
3,"=","LMFAO Party Rock Anthem",11285,-139,-491,-47,75.892,-0.76,119,"8/94",1,14043,1859,94.193
4,"=","NICKI MINAJ Super Bass",11267,-93,-531,32,70.838,-0.611,119,"14",3,12009,1188,73.23
5,"=","BAD MEETS EVIL Lighters f/Bruno Mars",10815,161,768,201,70.02,0.932,73,"13/96",5,10815,1599,70.02
6,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",10298,272,1868,32,63.636,2.003,60,"3",6,10298,1868,63.636
7,"=","PITBULL Give Me Everything f/Ne-Yo",8433,25,-306,118,61.564,-0.379,119,"16",1,14233,1811,95.596
9,"-1","HOT CHELLE RAE Tonight Tonight",8219,-180,-1277,-61,46.571,-0.641,119,"17",5,10036,838,54.593
8,"+1","ONEREPUBLIC Good Life",8219,-77,-860,27,51.797,0.18,119,"25",6,9571,978,57.364
10,"=","FOSTER THE PEOPLE Pumped Up Kicks",7744,182,1127,78,46.364,1.034,55,"2",10,7744,1302,46.364
11,"+1","RIHANNA Cheers (Drink To That)",6889,90,528,8,39.093,0.249,41,"7",11,6889,1594,39.093
12,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",6796,109,511,87,39.744,0.387,85,"6",12,6796,1017,39.744
13,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",6773,160,1218,14,42.444,1.268,70,"5",13,6773,1218,42.444
14,"-3","LIL WAYNE How To Love",6673,-141,-1075,15,39.309,-0.422,94,"10",9,8047,1328,45.275
15,"+1","LADY GAGA You And I",5635,147,1177,-67,34.039,0.812,29,"4",15,5635,1553,34.039
16,"-1","THE BAND PERRY If I Die Young",5390,-146,-519,-147,30.168,-0.899,119,"15",11,6052,768,32.555
17,"=","IYAZ Pretty Girls",4466,64,464,-5,21.93,0.11,94,"44",17,4466,659,21.93
18,"=","LADY GAGA The Edge Of Glory",4205,-48,-1058,169,22.969,-0.361,119,"53",3,11672,2193,68.045
19,"=","DEV In The Dark",4097,116,1164,-49,29.342,0.876,40,"32",19,4097,1224,29.342
20,"=","ADELE Someone Like You",3930,193,1345,-1,24.653,1.643,31,"1",20,3930,1346,24.653
21,"+1","JASON DERULO It Girl",2963,102,978,-22,13.007,0.519,20,"37",21,2963,1000,13.007
22,"-1","THE SCRIPT Nothing",2939,53,571,-59,14.134,0.101,39,"41",21,2939,722,14.134
23,"=","KELLY ROWLAND Motivation f/Lil Wayne",2715,23,139,8,15.279,0.306,64,"60",21,2715,415,15.279
24,"=","ALEXANDRA STAN Mr. Saxobeat",2538,61,539,30,22.002,0.347,45,"47",24,2538,550,22.002
25,"=","AFROJACK Take Over Control f/Eva Simons",2484,56,408,27,21.088,0.181,79,"70",25,2484,408,21.088
26,"=","ANDY GRAMMER Keep Your Head Up",2404,7,134,-37,9.508,0.124,73,"67",25,2404,355,9.508
27,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2348,-22,114,-86,15.175,-0.04,119,"88",18,4031,605,23.761
28,"+1","DAVID GUETTA Without You f/Usher",1843,159,1119,64,12.393,0.906,11,"22",28,1843,1119,12.393
29,"-1","PITBULL Rain Over Me",1711,-195,-1216,-68,7.588,-0.959,59,"49",19,3403,813,19.382
30,"+1","NEW BOYZ Better With The Lights Off",1512,46,348,-10,4.709,0.116,33,"69",30,1512,366,4.709
31,"+1","COLDPLAY Every Teardrop Is A Waterfall",1340,-83,-663,-30,7.17,-0.415,74,"59",26,2154,446,11.589
32,"-2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1340,-136,-1571,215,6.209,-0.461,119,"--",12,5432,615,27.03
33,"=","MATT NATHANSON Faster",1086,29,144,40,3.438,0.102,57,"107",33,1086,166,3.438
34,"=","WIZ KHALIFA No Sleep",1007,26,175,6,3.519,0.035,24,"119",34,1007,246,3.519
35,"=","DJ KHALED I'm On One f/Drake, Rick Ross",991,39,223,-4,8.095,0.066,21,"57",35,991,297,8.095
36,"=","SWEDISH HOUSE MAFIA Save The World",930,22,116,9,4.699,0.08,33,"234",36,930,229,4.764
37,"+1","LMFAO Sexy And I Know It",876,67,372,37,5.223,0.414,11,"42",37,876,374,5.223
38,"+1","DEMI LOVATO Skyscraper",792,26,71,6,3.701,0.18,26,"43",38,792,141,3.701
39,"-2","CHRIS BROWN She Ain't You",791,-56,-953,249,3.407,-0.795,108,"106",16,4328,635,24.246
40,"=","SELENA GOMEZ & THE SCENE Love You Like A...",776,45,227,32,2.632,0.171,15,"36",40,776,306,2.632
41,"+2","KELLY CLARKSON Mr. Know It All",769,129,734,97,4.511,0.678,3,"9",41,769,734,4.511
42,"-1","PATRICK STUMP This City f/Lupe Fiasco",748,45,290,7,3.821,0.141,10,"351",41,748,296,3.821
43,"+2","GAVIN DEGRAW Not Over You",655,32,211,25,2.051,0.077,13,"64",43,655,243,2.051
44,"+2","SKYLAR GREY Invisible",631,15,77,-1,1.429,0.064,19,"--",44,631,131,1.429
