"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","Payphone f/Wiz Khali...",13816,255,-139,267,101.728,-2.16,96,"15",1,14353,3415,107.136
2,"=","KATY PERRY","Wide Awake",13184,348,1520,199,89.45,0.271,60,"3",2,13184,2824,89.45
3,"=","RIHANNA","Where Have You Been",12921,289,359,207,92.74,-2.318,97,"17",2,12921,1884,95.69
4,"=","CARLY RAE JEPSEN","Call Me Maybe",12461,44,-724,214,91.88,-3.453,132,"4",1,14563,1711,111.23
5,"=","ELLIE GOULDING","Lights",12078,301,809,189,89.971,-0.981,162,"7",4,12078,1482,90.952
6,"=","USHER","Scream",9474,189,174,190,66.578,-1.688,86,"18",6,9474,2323,68.266
7,"=","GOTYE","Somebody That I Used...",9237,41,-678,200,63.901,-2.911,142,"12",1,14242,2018,106.819
8,"=","DAVID GUETTA","Titanium f/Sia",8749,298,892,235,62.356,-1.264,104,"9",8,8749,987,63.661
9,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",7264,186,544,86,49.794,-0.086,84,"28",9,7264,1254,49.88
10,"=","DEMI LOVATO","Give Your Heart A Br...",7087,115,480,87,45.95,-0.223,143,"22",10,7087,1250,46.27
11,"=","NICKI MINAJ","Starships",6711,87,-255,262,50.582,-1.657,158,"53/71",3,12071,1834,87.938
12,"=","ONE DIRECTION","What Makes You Beaut...",6188,-69,-725,106,43.653,-1.409,143,"25",3,11838,1579,80.433
13,"=","FUN.","We Are Young f/Janel...",5685,51,-788,188,36.113,-1.2,150,"31",1,14439,2738,110.772
14,"=","CHER LLOYD","Want U Back",5643,188,678,133,33.775,0.267,70,"8",14,5643,1103,33.775
15,"=","ONE DIRECTION","One Thing",5420,68,19,92,28.643,-0.404,76,"34",14,5425,975,29.694
16,"=","HAVANA BROWN","We Run The Night f/P...",5194,141,347,88,37.166,-0.193,160,"30",16,5194,544,37.359
17,"=","PINK","Blow Me (One Last Ki...",5168,313,2341,-68,35.798,0.631,17,"6",17,5168,2737,35.798
18,"=","FLO RIDA","Whistle",4580,255,1247,82,32.233,0.553,46,"1",18,4580,1247,32.233
19,"+1","OWL CITY & CARLY RAE...","Good Time",4293,99,677,5,28.251,0.436,25,"10",18,4293,1961,28.251
20,"-1","GYM CLASS HEROES","Fighter f/Ryan Tedde...",4024,-278,-1403,-146,23.525,-1.662,82,"27",13,5862,1441,35.394
21,"=","THE WANTED","Chasing The Sun",3852,134,607,88,21.174,0.176,78,"38",21,3852,607,21.174
22,"=","PITBULL","Back In Time",3060,-87,-883,95,17.312,-1.147,114,"41",14,6235,925,42.751
23,"+1","NEON TREES","Everybody Talks",3021,72,420,-1,19.389,0.276,103,"13",23,3021,510,19.389
24,"-1","RITA ORA","How We Do (Party)",2859,-143,-560,-183,13.648,-0.818,86,"91",21,3424,620,16.657
25,"=","JUSTIN BIEBER","Boyfriend",2726,-159,-967,-110,14.029,-1.133,117,"40",9,7937,4726,51.515
26,"=","GROUPLOVE","Tongue Tied",2372,27,239,-34,13.621,0.204,88,"52",26,2372,433,13.621
27,"+1","KELLY CLARKSON","Dark Side",2272,106,493,53,14.615,0.342,42,"45",27,2272,493,14.615
28,"+1","JASON MRAZ","I Won't Give Up",2134,11,37,5,13.169,0.406,97,"14",27,2134,276,13.169
29,"-2","B.O.B","Both Of Us f/Taylor ...",2081,-127,-824,-13,12.503,-0.904,69,"51",23,3144,577,17.595
30,"=","OUTASIGHT","Now Or Never",1974,14,206,-8,9.596,-0.154,72,"274",29,1974,320,9.75
31,"=","JUSTIN BIEBER","As Long As You Love ...",1920,203,819,133,13.1,0.416,16,"42",31,1920,819,13.1
32,"=","ALEX CLARE","Too Close",1575,59,279,24,8.73,0.161,53,"23",31,1575,279,8.73
33,"=","FUN.","Some Nights",1495,76,273,48,8.908,0.767,41,"5",33,1495,273,8.908
34,"=","ADELE","Rumour Has It",1336,11,-176,40,6.913,-0.345,139,"116",8,8497,1514,56.313
35,"=","SAMMY ADAMS","Only One",1284,-9,-2,-13,5.121,-0.23,63,"240",32,1295,230,6.013
36,"=","MATCHBOX TWENTY","She's So Mean",953,18,-16,30,3.981,-0.146,34,"72",36,1026,574,4.492
37,"=","LINKIN PARK","Burn It Down",936,24,86,-4,3.378,0.109,45,"65",37,936,217,3.378
38,"+2","CHRIS BROWN","Don't Wake Me Up",879,106,209,102,4.624,0.316,34,"76",38,879,209,4.624
39,"+4","NO DOUBT","Settle Down",864,222,864,222,9.319,1.497,3,"21",39,864,864,9.319
40,"-2","SEAN KINGSTON","Back 2 Life (Live It...",846,-4,-11,-5,3.793,-0.351,41,"--",37,881,305,4.543
41,"-2","K'NAAN","Hurt Me Tomorrow",799,15,175,-18,3.679,0.007,35,"--",39,809,308,3.679
42,"+3","NICKI MINAJ","Pound The Alarm",749,177,401,158,4.192,0.657,5,"255",42,749,401,4.192
43,"-2","DRAKE","The Motto f/Lil Wayn...",721,26,-49,36,5.562,-0.294,153,"95",25,2047,321,19.147
44,"+2","MAROON 5","One More Night",719,149,540,131,4.756,0.979,3,"89",44,719,540,4.756
45,"-3","OLLY MURS","Heart Skips A Beat",695,41,310,8,4.669,-0.028,8,"318",42,695,329,4.752
