"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","THE WEEKND","Can't Feel My Face",18754,-19,81,-15,114.365,-0.258,75,"1",1,18773,4549,114.623
2,"=","OMI","Cheerleader",17000,-267,-1147,-266,103.009,-0.475,112,"8/97",1,18752,2755,109.867
3,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",16000,286,1481,45,99.579,1.886,104,"11",3,16000,2026,99.579
4,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",14709,299,1705,134,81.743,2.089,61,"13/52",4,14709,4663,81.743
5,"=","TAYLOR SWIFT","Bad Blood",13015,-348,-1698,-32,75.135,-2.441,96,"54/74",1,19566,6848,120.08
6,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",11953,23,247,-48,74.673,0.166,133,"23",6,11953,1280,76.015
7,"=","DEMI LOVATO","Cool For The Summer",11217,178,946,86,63.296,0.167,52,"15",7,11217,4704,63.296
8,"=","FIFTH HARMONY","Worth It f/Kid Ink",10256,-528,-3062,-267,55.352,-2.797,171,"30",4,14593,1718,78.088
9,"+1","ED SHEERAN","Photograph",10184,178,913,59,64.054,1.467,99,"17",9,10184,1005,64.054
10,"-1","RACHEL PLATTEN","Fight Song",10106,90,173,87,48.113,-0.441,96,"7",8,10106,1603,52.805
11,"=","FALL OUT BOY","Uma Thurman",8936,93,520,69,52.757,0.091,124,"16",11,8936,1055,52.901
12,"=","R. CITY","Locked Away f/Adam Levine",8674,220,1790,-70,53.015,1.882,43,"3",12,8674,2124,53.015
13,"+1","ZEDD","Beautiful Now f/Jon Bellion",6165,65,358,15,28.032,0.262,86,"78",13,6165,915,28.032
14,"-1","WIZ KHALIFA","See You Again f/Charlie Puth",6151,-99,-669,57,40.532,-1.077,141,"50",1,19208,3713,118.768
15,"=","5 SECONDS OF SUMMER","She's Kinda Hot",6055,73,504,-13,27.383,-0.084,36,"25",15,6055,3244,27.467
16,"=","TORI KELLY","Should've Been Us",5839,34,200,-2,23.381,0.097,80,"56",15,5839,919,23.381
17,"=","ONE DIRECTION","Drag Me Down",5540,129,1131,-81,27.075,0.687,22,"6",17,5540,3358,27.075
18,"=","JASON DERULO","Cheyenne",4913,39,307,-23,21.048,0.177,51,"91",18,4913,1150,21.048
19,"=","SILENTO","Watch Me",4882,40,114,33,19.275,-0.136,69,"5",18,4882,832,21.988
20,"=","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",4693,74,553,-29,24.067,0.45,66,"65",20,4693,587,24.067
21,"=","FLO RIDA","I Don't Like It, I Love It",4416,62,150,42,19.585,-0.04,83,"32",20,4416,667,21.143
22,"=","SHAWN MENDES","Stitches",3885,141,687,94,20.826,0.837,92,"12",22,3885,687,20.826
23,"=","ADAM LAMBERT","Ghost Town",3721,48,162,27,15.927,0.49,111,"107",22,3721,661,15.927
24,"=","HAILEE STEINFELD","Love Myself",3655,206,1599,-100,22.822,0.638,11,"46",24,3655,2308,22.822
25,"=","OMARION","Post To Be f/Chris Brown&Jhene",3115,-182,-1035,-114,19.421,-0.881,90,"88",19,4384,598,26.51
26,"=","LITTLE MIX","Black Magic",2897,81,626,5,9.672,0.315,36,"48",26,2897,673,9.672
27,"+1","THE WEEKND","The Hills",2638,192,1156,88,18.18,1.163,20,"4",27,2638,1156,18.18
28,"-1","AFROJACK","SUMMERTHING! f/Mike Taylor",2576,27,233,6,12.707,0.117,48,"118",27,2576,444,12.707
29,"=","JIDENNA","Classic Man",2362,-54,-131,-78,8.723,-0.1,76,"73",27,2493,351,9.518
30,"=","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",2165,46,367,30,14.042,0.332,27,"58",29,2165,614,14.042
31,"=","ALESSIA CARA","Here",1786,0,262,-51,8.007,0.076,34,"47",31,1792,370,8.007
32,"=","DISCLOSURE","Omen f/Sam Smith",1738,3,308,-61,9.529,-0.379,20,"95",32,1738,664,10.122
33,"=","NATHAN SYKES","Kiss Me Quick",1379,8,112,1,3.515,0.023,54,"564",33,1379,352,3.774
34,"=","A GREAT BIG WORLD","Hold Each Other f/Futuristic",1335,30,322,-23,7.29,0.006,18,"191",34,1335,399,7.298
