"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RIHANNA","Stay f/Mikky Ekko",15593,24,295,-44,101.367,-0.318,88,"4",1,15593,1920,102.136
2,"=","BRUNO MARS","When I Was Your M...",14411,-199,-1092,-81,92.84,-2.274,100,"7",1,16011,2737,106.569
3,"=","PINK","Just Give Me A Re...",13756,252,1689,5,94.797,1.214,64,"1",3,13756,1949,94.797
4,"=","PITBULL","Feel This Moment",13073,41,524,-102,86.753,-0.226,109,"19",3,13073,1706,86.979
5,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",9356,-143,-1338,116,59.338,-0.872,158,"24/29",1,15012,2020,109.652
6,"+1","DEMI LOVATO","Heart Attack",9249,187,933,126,57.568,1.4,56,"14",6,9249,2482,57.568
7,"-1","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",9064,-260,-2333,43,48.765,-1.952,101,"18",3,12353,6457,74.223
8,"+1","JUSTIN TIMBERLAKE","Mirrors",8965,307,1828,12,65.178,2.762,34,"3",8,8965,2236,65.178
9,"-1","MAROON 5","Daylight",8708,-162,-807,13,56.121,-1.364,153,"54",1,14639,1641,96.697
10,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",8201,325,1867,92,56.054,2.022,42,"2",10,8201,1985,56.054
11,"=","ICONA POP","I Love It f/Charl...",7942,148,998,-52,49.681,1.143,76,"6",11,7942,1359,49.681
12,"=","OLLY MURS","Troublemaker f/Fl...",7794,28,171,-62,41.552,0.231,129,"23",10,7794,1121,42.217
13,"=","KREWELLA","Alive",7518,81,347,21,44.806,0.814,77,"42",12,7518,1026,45.974
14,"=","TAYLOR SWIFT","22",6545,39,306,10,32.263,0.139,53,"21",14,6545,2327,32.263
15,"=","FALL OUT BOY","My Songs Know Wha...",5446,56,299,40,26.882,0.579,74,"10",15,5446,1015,26.882
16,"=","WILL.I.AM F/JUSTI...","#thatpower",5064,126,767,-84,25.195,1.257,32,"16",16,5064,1416,25.195
17,"=","FUN.","Carry On",4711,-60,-247,-36,25.618,-0.211,107,"26",16,5029,935,27.572
18,"=","WILL.I.AM & BRITN...","Scream And Shout",4502,-92,-667,22,29.783,-1.209,151,"77",3,13157,2182,99.406
19,"+1","SELENA GOMEZ","Come & Get It",4180,213,2009,-25,26.138,1.197,16,"13",19,4180,2034,26.138
20,"-1","JUSTIN BIEBER","All Around The Wo...",4136,-275,-829,-246,18.874,-1.799,67,"120",18,5005,1137,26.156
21,"=","EMELI SANDE","Next To Me",3625,63,274,46,19.685,0.076,68,"28",21,3625,498,19.685
22,"=","MUMFORD & SONS","I Will Wait",3409,-130,-1229,68,22.133,-0.765,110,"64",14,6076,747,37.093
23,"=","MUSE","Madness",3201,14,109,-18,13.804,-0.113,131,"43",23,3235,385,13.979
24,"=","FLORIDA-GEORGIA L...","Cruise",3189,114,708,-24,17.408,0.44,30,"15/39",24,3189,903,17.408
25,"=","ARIANA GRANDE","The Way f/Mac Mil...",3046,114,760,1,22.083,0.458,25,"22",25,3046,839,22.083
26,"=","AVRIL LAVIGNE","Here's To Never G...",2932,88,868,-118,14.454,0.65,14,"57",26,2932,1758,14.454
27,"=","OF MONSTERS AND M...","Little Talks",2599,-124,-1241,53,18.763,-0.512,158,"76",17,5184,655,31.534
28,"=","LITTLE MIX","Wings",2466,6,96,-42,12.858,0.058,61,"91",27,2466,389,14.241
29,"=","ZEDD","Clarity f/Foxes",1998,65,326,58,14.183,0.728,39,"65",29,1998,350,14.183
30,"=","ED SHEERAN","Lego House",1562,38,305,6,9.208,0.371,46,"97",30,1562,305,9.208
31,"=","CALVIN HARRIS F/E...","I Need Your Love",1526,37,340,-35,8.339,0.443,20,"89",31,1526,482,8.339
32,"=","CARLY RAE JEPSEN","Tonight I'm Getti...",1433,6,123,22,5.638,0.02,53,"--",30,1433,257,5.699
33,"+2","JASON DERULO","The Other Side",1271,184,1034,55,12.212,1.336,6,"75",33,1271,1034,12.212
34,"-1","IMAGINE DRAGONS","Radioactive",1223,65,444,1,6.394,0.328,12,"5",33,1223,444,6.394
35,"+1","HOT CHELLE RAE","Hung Up",1051,22,105,11,3.798,0.041,59,"398",35,1051,137,3.798
36,"-2","AVICII VS NICKY R...","I Could Be The On...",1034,-70,-208,-61,5.339,-0.467,40,"139",33,1257,478,7.445
37,"=","ANNA KENDRICK","Cups (Pitch Perfe...",982,50,208,47,5.995,0.214,28,"95",37,982,208,5.995
38,"=","NIKKI WILLIAMS","Glowing",938,29,222,6,6.651,-0.178,18,"--",38,938,279,6.829
39,"=","MKTO","Thank You",890,25,122,6,2.394,0.049,25,"--",39,890,203,2.394
40,"+1","DRAKE","Started From The ...",779,18,86,20,3.877,0.048,25,"200",40,779,171,3.877
41,"-1","AFROJACK & CHRIS ...","As Your Friend",736,-81,-549,-15,3.461,-0.089,84,"256",28,2097,437,9.977
42,"=","LUPE FIASCO","Battle Scars f/Gu...",698,-20,130,-57,5.275,-0.109,29,"78",42,718,187,5.384
43,"+1","DROP CITY YACHT C...","Crickets f/Jeremi...",646,2,89,-27,2.892,0.005,15,"173",43,646,128,2.892
44,"-1","CHER LLOYD","With Ur Love f/Ju...",643,-64,-879,81,3.943,-0.355,74,"211",27,2208,571,11.029
45,"+1","CHRIS BROWN","Fine China",611,53,204,32,3.694,0.392,6,"83",45,611,204,3.694
46,"+2","DAFT PUNK","Get Lucky",571,105,569,104,6.41,1.147,3,"12",46,571,569,6.41
47,"-2","RIHANNA","Pour It Up",561,-16,-148,-1,2.973,-0.195,42,"73",39,801,193,4.584
48,"-1","WALLPAPER","Good 4 It",554,19,107,4,0.683,0.03,8,"--",47,554,107,0.683
