"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",13736,"-13",-468,"+119",81.827,"-0.296",92,"14",1,14935,2322,96.531
2,"=","BRITNEY SPEARS I Wanna Go",12766,"+47",606,"+13",82.123,"+0.306",75,"17",2,12766,1768,82.123
3,"=","LMFAO Party Rock Anthem",11950,"-28",-647,"+63",81.277,"-0.322",109,"6",1,14043,1859,94.193
4,"=","NICKI MINAJ Super Bass",11917,"-7",127,"-59",72.074,"+0.386",109,"16",4,12009,1188,72.074
5,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",9922,"+97",906,"-34",61.698,"+0.302",63,"7/80",5,9922,1599,61.698
6,"-1","HOT CHELLE RAE Tonight Tonight",9789,"-61",-196,"-110",53.671,"-0.265",109,"13",5,10036,838,54.593
7,"=","ONEREPUBLIC Good Life",9283,"-165",-282,"-203",55.788,"-1.155",109,"10",6,9571,978,57.364
8,"=","PITBULL Give Me Everything f/Ne-Yo",8985,"-98",-786,"+92",65.341,"+0.224",109,"20",1,14233,1811,95.596
9,"=","LIL WAYNE How To Love",7939,"+3",-57,"-36",43.032,"+0.028",84,"9",9,8047,1328,45.275
10,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",7799,"+190",1434,"-27",46.949,"+1.493",50,"1",10,7799,1684,46.949
11,"=","FOSTER THE PEOPLE Pumped Up Kicks",6214,"+123",1049,"-9",35.888,"+0.863",45,"2",11,6214,1302,35.888
12,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",6078,"+83",809,"+31",33.444,"+0.314",75,"11",12,6078,1017,33.444
13,"+1","RIHANNA Cheers (Drink To That)",6039,"+72",921,"-96",35.421,"+0.525",31,"3",13,6039,1594,35.421
14,"-2","THE BAND PERRY If I Die Young",5953,"-44",-67,"-31",31.993,"-0.016",109,"15",11,6052,768,32.397
15,"=","LADY GAGA The Edge Of Glory",5666,"-141",-873,"-1",32.868,"-1.005",109,"32",3,11672,2193,68.045
16,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",5201,"+103",897,"-117",30.189,"+0.825",60,"4",16,5201,1014,30.189
17,"-1","ADELE Rolling In The Deep",5140,"-103",-491,"-13",34.158,"-0.739",109,"18",1,14295,2273,96.15
18,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3933,"-316",-1354,"-336",18.666,"-2.137",109,"37",12,5432,615,27.03
19,"+1","LADY GAGA You And I",3783,"+183",1480,"-38",22.696,"+0.917",19,"5",19,3783,1553,22.696
20,"-1","IYAZ Pretty Girls",3758,"+104",647,"+30",17.639,"+0.565",84,"41",19,3758,655,17.639
21,"=","PITBULL Rain Over Me",3181,"-53",-185,"-74",15.242,"-0.773",49,"28",20,3403,813,19.382
22,"=","CHRIS BROWN She Ain't You",2581,"-243",-1269,"-135",13.971,"-1.273",98,"66",16,4328,635,24.246
23,"+2","DEV In The Dark",2496,"+151",813,"+62",19.349,"+1.251",30,"36",23,2496,813,19.349
24,"=","KELLY ROWLAND Motivation f/Lil Wayne",2481,"+31",375,"-40",12.353,"+0.382",54,"46",24,2481,415,12.353
25,"-2","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2267,"-268",-1374,"-191",8.777,"-1.264",84,"89",19,3899,611,20.698
26,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2131,"-16",124,"-8",16.717,"-0.697",109,"79",18,4031,605,23.761
27,"+4","ADELE Someone Like You",2097,"+145",817,"+48",11.473,"+0.844",21,"12",27,2097,817,11.473
28,"-1","COLDPLAY Every Teardrop Is A Waterfall",2094,"-25",-32,"-13",10.601,"-0.149",64,"43",26,2154,446,11.589
29,"=","ANDY GRAMMER Keep Your Head Up",2093,"+51",271,"+16",7.88,"+0.310",63,"74",29,2093,289,7.88
30,"=","THE SCRIPT Nothing",2089,"+59",439,"-17",9.873,"+0.319",29,"45",30,2089,722,9.873
31,"+2","AFROJACK Take Over Control f/Eva Simons",1963,"+53",199,"+44",18.036,"+0.444",69,"50",30,1963,236,18.036
32,"-4","BEYONCE Best Thing I Never Had",1951,"-161",-1579,"+74",8.311,"-0.686",81,"35",15,4574,856,22.192
33,"+1","ALEXANDRA STAN Mr. Saxobeat",1896,"+53",417,"-20",17.355,"+0.528",35,"38",33,1896,550,17.355
34,"-2","BLACK EYED PEAS Don't Stop The Party",1811,"-103",-732,"-42",6.756,"-0.351",57,"165",24,2690,492,10.42
35,"=","JASON DERULO It Girl",1661,"+126",971,"-12",6.405,"+0.721",10,"63",35,1661,983,6.405
36,"+1","NEW BOYZ Better With The Lights Off",1002,"+37",219,"+19",2.956,"+0.184",23,"57",36,1002,233,2.956
37,"-1","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",952,"-61",-67,"-101",2.62,"-0.257",39,"212",35,1034,293,3.027
38,"=","MATT NATHANSON Faster",932,"+20",80,"+19",2.824,"+0.041",47,"127",37,932,166,2.824
39,"=","CODY SIMPSON On My Mind",791,"-24",-94,"-23",2.176,"-0.039",69,"420",37,896,113,2.631
40,"+1","SWEDISH HOUSE MAFIA Save The World",760,"+15",120,"-24",4.261,"-0.140",23,"313",40,760,229,4.439
41,"+1","WIZ KHALIFA No Sleep",740,"+25",214,"+0",2.781,"+0.078",14,"97",41,740,214,2.781
