"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",14063,-48,86,-249,104.472,-0.53,87,"3",1,14242,2018,106.394
2,"=","FUN. We Are Young f/Janelle Monae",12655,-94,-716,46,94.376,-0.947,95,"7",1,14439,2738,110.772
3,"=","NICKI MINAJ Starships",11943,-97,80,-168,86.913,-0.533,103,"12/30",3,12071,1834,87.938
4,"=","FLO RIDA Wild Ones f/Sia",11740,-200,-699,-148,88.303,-1.442,113,"9",2,12595,1940,93.589
5,"=","ONE DIRECTION What Makes You Beautiful",11237,-89,139,-183,75.454,-0.444,88,"11",5,11365,1579,75.898
6,"=","CARLY RAE JEPSEN Call Me Maybe",10794,99,1471,-78,81.434,0.639,77,"2",6,10794,1595,81.434
7,"+1","MAROON 5 Payphone f/Wiz Khalifa",9365,53,983,-154,67.928,0.696,41,"4",7,9365,3415,67.928
8,"-1","WANTED Glad You Came",9283,-260,-947,-234,72.312,-1.759,140,"17",1,13712,1363,101.962
9,"=","JUSTIN BIEBER Boyfriend",6762,69,124,154,43.265,0.719,62,"8",9,7937,4726,51.492
10,"+1","USHER Scream",6684,108,869,-68,45.361,0.861,31,"10",10,6684,2323,45.361
11,"-1","KARMIN Broken Hearted",6505,-81,229,-170,41.909,0.169,98,"14",10,6586,936,41.909
12,"=","RIHANNA Where Have You Been",6369,147,961,80,47.672,0.847,42,"6",12,6369,1884,47.672
13,"=","KATY PERRY Part Of Me",6099,-98,-989,260,48.278,-0.63,104,"37",3,12039,3625,78.553
14,"+1","TRAIN Drive By",6052,-59,-47,-83,35.228,-0.07,133,"13",14,6123,601,35.393
15,"-1","ADELE Rumour Has It",5941,-180,-1431,-11,35.385,-0.86,84,"36",8,8497,1514,56.313
16,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",5913,-35,-426,35,39.642,-0.805,140,"25",1,13549,2321,99.332
17,"=","PITBULL Back In Time",5157,-33,295,-83,31.476,0.064,59,"5",17,5190,925,31.476
18,"=","ELLIE GOULDING Lights",5148,57,724,5,33.485,0.196,107,"20",18,5148,786,33.485
19,"=","CALVIN HARRIS Feel So Close",4821,-181,-779,-109,34.674,-1.357,108,"29",7,8145,1329,55.352
20,"=","DAVID GUETTA Titanium f/Sia",3887,109,682,33,28.243,1.007,49,"16",20,3887,694,28.243
21,"=","DRAKE Take Care f/Rihanna",3531,-95,-553,-70,29.062,-1.017,141,"68",8,7620,1220,60.618
22,"+1","GYM CLASS HEROES Fighter f/Ryan Tedder",3478,149,1248,-86,19.966,0.802,27,"48",22,3478,1441,19.966
23,"-1","DEMI LOVATO Give Your Heart A Break",3429,0,137,-19,22.694,0.239,88,"31",21,3429,665,22.694
24,"=","HAVANA BROWN We Run The Night f/Pitbull",2628,44,250,-9,20.871,0.462,105,"44",24,2628,278,20.871
25,"=","RITA ORA How We Do (Party)",2136,37,349,-5,11.769,0.193,31,"137",25,2136,620,11.769
26,"+1","CHRIS RENE Young Homie",1890,-13,8,4,8.713,-0.026,77,"133",25,1933,226,8.787
27,"-1","JENNIFER LOPEZ Dance Again f/Pitbull",1816,-219,-1517,-44,9.806,-1.518,58,"23",17,4851,2243,30.831
28,"=","CALVIN HARRIS Let's Go f/Ne-Yo",1621,50,421,-29,14.597,0.155,29,"95",28,1621,475,14.597
29,"=","KIRKO BANGZ Drank In My Cup",1450,33,234,4,7.059,0.227,54,"64",29,1450,312,7.059
30,"=","ONE DIRECTION One Thing",1385,33,381,-76,8.217,-0.194,21,"60",30,1385,552,8.448
31,"+4","KATY PERRY Wide Awake",1343,276,1244,266,10.592,2.125,5,"19",31,1343,1244,10.592
32,"=","DRAKE The Motto f/Lil Wayne",1326,24,-98,60,13.154,0.153,98,"35",25,2047,321,19.147
33,"-2","HOT CHELLE RAE Honestly",1259,-54,4,-82,5.654,-0.19,56,"141",30,1339,284,5.972
34,"=","NEON TREES Everybody Talks",1106,34,67,23,5.793,0.477,48,"28",33,1106,211,5.793
35,"-2","TAYLOR SWIFT Eyes Open",1077,-112,-537,-36,5.279,-0.488,63,"50",20,3925,1442,22.308
36,"=","GROUPLOVE Tongue Tied",1058,7,118,-18,4.962,0.101,33,"77",35,1058,284,4.962
