"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY","Wide Awake",14110,-14,362,-88,99.964,-0.065,72,"5",1,14124,2824,100.029
2,"=","ELLIE GOULDING","Lights",13513,33,579,-54,97.965,0.064,174,"10",2,13513,1482,97.965
3,"=","RIHANNA","Where Have You Been",12142,-154,-785,-118,86.713,-1.232,109,"28",2,12963,1884,95.69
4,"=","MAROON 5","Payphone f/Wiz Khali...",11921,-198,-1359,-55,92.606,-0.979,108,"23",1,14353,3415,107.136
5,"=","CARLY RAE JEPSEN","Call Me Maybe",10580,-202,-1012,-55,74.392,-1.572,144,"3",1,14563,1711,111.23
6,"=","DAVID GUETTA","Titanium f/Sia",10166,137,797,24,70.272,1.66,116,"12",6,10166,1091,70.272
7,"=","USHER","Scream",9603,-17,69,-58,67.594,-0.22,98,"24",6,9627,2323,68.266
8,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",8497,92,717,-15,55.539,0.369,96,"26",8,8497,1254,55.539
9,"+1","DEMI LOVATO","Give Your Heart A Br...",8002,163,742,168,55.664,1.818,155,"25",9,8002,1250,55.664
10,"-1","GOTYE","Somebody That I Used...",7864,-85,-703,-32,53.212,-0.98,154,"20",1,14242,2018,106.819
11,"=","PINK","Blow Me (One Last Ki...",7026,94,923,-82,46.548,0.625,29,"9",11,7026,2737,46.548
12,"=","CHER LLOYD","Want U Back",6670,77,633,13,40.341,0.169,82,"7",11,6670,1103,40.341
13,"=","FLO RIDA","Whistle",6478,118,913,-68,46.174,0.999,58,"2",13,6478,1412,46.174
14,"=","OWL CITY & CARLY RAE...","Good Time",5706,102,863,-17,36.108,0.922,37,"8",14,5706,1961,36.108
15,"=","HAVANA BROWN","We Run The Night f/P...",5571,29,163,0,40.281,0.866,172,"36",14,5571,544,40.281
16,"=","ONE DIRECTION","One Thing",4564,-234,-829,-194,23.445,-1.241,88,"45",13,5433,975,29.694
17,"=","THE WANTED","Chasing The Sun",4384,13,275,-30,25.122,0.146,90,"37",17,4384,656,25.122
18,"=","NEON TREES","Everybody Talks",3906,67,651,-18,26.555,0.759,115,"17",18,3906,669,26.555
19,"=","JUSTIN BIEBER","As Long As You Love ...",3449,45,780,-130,22.797,0.616,28,"6",19,3449,1096,22.797
20,"=","NO DOUBT","Settle Down",2953,152,1414,-33,16.936,0.712,15,"77",20,2953,1467,16.936
21,"=","KELLY CLARKSON","Dark Side",2792,38,221,-12,16.034,0.337,54,"30",20,2792,493,16.034
22,"=","GROUPLOVE","Tongue Tied",2757,15,193,-36,15.839,0.275,100,"58",20,2758,433,15.839
23,"=","MAROON 5","One More Night",2615,166,1172,40,15.294,1.103,15,"14",23,2615,1172,15.294
24,"+1","FUN.","Some Nights",2491,108,658,48,15.22,0.598,53,"4",24,2491,658,15.22
25,"-1","JASON MRAZ","I Won't Give Up",2484,43,191,9,16.705,0.317,109,"15",22,2484,276,16.705
26,"=","NICKI MINAJ","Pound The Alarm",2333,117,982,-21,13.059,0.57,17,"49",26,2333,1036,13.059
27,"+1","ALEX CLARE","Too Close",2161,60,401,23,13.974,0.559,65,"13",27,2161,401,13.974
28,"-1","OUTASIGHT","Now Or Never",2159,28,64,23,11.247,0.336,84,"172",25,2159,320,11.247
29,"+2","JUSTIN BIEBER","Boyfriend",1796,30,-139,160,8.653,-0.061,129,"55",9,7937,4726,51.515
30,"=","PITBULL","Back In Time",1727,-40,-868,108,12.226,-0.01,126,"70",14,6235,925,42.751
31,"-2","GYM CLASS HEROES","Fighter f/Ryan Tedde...",1662,-168,-1159,-21,11.421,-0.99,94,"27",13,5862,1441,35.394
32,"=","B.O.B","Both Of Us f/Taylor ...",1329,-9,-171,52,9.172,-0.057,81,"73",23,3144,577,17.595
33,"+1","CHRIS BROWN","Don't Wake Me Up",1130,15,105,15,5.871,0.016,46,"66",33,1130,326,5.949
34,"-1","RITA ORA","How We Do (Party)",1104,-87,-979,81,4.939,-0.324,98,"142",21,3424,620,16.657
35,"=","OLLY MURS","Heart Skips A Beat",1099,34,183,8,5.615,0.101,20,"179",35,1099,343,5.615
36,"=","LINKIN PARK","Burn It Down",1080,26,63,19,4.256,0.089,57,"72",35,1080,217,4.256
37,"=","K'NAAN","Hurt Me Tomorrow",997,27,129,10,3.45,0.069,47,"210",37,997,308,3.679
38,"=","MATCHBOX TWENTY","She's So Mean",931,6,-84,19,4.24,0.064,46,"52",34,1028,574,4.492
39,"=","SAMMY ADAMS","Only One",722,-90,-440,-57,3.24,-0.316,75,"347",32,1295,230,6.013
40,"+2","CA$H OUT","Cashin' Out",606,14,77,5,1.78,0.072,13,"53",40,606,126,1.78
41,"=","PITBULL","Get It Started f/Sha...",605,7,-8,-7,2.798,0.068,18,"288",40,615,182,3.263
42,"-2","AFROJACK & SHERMANOL...","Can't Stop Me",603,3,53,-9,7.554,-0.206,28,"309",40,603,101,7.76
43,"=","MARINA AND THE DIAMO...","Primadonna",579,10,43,5,2.271,-0.058,25,"298",42,579,93,2.411
44,"+1","CONOR MAYNARD","Vegas Girl",495,28,137,-1,1.367,0.056,5,"--",44,495,167,1.367
45,"-1","JENNIFER LOPEZ","Goin' In f/Flo Rida",487,7,-105,27,1.558,0.073,38,"242",42,648,275,2.274
46,"=","CHRIS RENE","Trouble",443,10,5,-13,0.777,-0.006,11,"--",45,443,124,0.789
47,"+1","BIG TIME RUSH","Windows Down",438,31,249,-4,1.469,0.076,2,"121",47,438,253,1.469
48,"-1","DAVID GUETTA","I Can Only Imagine f...",428,2,110,-23,3.009,-0.034,4,"--",47,428,133,3.043
49,"=","TREY SONGZ","Heart Attack",410,6,88,-7,1.846,0.018,4,"84",48,410,122,1.846
50,"=","AUSTIN MAHONE","Say Somethin",409,9,-4,-4,1.677,-0.051,9,"350",48,413,183,1.873
