"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","DEMI LOVATO","Give Your Heart A Br...",11818,"-34",215,"-53",80.234,"-0.060",191,"28",1,11852,1256,80.294
2,"=","FLO RIDA","Whistle",11553,"+129",901,"-13",72.758,"+0.710",94,"5",2,11553,1412,72.758
3,"=","ELLIE GOULDING","Lights",11255,"-100",-633,"-81",87.792,"-0.324",210,"30",1,13999,1482,101.262
4,"+2","PINK","Blow Me (One Last Ki...",10284,"+118",630,"-10",70.577,"+0.582",65,"8",4,10284,2737,70.577
5,"-1","KATY PERRY","Wide Awake",10216,"-106",-1234,"+150",66.898,"-0.630",108,"26",1,14124,2824,100.029
6,"-1","DAVID GUETTA","Titanium f/Sia",10183,"-82",-803,"-2",72.479,"-0.672",152,"29",3,11268,1091,79.723
7,"=","NEON TREES","Everybody Talks",9685,"+46",701,"-179",64.623,"+0.231",151,"10",7,9685,1632,64.623
8,"=","OWL CITY & CARLY RAE...","Good Time",8114,"+90",627,"+57",54.253,"+1.243",73,"9",8,8114,1961,54.253
9,"=","MAROON 5","One More Night",8107,"+203",1005,"+33",56.345,"+1.467",51,"2",9,8107,1241,56.345
10,"=","JUSTIN BIEBER","As Long As You Love ...",7714,"+77",617,"-94",54.295,"+0.682",64,"7",10,7714,1300,54.295
11,"=","TAYLOR SWIFT","We Are Never Ever Ge...",7229,"+114",753,"-50",48.92,"+1.086",24,"1",11,7229,4592,48.92
12,"+2","RIHANNA","Where Have You Been",6828,"+34",-468,"+205",54.36,"-0.049",145,"49",2,12963,1884,95.69
13,"-1","CHER LLOYD","Want U Back",6826,"-235",-949,"-155",36.239,"-1.462",118,"12",9,8069,1103,45.503
14,"-1","MAROON 5","Payphone f/Wiz Khali...",6815,"-49",-716,"+76",48.272,"-0.283",144,"45",1,14353,3415,107.136
15,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",6314,"-251",-2200,"+15",40.573,"-1.435",132,"43",5,9398,1254,61.384
16,"=","FUN.","Some Nights",6226,"+119",683,"+77",38.627,"+0.422",89,"3",16,6226,1097,38.627
17,"=","NICKI MINAJ","Pound The Alarm",5385,"+124",557,"+13",36.394,"+0.542",53,"18",17,5385,1036,36.394
18,"=","ALEX CLARE","Too Close",5162,"+90",658,"-43",36.007,"+0.073",101,"4",18,5162,838,36.201
19,"=","USHER","Scream",4231,"-68",-594,"+32",28.083,"-0.367",134,"68",6,9627,2323,68.266
20,"=","CHRIS BROWN","Don't Wake Me Up",4160,"+103",819,"-44",31.512,"+0.552",82,"21",20,4160,982,31.512
