"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRUNO MARS","When I Was Your M...",15931,"+71",555,"-60",105.297,"+0.724",81,"1",1,15931,2737,105.297
2,"+1","RIHANNA","Stay f/Mikky Ekko",13273,"+243",1775,"-22",89.502,"+1.537",69,"5",2,13273,1797,89.502
3,"-1","MAROON 5","Daylight",13075,"-149",-1055,"+43",78.4,"-0.504",134,"28",1,14639,1641,96.697
4,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",12690,"-184",-1318,"-76",81.453,"-0.938",139,"13/16",1,15012,2020,109.652
5,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",12304,"-28",149,"-72",73.042,"-0.687",82,"7",4,12353,6457,74.223
6,"=","CALVIN HARRIS","Sweet Nothing f/F...",10873,"-179",-582,"-132",70.981,"-1.694",142,"50",4,11639,1126,84.444
7,"=","PITBULL","Feel This Moment",10279,"+116",868,"-33",72.135,"+1.327",90,"11",7,10279,1516,72.135
8,"+1","PINK","Just Give Me A Re...",8998,"+273",1932,"+2",58.37,"+2.483",45,"2",8,8998,1948,58.37
9,"-1","TAYLOR SWIFT","I Knew You Were T...",8909,"-192",-984,"-74",70.806,"-2.260",138,"35",1,16073,2452,126.481
10,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",8551,"-56",-659,"+84",54.909,"-0.358",209,"59",1,14704,1905,116.982
11,"=","IMAGINE DRAGONS","It's Time",7671,"-133",-457,"-75",45.727,"-1.203",195,"43",10,8287,983,50.249
12,"=","DEMI LOVATO","Heart Attack",7441,"+88",761,"+24",44.674,"+0.888",37,"12",12,7441,2482,44.674
13,"=","OLLY MURS","Troublemaker f/Fl...",7125,"+57",355,"+73",39.807,"+0.290",110,"24",12,7125,1121,39.807
14,"+1","KREWELLA","Alive",6595,"-3",184,"-186",41.547,"+0.492",58,"46",14,6598,1026,41.547
15,"-1","WILL.I.AM & BRITN...","Scream And Shout",6508,"-144",-1378,"+37",43.691,"-1.101",132,"30",3,13157,2182,99.406
16,"=","MUMFORD & SONS","I Will Wait",6019,"-19",-24,"-63",35.872,"-0.220",91,"38",14,6076,747,37.093
17,"=","TAYLOR SWIFT","22",5822,"+69",649,"-28",30.133,"+0.147",34,"21",17,5822,2327,30.133
18,"=","OF MONSTERS AND M...","Little Talks",5059,"-33",-16,"-44",30.438,"-0.381",139,"45",17,5184,655,31.534
19,"=","FUN.","Carry On",4904,"-17",386,"-122",26.887,"+0.161",88,"18",19,4921,935,26.887
20,"=","ICONA POP","I Love It f/Charl...",4787,"+110",546,"+17",29.41,"+0.568",57,"9",20,4787,818,29.41
21,"=","FALL OUT BOY","My Songs Know Wha...",4687,"+53",490,"+8",22.629,"+0.323",55,"14",20,4687,1015,22.629
22,"=","JUSTIN BIEBER","All Around The Wo...",4564,"+113",1113,"+6",24.366,"+0.322",48,"104",22,4564,1137,24.366
23,"=","JUSTIN TIMBERLAKE","Mirrors",3740,"+330",2108,"+95",26.316,"+2.053",15,"10",23,3740,2108,26.316
24,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",3459,"+306",1211,"+188",26.665,"+2.267",23,"4",23,3459,1211,26.665
25,"=","MUSE","Madness",2896,"+25",164,"-61",12.755,"-0.135",112,"40",23,2896,385,12.907
26,"=","EMELI SANDE","Next To Me",2782,"+57",479,"+8",16.76,"+0.385",49,"55",25,2782,479,16.76
27,"=","CHER LLOYD","With Ur Love f/Ju...",2169,"-2",87,"-1",10.735,"-0.088",55,"123",27,2172,571,11.029
28,"+1","WILL.I.AM F/JUSTI...","#thatpower",2090,"+181",1163,"+66",10.52,"+0.294",13,"53",28,2090,1163,10.52
29,"-1","AFROJACK & CHRIS ...","As Your Friend",2015,"+23",52,"+71",9.442,"+0.343",65,"170",28,2097,437,9.977
30,"=","LITTLE MIX","Wings",1776,"+38",263,"+4",10.049,"+0.086",42,"96",29,1776,335,10.049
31,"=","ZEDD","Clarity f/Foxes",1315,"+47",235,"+27",9.871,"+0.170",20,"73",31,1315,350,9.871
32,"+3","FLORIDA-GEORGIA L...","Cruise",1178,"+86",440,"+23",6.536,"+0.377",11,"--",32,1178,660,6.536
33,"-1","CARLY RAE JEPSEN","Tonight I'm Getti...",1172,"+10",77,"-21",3.796,"+0.099",34,"--",32,1172,257,3.796
34,"=","AVICII VS NICKY R...","I Could Be The On...",1139,"+8",132,"-19",7.003,"-0.039",21,"132",34,1139,478,7.042
35,"-2","KE$HA","C'mon",1112,"-38",-697,"+93",6.128,"-0.075",111,"118",9,8228,1547,54.334
36,"+1","ED SHEERAN","Lego House",1095,"+30",145,"+14",6.891,"+0.213",27,"110",36,1095,254,6.891
37,"-1","ONEREPUBLIC","If I Lose Myself",1081,"-1",52,"-1",3.375,"+0.042",60,"75",34,1094,318,3.479
38,"+1","ARIANA GRANDE","The Way f/Mac Mil...",937,"+100",658,"-4",6.584,"+0.662",6,"20",38,937,662,6.584
39,"-1","BENNY BENASSI","Cinema f/Gary Go",826,"-14",-3,"-21",3.34,"-0.074",55,"295",38,849,164,4.68
40,"+1","RIHANNA","Pour It Up",799,"-2",40,"-28",4.525,"+0.033",23,"48",40,801,193,4.525
41,"-1","ALICIA KEYS","Girl On Fire",799,"-19",-325,"+36",7.757,"-0.072",165,"71",9,7658,1171,50.899
42,"=","HOT CHELLE RAE","Hung Up",792,"+26",106,"+16",2.558,"+0.024",40,"--",41,792,137,2.558
43,"=","ANNA KENDRICK","Cups (Pitch Perfe...",711,"+9",169,"-23",3.391,"+0.019",9,"235",43,711,198,3.391
44,"=","STEFANO","Yes To Love",675,"+1",45,"+6",1.093,"+0.066",45,"--",42,675,142,1.093
45,"=","NE-YO","Forever Now",557,"-33",-509,"+53",2.211,"-0.143",71,"--",32,1428,269,11.68
46,"=","MIGUEL","Adorn",530,"-23",-154,"-6",3.277,"-0.328",146,"335",33,1329,248,9.94
47,"=","MKTO","Thank You",515,"+11",69,"+12",1.345,"+0.043",6,"--",47,515,87,1.345
48,"=","DRAKE","Started From The ...",506,"+2",11,"-8",2.237,"+0.056",6,"175",46,509,47,2.261
49,"=","LUPE FIASCO","Battle Scars f/Gu...",503,"+32",32,"+44",3.357,"+0.066",10,"63",49,529,75,3.357
50,"--","CALVIN HARRIS F/E...","I Need Your Love",476,"--",301,"--",2.643,"--",1,"346",50,476,301,2.643
