"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRUNO MARS It Will Rain",13575,-60,208,-113,85.264,-0.423,108,"13",1,13635,2024,86.477
2,"=","RIHANNA We Found Love f/Calvin Harris",13538,-95,-343,-18,91.828,0.056,116,"7",1,14238,2184,95.593
3,"=","KATY PERRY The One That Got Away",13363,-19,160,-44,79.961,-0.311,104,"20",2,13387,1631,80.623
4,"=","FLO RIDA Good Feeling",12733,121,1139,-114,83.846,0.631,116,"6",4,12733,1657,83.846
5,"=","ADELE Set Fire To The Rain",9501,200,1893,-134,62.236,1.123,55,"2",5,9501,2301,62.236
6,"+1","SELENA GOMEZ & THE SCENE Love You Like A...",9051,-7,827,-161,47.331,0.037,149,"37",6,9058,1208,47.331
7,"-1","LMFAO Sexy And I Know It",9013,-136,-715,86,59.084,-0.809,145,"9",2,12000,1530,74.768
8,"=","DAVID GUETTA Without You f/Usher",8120,-62,-1031,87,49.745,-0.616,145,"30",1,13428,1586,84.476
9,"=","JESSIE J Domino",7739,99,1396,-128,45.898,0.761,125,"8",9,7739,1524,45.898
10,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",6626,-167,-689,-45,40.368,-0.701,204,"36",1,13951,1685,86.013
11,"=","GAVIN DEGRAW Not Over You",5852,41,416,56,29.782,0.125,147,"19",11,5852,547,29.782
12,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5570,-50,-570,76,35.73,-0.161,194,"22",1,14127,1893,93.336
13,"=","J. COLE Workout",5485,33,323,-6,33.783,-0.162,87,"29",13,5485,659,34.202
14,"+1","DAVID GUETTA Turn Me On f/Nicki Minaj",4931,126,1098,-111,31.625,0.986,39,"3",14,4931,1674,31.625
15,"-1","COBRA STARSHIP You Make Me Feel... f/Sab...",4867,-55,-557,66,30.271,-0.547,219,"61",4,11548,1097,70.438
16,"+1","GYM CLASS HEROES Ass Back Home",4746,99,934,-72,29.532,0.382,56,"17",16,4746,1379,29.532
17,"-1","JAY Z & KANYE WEST N***** In Paris",4734,23,410,-6,35.124,0.193,74,"14",15,4734,785,35.124
18,"=","RIHANNA You Da One",4556,-6,234,-29,24.369,-0.419,69,"35",17,4562,3394,36.963
