"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ROBIN THICKE","Blurred Lines f/P...",16515,26,327,-79,110.796,-0.15,79,"1",1,16515,2544,111.076
2,"=","DAFT PUNK","Get Lucky",14755,-55,-105,-91,95.633,-1.224,96,"6",2,14968,2173,99.686
3,"=","IMAGINE DRAGONS","Radioactive",14606,39,330,-43,91.327,0.328,105,"4",3,14606,2069,91.327
4,"=","ZEDD","Clarity f/Foxes",11663,52,707,-104,83.425,1.073,132,"15",4,11663,1183,83.425
5,"=","JASON DERULO","The Other Side",10943,37,304,-15,63.615,0.444,99,"21",5,10943,2399,63.615
6,"=","BRUNO MARS","Treasure",10653,152,639,17,64.075,1.075,77,"14/46",6,10653,2114,64.075
7,"=","MAROON 5","Love Somebody",10603,167,1211,8,71.273,1.268,73,"17",7,10603,1211,71.273
8,"=","CALVIN HARRIS F/E...","I Need Your Love",9348,74,551,-29,60.318,0.36,113,"26",8,9348,1386,60.318
9,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",8713,-209,-1306,-31,61.356,-0.899,135,"16",1,16503,2448,112.279
10,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",8517,105,936,-67,60.122,0.786,64,"9",10,8517,1815,60.122
11,"+1","ANNA KENDRICK","Cups (Pitch Perfe...",8024,-15,615,-196,50.336,0.433,121,"12",11,8039,992,50.336
12,"-1","SELENA GOMEZ","Come & Get It",7992,-309,-2783,129,43.774,-1.644,109,"11",1,14547,2034,86.045
13,"=","JUSTIN TIMBERLAKE","Mirrors",7671,-117,-929,15,55.908,-0.745,127,"22",1,16201,3114,111.865
14,"=","CAPITAL CITIES","Safe And Sound",7380,94,659,-17,48.126,0.92,97,"8",14,7380,1083,48.126
15,"=","MILEY CYRUS","We Can't Stop",7216,136,723,36,40.721,0.453,52,"2",15,7216,1276,40.721
16,"=","FLORIDA-GEORGIA L...","Cruise",6645,-184,-1549,70,32.451,-1.043,123,"13/24",6,10190,1411,52.727
17,"=","RIHANNA","Right Now f/David...",5872,42,157,-17,34.442,0.054,62,"104",17,5872,1144,35.227
18,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",4914,177,1566,551,35.034,1.093,15,"88",18,4914,3722,35.034
19,"=","AUSTIN MAHONE","What About Love",4763,91,562,34,22.262,0.337,48,"70",18,4763,982,22.262
20,"=","KE$HA","Crazy Kids",4510,26,173,-22,22.332,-0.33,86,"58",18,4518,529,22.983
21,"=","NIKKI WILLIAMS","Glowing",3580,52,331,18,16.502,0.131,111,"119",21,3580,427,17.224
22,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",2901,52,457,-5,14.728,0.307,60,"27",22,2901,462,14.728
23,"=","BRITNEY SPEARS","Ooh La La",2577,-223,-1102,-161,11.162,-1.251,40,"153",21,3836,2895,27.844
24,"+3","JAY Z","Holy Grail f/Just...",2529,142,386,167,14.938,0.714,23,"5",24,2529,2095,19.078
25,"-1","EMBLEM3","Chloe (You're The...",2484,35,101,22,8.52,0.077,90,"73",24,2484,382,8.534
26,"=","PARAMORE","Still Into You",2481,68,622,-9,10.859,0.073,79,"60",26,2481,631,10.859
27,"-2","ARIANA GRANDE","The Way f/Mac Mil...",2418,-15,-391,109,16.149,-0.302,118,"36",11,7681,1373,40.497
28,"=","LANA DEL REY","Summertime Sadnes...",2359,77,635,-53,17.777,0.353,24,"39/89",28,2359,763,17.777
29,"=","LABRINTH","Beneath Your Beau...",2274,65,485,51,10.427,0.158,71,"7",28,2274,485,10.427
30,"=","TAYLOR SWIFT","Everything Has .....",1976,120,986,-4,10.766,0.502,13,"138",30,1976,990,10.766
31,"+4","ENRIQUE IGLESIAS","Turn The Night Up",1720,189,1720,189,19.73,1.914,5,"--",31,1720,1720,19.73
32,"=","AWOLNATION","Sail",1660,5,159,-24,6.885,0.062,65,"32",31,1660,299,6.885
33,"=","DAVID GUETTA","Play Hard f/Ne-Yo...",1657,6,93,15,8.023,0.019,49,"79",30,1674,368,8.161
34,"=","PITBULL","Outta Nowhere f/D...",1574,15,272,15,8.841,0.037,41,"394",32,1574,372,8.841
35,"-4","ONE DIRECTION","Best Song Ever",1460,-217,935,-725,8.153,-3.183,7,"3",31,1677,1660,11.336
36,"=","KARMIN","Acapella",1281,-9,22,-34,3.8,-0.157,34,"44",33,1299,376,4.274
37,"=","BONNIE MCKEE","American Girl",1128,37,305,2,7.043,0.37,20,"134",36,1128,339,7.043
38,"=","JONAS BROTHERS","First Time",1023,6,66,-10,3.943,0.027,21,"388",36,1023,404,3.943
39,"+1","NEIGHBOURHOOD","Sweater Weather",926,9,127,-12,2.503,-0.023,28,"94",38,926,196,2.664
40,"-1","MARIAH CAREY","#Beautiful f/Migu...",923,-24,-452,148,4.705,-0.163,82,"77",14,6467,3429,35.886
41,"=","TEGAN & SARA","Closer",887,20,68,17,2.344,0.117,41,"--",41,887,154,2.344
42,"=","PINK","True Love f/Lily ...",849,84,370,52,4.53,0.322,6,"159",42,849,370,4.53
43,"=","FIFTH HARMONY","Miss Movin' On",749,-4,38,-5,3.687,0.011,18,"202",42,761,310,3.856
44,"=","TIMEFLIES","I Choose U",734,16,19,27,3.512,0.036,39,"257",43,741,156,3.512
45,"+1","KREWELLA","Live For The Nigh...",640,19,256,-17,3.284,0.149,5,"--",45,640,280,3.284
46,"-1","MAJOR LAZER","Bubble Butt f/Bru...",640,-41,-210,-37,1.894,-0.131,48,"374",40,872,300,3.962
47,"+2","DEMI LOVATO","Made In The USA",603,32,263,-5,2.96,0.032,3,"224",47,603,271,2.96
48,"-1","SEAN KINGSTON","Beat It f/Chris B...",602,-16,-276,50,2.333,-0.052,75,"160",32,1484,303,4.993
49,"-1","CODY SIMPSON","Pretty Brown Eyes",599,1,41,-22,1.531,0.01,15,"195",47,599,167,1.531
50,"=","SAMMY ADAMS","L.A. Story f/Mike...",521,-22,-83,-34,1.36,-0.096,27,"--",46,604,93,1.966
