"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FLO RIDA","Whistle",12158,"-21",471,"-155",75.98,"-0.109",102,"9",1,12179,1412,76.089
2,"+1","PINK","Blow Me (One Last Ki...",11483,"+88",1086,"-25",75.52,"-0.328",73,"11/91",2,11483,2737,75.848
3,"-1","DEMI LOVATO","Give Your Heart A Br...",11296,"-199",-584,"-261",74.927,"-1.363",199,"37",1,11880,1256,80.294
4,"+1","NEON TREES","Everybody Talks",10488,"+104",744,"+45",65.708,"-0.350",159,"14",4,10488,1632,66.269
5,"-1","ELLIE GOULDING","Lights",10236,"-165",-950,"-96",80.51,"-1.687",218,"41",1,13999,1482,101.262
6,"=","MAROON 5","One More Night",9718,"+140",1400,"-71",68.312,"+1.195",59,"4",6,9718,1471,68.312
7,"+2","OWL CITY & CARLY RAE...","Good Time",9039,"+116",783,"-26",61.365,"+0.765",81,"10",7,9039,1961,61.365
8,"+2","JUSTIN BIEBER","As Long As You Love ...",8845,"+125",987,"-19",63.813,"+0.934",72,"8",8,8845,1300,63.813
9,"-2","KATY PERRY","Wide Awake",8812,"-246",-1303,"-145",57.924,"-1.915",116,"40",1,14124,2824,100.029
10,"-2","DAVID GUETTA","Titanium f/Sia",8769,"-213",-1315,"-114",65.092,"-1.803",160,"32",3,11268,1091,79.723
11,"=","TAYLOR SWIFT","We Are Never Ever Ge...",7906,"+65",601,"-11",52.5,"+0.462",32,"2",11,7906,4592,52.5
12,"=","FUN.","Some Nights",7026,"+145",731,"+76",44.585,"+1.338",97,"5",12,7026,1097,44.585
13,"=","NICKI MINAJ","Pound The Alarm",6182,"+82",683,"-32",40.426,"+0.890",61,"26",13,6182,1036,40.426
14,"=","ALEX CLARE","Too Close",6180,"+150",955,"+87",41.347,"+0.793",109,"6",14,6180,955,41.347
15,"=","CHER LLOYD","Want U Back",5161,"-179",-1440,"+46",27.068,"-0.695",126,"23",9,8069,1103,45.503
16,"=","CHRIS BROWN","Don't Wake Me Up",4918,"+55",646,"-57",37.18,"+0.668",90,"24",16,4918,982,37.18
17,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",4562,"-209",-1540,"+3",30.576,"-1.263",140,"60",5,9398,1254,61.384
18,"=","KARMIN","Hello",4041,"+60",604,"-18",23.686,"+0.343",39,"62",18,4041,1012,23.686
19,"=","USHER","Scream",3555,"-143",-639,"-106",25.069,"-0.899",142,"84",6,9627,2323,68.266
20,"=","JASON MRAZ","I Won't Give Up",3483,"-76",-290,"-81",25.144,"-0.295",153,"21",20,3773,443,26.174
21,"+1","ENRIQUE IGLESIAS","Finally Found You f/...",3387,"+186",1766,"-37",24.111,"+0.831",17,"--",21,3387,1803,24.111
22,"-1","KELLY CLARKSON","Dark Side",3077,"-162",-368,"-186",17.711,"-0.282",98,"66",20,3559,493,18.412
23,"=","TRAIN","50 Ways To Say Goodb...",3072,"+42",430,"+2",16.699,"+0.178",42,"17",22,3072,717,16.699
24,"=","DAVID GUETTA","I Can Only Imagine f...",2909,"+46",520,"+25",19.073,"+0.174",48,"69",23,2909,589,19.073
25,"=","NE-YO","Let Me Love You",2819,"+104",573,"+65",20.639,"+0.527",37,"29",25,2819,580,20.639
26,"+1","LINKIN PARK","Burn It Down",2345,"+58",426,"+21",10.069,"+0.165",101,"79",26,2345,426,10.069
27,"-1","OLLY MURS","Heart Skips A Beat",2324,"+1",193,"-38",12.722,"-0.048",64,"89",26,2324,401,12.77
28,"=","NO DOUBT","Settle Down",1762,"-184",-1469,"-4",7.175,"-0.811",59,"136",19,4315,1467,23.29
29,"=","CONOR MAYNARD","Vegas Girl",1737,"+29",272,"+3",8.02,"+0.116",49,"135",29,1737,280,8.02
30,"=","PHILLIP PHILLIPS","Home",1379,"+30",178,"+1",7.253,"+0.196",66,"7",30,1379,311,7.253
31,"=","ONEREPUBLIC","Feel Again",1324,"+113",694,"+21",6.15,"+0.511",9,"63",31,1324,694,6.15
32,"+1","PSY","Gangnam Style",1257,"+177",878,"+88",11.431,"+1.174",6,"1",32,1257,878,11.431
33,"-1","USHER","Numb",1244,"+86",529,"+37",5.427,"+0.248",13,"373",32,1244,529,5.427
34,"=","ED SHEERAN","The A Team",1102,"+31",213,"+6",7.238,"+0.059",27,"76",32,1102,213,7.238
35,"=","TREY SONGZ","2 Reasons f/T.I.",985,"+23",130,"+7",4.937,"+0.012",27,"117",34,985,243,6.102
36,"=","ZEDD","Spectrum f/Matthew K...",973,"+27",214,"+2",5.3,"+0.177",25,"241",36,973,253,5.3
37,"+1","AUSTIN MAHONE","Say Somethin",926,"+23",183,"+4",4.311,"+0.054",43,"261",36,926,195,4.311
38,"-1","THE WANTED","Chasing The Sun",888,"-56",-628,"+62",5.184,"-0.283",134,"167",16,4729,656,26.67
39,"+1","CHRIS WALLACE","Remember When (Push ...",832,"+8",91,"+5",2.44,"-0.005",34,"--",37,832,122,2.445
40,"-1","MATCHBOX TWENTY","She's So Mean",819,"-20",-181,"-19",3.603,"-0.116",90,"67",33,1064,574,5.015
41,"+1","RITA ORA","R.I.P. f/Tinie Tempa...",779,"+44",226,"+16",2.764,"+0.287",13,"385",41,779,352,2.764
42,"-1","PITBULL","Get It Started f/Sha...",770,"-48",-258,"-41",3.265,"-0.335",62,"269",31,1218,277,6.217
43,"--","CHRISTINA AGUILERA","Your Body",742,"--",742,"--",9.7,"--",1,"--",43,742,742,9.7
44,"=","KANYE WEST","Mercy f/Big Sean/Pus...",671,"+10",109,"-21",6.119,"-0.007",25,"35",43,671,131,6.126
45,"-2","WIZ KHALIFA","Work Hard, Play Hard",667,"+3",36,"-30",2.799,"-0.023",59,"70",41,667,95,2.822
46,"-1","BRIDGIT MENDLER","Ready Or Not",627,"+14",129,"-3",2.912,"+0.004",12,"118",44,627,218,2.912
47,"-1","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",371,"+0",17,"-4",2.768,"-0.209",6,"52",46,386,85,3.663
48,"-1","MEGAN & LIZ","Bad For Me",325,"-1",29,"-17",1.769,"+0.000",6,"387",47,329,116,1.829
49,"-1","TAIO CRUZ","Fast Car",284,"+9",45,"+3",0.458,"+0.020",6,"--",48,284,47,0.46
50,"-1","WONDER GIRLS","Like Money f/Akon",254,"+4",57,"-1",0.694,"-0.034",6,"--",49,254,59,0.819
