"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","FLO RIDA","My House",18123,10,1094,-301,104.909,0.521,148,"3",1,18123,2285,104.909
2,"=","TWENTY ONE PILOTS","Stressed Out",17475,-123,-1335,86,117.909,-0.329,121,"6",1,19140,2702,124.646
3,"=","JUSTIN BIEBER","Love Yourself",16631,-209,-1217,-10,117.377,-0.699,102,"9",1,19000,4103,124.28
4,"=","SELENA GOMEZ","Hands To Myself",14319,223,923,6,89.366,0.506,72,"21",4,14319,1952,89.366
5,"=","THE CHAINSMOKERS","Roses f/Rozes",13158,-301,-1480,-252,71.348,-1.774,170,"18",3,14687,2023,83.872
6,"=","G-EAZY","Me Myself And I f/Bebe Rexha",13101,143,1238,-120,78.216,0.968,68,"16",6,13101,1836,78.216
7,"=","DNCE","Cake By The Ocean",12504,77,305,-39,77.736,0.591,167,"10",6,12504,1111,77.736
8,"=","ZAYN","Pillowtalk",10521,156,858,69,71.484,1.652,46,"14/76",8,10521,2441,71.484
9,"=","RIHANNA","Work f/Drake",10412,114,1020,-134,64.51,0.796,48,"5/56",9,10412,3999,64.51
10,"+1","MIKE POSNER","I Took A Pill In Ibiza",9587,123,698,-47,56.98,-0.103,60,"7",10,9587,1578,57.083
11,"-1","JUSTIN BIEBER","Sorry",9560,-305,-2128,-215,72.679,-2.114,145,"26",1,19494,3902,127.324
12,"=","CHARLIE PUTH","One Call Away",9369,70,-67,-37,51.013,0.717,127,"13",10,9491,931,51.013
13,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",7622,-32,-214,-32,42.908,-0.594,109,"46",13,7836,1193,44.484
14,"=","ELLIE GOULDING","Something In The Way You Move",7569,-73,-116,-62,36.142,-0.788,67,"80",14,7731,1673,38.605
15,"=","ZARA LARSSON & MNEK","Never Forget You",6510,53,669,-76,36.2,0.63,41,"15",15,6510,1534,36.2
16,"=","LUKAS GRAHAM","7 Years",6354,130,1000,-87,32.97,1.019,58,"1",16,6354,1392,32.97
17,"+1","MEGHAN TRAINOR","NO",6186,378,3130,-259,41.924,1.937,11,"4",17,6186,5498,44.373
18,"-1","THE WEEKND","In The Night",5916,-149,-1514,89,36.446,-1.109,124,"110",3,15760,3011,89.68
19,"=","DJ SNAKE","Middle f/Bipolar Sunshine",5855,113,608,7,31.994,0.087,58,"24",17,5855,1239,31.994
20,"=","FIFTH HARMONY","Work From Home",5582,163,1206,-104,30.848,0.713,18,"11",19,5582,4059,31.106
21,"=","TAYLOR SWIFT","New Romantics",4895,68,532,-83,24.049,0.073,20,"22",20,4895,2558,24.049
22,"=","TROYE SIVAN","Youth",3967,4,410,-73,14.444,0.077,72,"8",22,3967,660,14.444
23,"+2","JUSTIN BIEBER","Company",3788,170,1140,-13,17.392,0.621,16,"141",23,3788,2006,17.392
24,"=","ALESSIA CARA","Wild Things",3632,-2,151,-20,15.021,-0.085,44,"54",24,3634,814,15.106
