"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","DAVID GUETTA Without You f/Usher",13232,"+31",694,"-90",81.41,"+0.931",88,"9",1,13232,1586,81.41
2,"=","RIHANNA We Found Love f/Calvin Harris",12719,"+129",1244,"-117",88.234,"+0.579",59,"2",2,12719,2184,88.234
3,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",12294,"-147",-545,"-113",78.603,"-0.778",147,"8",1,13951,1685,86.013
4,"+1","LMFAO Sexy And I Know It",10807,"+150",364,"+106",70.368,"+0.797",88,"1",4,10807,1530,70.368
5,"-1","ADELE Someone Like You",10517,"-209",-1154,"-33",69.022,"-0.778",108,"6",2,13563,2614,91.686
6,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",10330,"-91",-856,"+4",71.077,"-0.678",137,"7",1,14127,1893,93.336
7,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",10094,"-161",-1110,"-73",60.68,"-0.505",162,"25",4,11548,1097,70.438
8,"=","BRUNO MARS It Will Rain",7743,"+160",1093,"-22",43.802,"+0.997",51,"3",8,7743,1337,43.802
9,"=","KATY PERRY The One That Got Away",7672,"+172",943,"+47",47.173,"+0.804",47,"4",9,7672,1631,47.173
10,"=","FLO RIDA Good Feeling",7061,"+175",1049,"+32",45.824,"+0.867",59,"5",10,7061,1207,45.824
11,"+1","JASON DERULO It Girl",6510,"-81",-114,"-142",29.418,"-0.229",97,"27",10,6647,1048,29.647
12,"-1","DEV In The Dark",6474,"-129",-1195,"-37",45.844,"-0.137",117,"59",8,8037,1224,51.486
13,"=","FOSTER THE PEOPLE Pumped Up Kicks",6299,"-113",-881,"+70",37.274,"-0.601",132,"15",3,12112,1356,70.246
14,"=","KELLY CLARKSON Mr. Know It All",6053,"+48",332,"+31",32.737,"+0.118",80,"18",13,6053,1093,32.737
15,"=","LMFAO Party Rock Anthem",5022,"-49",-168,"-29",33.146,"-0.127",196,"12",1,14043,1859,94.193
16,"=","NICKI MINAJ Fly f/Rihanna",4960,"+20",196,"+0",27.072,"+0.274",66,"28",16,4960,987,27.072
17,"=","T-PAIN 5 O'clock f/Wiz Khalifa",4625,"+155",1264,"+13",26.363,"+0.860",46,"16",17,4625,1264,26.363
18,"=","SELENA GOMEZ & THE SCENE Love You Like A...",4152,"+59",500,"-3",20.19,"+0.246",92,"44",17,4152,636,20.19
19,"=","BAD MEETS EVIL Lighters f/Bruno Mars",3252,"-72",-631,"-27",20.982,"-0.959",150,"144",2,11835,1599,78.403
20,"=","GAVIN DEGRAW Not Over You",2996,"+62",270,"+46",14.52,"+0.293",90,"33",20,2996,532,14.52
21,"+1","DRAKE Headlines",2979,"+72",718,"-12",22.112,"+0.245",38,"19",21,2979,754,22.112
22,"+1","LADY GAGA Marry The Night",2916,"+157",1474,"-64",16.931,"+0.741",14,"169",22,2916,1570,16.931
23,"-2","LADY GAGA You And I",2892,"-17",-587,"+172",15.124,"-0.156",106,"34",7,7824,1553,44.474
24,"=","JESSIE J Domino",2727,"+39",283,"+4",15.06,"+0.033",68,"55",23,2727,381,15.06
25,"=","LADY ANTEBELLUM Just A Kiss",2581,"-2",176,"-54",11.278,"+0.020",63,"37",24,2583,525,11.278
26,"+3","RIHANNA You Da One",2238,"+214",-623,"+13",16.13,"+0.687",12,"29",20,3394,3394,36.963
27,"+1","BREATHE CAROLINA Blackout",2143,"+59",279,"+6",11.129,"+0.351",90,"91",27,2143,343,11.129
28,"-2","HOT CHELLE RAE I Like It Like That f/New...",2125,"+19",314,"-55",9.229,"+0.131",54,"43",26,2125,407,9.229
29,"-2","ALEXANDRA STAN Mr. Saxobeat",2065,"-34",-435,"+49",23.001,"-0.704",122,"79",18,4585,673,38.816
30,"=","J. COLE Workout",1991,"+51",581,"-33",18.761,"+0.218",30,"30",30,1991,614,18.761
