"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Shake It Off",17487,"-42",282,"-114",109.439,"-0.565",58,"3",1,17531,9016,110.142
2,"=","IGGY AZALEA","Black Widow f/Rita Ora",17386,"+50",428,"-101",114.863,"+0.166",108,"27",2,17386,2437,114.863
3,"=","MEGHAN TRAINOR","All About That Bass",16627,"-174",-935,"-111",110.471,"-0.647",99,"4",1,17875,3030,116.17
4,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",14624,"+194",1224,"-63",90.919,"-0.518",78,"6",4,14624,4716,91.465
5,"+1","JEREMIH","Don't Tell 'Em f/YG",11996,"+46",924,"-168",71.201,"+0.251",87,"23",5,11996,1458,71.201
6,"-1","ARIANA GRANDE","Break Free f/Zedd",11449,"-611",-2159,"-401",77.169,"-1.586",102,"35",4,14321,2327,87.942
7,"=","TOVE LO","Habits (Stay High)",10994,"+177",1056,"-5",74.476,"+1.319",114,"7",7,10994,1460,74.476
8,"=","ED SHEERAN","Don't",9640,"+90",458,"-2",58.61,"+0.759",94,"18",8,9640,1458,58.61
9,"=","ECHOSMITH","Cool Kids",8383,"+45",324,"-39",46.075,"+0.750",129,"10",9,8383,978,46.075
10,"=","CHARLI XCX","Boom Clap",7797,"-253",-1576,"+79",51.976,"-1.077",123,"53",1,16743,2210,108.049
11,"=","CALVIN HARRIS","Blame f/John Newman",7728,"+151",1201,"-95",44.402,"+0.858",37,"30",11,7728,1988,44.402
12,"+2","MAROON 5","Animals",6533,"+277",1459,"+39",39.824,"+1.400",22,"5",12,6533,2460,39.824
13,"-1","COLDPLAY","A Sky Full Of Stars",6488,"-49",-208,"+1",38.178,"-0.496",108,"45",12,6757,946,41.834
14,"-1","CLEAN BANDIT","Rather Be f/Jess Glynne",6276,"-40",-1113,"+355",52.842,"-0.070",139,"25",6,11598,1590,74.965
15,"=","NICK JONAS","Jealous",6061,"+52",516,"-67",34.835,"+0.303",34,"38",15,6061,1846,34.835
16,"=","JASON DERULO","Trumpets",6026,"+49",500,"-53",30.542,"+0.447",51,"8",14,6026,1238,30.542
17,"+1","MR PROBZ","Waves",5921,"+69",750,"-51",41.213,"+0.494",94,"22",17,5921,1001,41.213
18,"-1","5 SECONDS OF SUMMER","Amnesia",5889,"+17",276,"-28",27.092,"+0.081",91,"43",14,5889,912,27.092
19,"=","PITBULL","Fireball f/John Ryan",5304,"+48",485,"-8",26.085,"-0.127",73,"24",19,5304,739,26.212
20,"=","MAROON 5","Maps",4449,"-117",-1675,"+162",28.3,"-0.390",121,"44",2,14278,4866,79.434
21,"=","NICKI MINAJ","Anaconda",4249,"-131",-184,"-207",22.098,"-0.787",71,"33",21,4506,974,22.917
22,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",3642,"-149",-1172,"+87",28.824,"-0.511",143,"61",9,9201,1299,66.786
23,"+1","SAM SMITH","I'm Not The Only One",3577,"+101",1263,"-98",15.825,"+0.506",20,"13",23,3577,1424,15.825
24,"-1","TINASHE","2 On f/Schoolboy Q",3572,"-76",-354,"-74",18.976,"-0.926",128,"93",20,3927,419,21.823
25,"=","ONE DIRECTION","Steal My Girl",3518,"+110",1201,"-82",13.643,"+0.347",16,"17",25,3518,2502,14.883
26,"=","NICO & VINZ","In Your Arms",3047,"+124",774,"+40",14.982,"+0.290",21,"50",25,3047,1121,14.982
27,"=","ALESSO","Heroes",2595,"+49",408,"-8",16.024,"+0.134",37,"60",26,2595,589,16.075
28,"=","FERGIE","L.A.LOVE (la la)",2345,"+108",997,"-30",9.705,"+0.370",12,"91",28,2345,1105,9.705
29,"+1","MARY LAMBERT","Secrets",1958,"+110",394,"+94",8.909,"+0.314",46,"55",29,1958,394,8.909
30,"-1","KIM CESARION","Undressed",1925,"+20",173,"+14",6.762,"+0.021",65,"121",29,1925,260,6.762
31,"+3","FALL OUT BOY","Centuries",1626,"+57",259,"+35",8.487,"+0.242",28,"12",31,1626,556,8.487
32,"+1","RIXTON","Wait On Me",1589,"-8",121,"-13",4.897,"-0.038",54,"214",32,1600,352,4.98
33,"-1","JAKE MILLER","First Flight Home",1538,"-66",-236,"-73",4.874,"-0.173",79,"248",28,1776,302,5.767
34,"-3","KATY PERRY","This Is How We Do",1498,"-247",-2453,"+271",5.954,"-0.795",70,"65",15,6326,1638,29.534
35,"+2","ARIANA GRANDE & THE WEEKND","Love Me Harder",1452,"+142",904,"+53",13.315,"+0.803",8,"70",35,1452,904,13.315
36,"-1","KENDRICK LAMAR","i",1436,"+42",263,"-21",12.407,"-0.066",17,"69",35,1436,591,12.6
37,"-1","BEBE REXHA","Can't Stop Drinking About You",1394,"+9",113,"-11",4.611,"+0.010",54,"97",35,1394,292,4.611
38,"=","CHARLI XCX","Break The Rules",1353,"+77",388,"+52",4.45,"+0.125",14,"361",38,1353,609,4.45
39,"+2","DAVID GUETTA","Dangerous f/Sam Martin",1027,"+145",111,"+80",8.171,"+0.687",9,"67",34,1540,1540,16.342
40,"-1","HILARY DUFF","All About You",1016,"-17",80,"-34",2.023,"-0.047",39,"488",39,1033,454,2.07
41,"-1","ELLA HENDERSON","Ghost",931,"+23",92,"+25",2.773,"+0.090",34,"132",40,931,172,2.773
42,"+3","CHRIS BROWN","New Flame f/Usher & Rick Ross",779,"+37",255,"+24",3.017,"+0.127",8,"68",42,779,255,3.017
43,"=","T.I.","No Mediocre f/Iggy Azalea",762,"-9",-31,"-16",3.357,"+0.079",37,"71",43,793,217,3.357
44,"-2","LIL JON","Bend Ova f/Tyga",721,"-63",-511,"-32",2.585,"-0.124",60,"276",35,1281,306,4.387
45,"+1","COBRA STARSHIP","Never Been In Love f/Icona Pop",702,"+16",95,"+22",2.167,"+0.045",27,"672",45,702,140,2.264
46,"-2","MKTO","American Dream",673,"-90",-620,"-36",2.522,"-0.340",63,"143",32,1432,259,5.645
47,"+2","HOZIER","Take Me To Church",638,"+79",170,"+75",2.466,"+0.180",2,"16",47,638,170,2.466
48,"=","JACOB LATIMORE","Heartbreak Heard Around The...",634,"+15",115,"+17",2.885,"+0.125",9,"--",48,634,146,2.885
49,"-2","THE 1975","Girls",582,"-92",-855,"+32",2.816,"-0.180",86,"518",27,1837,385,5.872
50,"--","JESSE MCCARTNEY","Superbad",533,"--",-31,"--",1.084,"--",46,"957",45,604,115,1.628
