"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"+1","OMI","Cheerleader",17906,"-1",1271,"-182",103.634,"+0.520",86,"1/56",1,17907,2755,103.634
2,"-1","TAYLOR SWIFT","Bad Blood",17748,"-249",-1427,"-177",114.171,"-1.100",70,"16/38",1,19566,6848,120.08
3,"=","THE WEEKND","Can't Feel My Face",16931,"+101",1097,"-175",100.736,"+0.607",49,"2",3,16931,4549,100.736
4,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",15084,"-105",-1153,"+10",89.592,"-1.069",141,"29",2,16451,2042,99.313
5,"=","FIFTH HARMONY","Worth It f/Kid Ink",14372,"+138",801,"+141",76.325,"+0.552",145,"15",5,14372,1718,76.325
6,"+1","MAJOR LAZER","Lean On f/MØ & DJ Snake",10843,"+49",509,"-146",60.636,"+1.052",78,"10",6,10843,2026,60.636
7,"-1","WALK THE MOON","Shut Up And Dance",10843,"-139",-1108,"+87",72.003,"-0.206",163,"9",2,17842,2567,102.857
8,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",10658,"+82",592,"+27",67.779,"+0.311",107,"13",8,10658,1280,67.779
9,"=","ANDY GRAMMER","Honey, I'm Good",10260,"-73",-347,"-85",54.082,"-0.819",152,"7",8,10607,1319,57.373
10,"=","WIZ KHALIFA","See You Again f/Charlie Puth",9759,"-116",-1998,"+30",62.221,"-1.178",115,"25",1,19208,3713,118.768
11,"=","RACHEL PLATTEN","Fight Song",8941,"+48",837,"-51",49.304,"+0.099",70,"4",11,8941,1603,49.304
12,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",8917,"+162",1020,"+123",49.07,"+0.844",35,"6",12,8917,4663,49.07
13,"=","DEMI LOVATO","Cool For The Summer",8507,"+30",784,"-140",47.045,"-0.099",26,"14",13,8507,4704,47.144
14,"=","ED SHEERAN","Photograph",7611,"+24",427,"-131",45.416,"+0.764",73,"19",14,7611,1005,45.416
15,"=","JASON DERULO","Want To Want Me",7484,"-71",-942,"+127",53.378,"-0.278",140,"40",1,18660,4301,111.336
16,"=","FALL OUT BOY","Uma Thurman",6603,"+95",790,"-17",39.29,"+0.995",98,"17",16,6603,1040,39.29
17,"=","PITBULL","Fun f/Chris Brown",5074,"-212",-668,"-307",21.699,"-1.003",92,"44",17,5742,746,28.354
18,"+1","TORI KELLY","Should've Been Us",4743,"+107",428,"+15",19.93,"+0.343",54,"86",18,4743,919,19.93
19,"-1","SIA","Elastic Heart f/The Weeknd...",4661,"-327",-2244,"-182",24.552,"-1.958",134,"54",13,7499,909,45.191
20,"=","ZEDD","Beautiful Now f/Jon Bellion",4443,"+79",482,"-18",18.843,"+0.449",60,"95",20,4443,915,18.843
21,"+1","OMARION","Post To Be f/Chris Brown&Jhene",3847,"+12",256,"-30",23.319,"+0.291",64,"74",21,3847,598,23.319
22,"-1","DJ SNAKE & ALUNAGEORGE","You Know You Like It",3824,"-12",-420,"+185",25.708,"-0.366",142,"42",6,11556,1606,64.807
23,"=","SILENTO","Watch Me",3571,"+169",630,"+95",18.094,"+1.267",43,"3",23,3571,832,18.094
24,"=","FLO RIDA","I Don't Like It, I Love It",3314,"+105",416,"+59",15.457,"+0.337",57,"37",24,3314,481,15.457
25,"+1","5 SECONDS OF SUMMER","She's Kinda Hot",3243,"+435",1599,"+228",16.671,"+1.487",10,"33",23,3244,3244,23.786
26,"-1","ADAM LAMBERT","Ghost Town",3132,"+52",469,"+39",13.073,"+0.077",85,"41",25,3132,661,13.073
27,"=","JASON DERULO","Cheyenne",2770,"+20",533,"-24",12.581,"+0.007",25,"143",26,2770,916,12.581
28,"=","SAM SMITH","Like I Can",2736,"+53",178,"-89",10.906,"+0.568",58,"101",26,2736,605,10.906
29,"=","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",2657,"+107",382,"+80",13.452,"+0.966",40,"18",29,2657,496,13.452
30,"=","KAYA STEWART","In Love With A Boy",2469,"+20",55,"+4",8.514,"+0.000",41,"583",27,2469,940,8.627
31,"=","SHAWN MENDES","Stitches",2425,"+4",95,"-12",9.505,"+0.341",66,"22",29,2425,452,9.505
