"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRUNO MARS It Will Rain",13509,"-30",-30,"-58",83.875,"-0.340",112,"12",1,13635,2024,86.477
2,"=","KATY PERRY The One That Got Away",13402,"+25",36,"+3",79.77,"-0.133",108,"15",2,13402,1631,80.623
3,"=","RIHANNA We Found Love f/Calvin Harris",13229,"-74",-489,"-17",90.821,"-0.615",120,"6",1,14238,2184,95.593
4,"=","FLO RIDA Good Feeling",12870,"+30",548,"-46",84.834,"+0.430",120,"4",4,12870,1657,84.834
5,"=","ADELE Set Fire To The Rain",10223,"+154",1524,"-58",66.13,"+0.860",59,"2",5,10223,2301,66.13
6,"=","SELENA GOMEZ & THE SCENE Love You Like A...",9093,"+29",302,"-40",47.828,"+0.043",153,"30",6,9093,1208,47.828
7,"=","LMFAO Sexy And I Know It",8622,"-115",-812,"-89",56.41,"-0.802",149,"7",2,12000,1530,74.768
8,"=","JESSIE J Domino",8215,"+78",1011,"-115",48.695,"+0.454",129,"8",8,8215,1524,48.695
9,"=","DAVID GUETTA Without You f/Usher",7748,"-66",-766,"+92",48.322,"-0.196",149,"29",1,13428,1586,84.476
10,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",5993,"-162",-1061,"-130",37.417,"-0.751",208,"26",1,13951,1685,86.013
11,"=","GAVIN DEGRAW Not Over You",5958,"+34",265,"-10",30.595,"+0.200",151,"20",11,5958,547,30.595
12,"=","J. COLE Workout",5699,"+67",326,"+23",33.728,"+0.040",91,"27",12,5699,659,34.202
13,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5565,"-25",-230,"+48",35.392,"-0.002",198,"13",1,14127,1893,93.336
14,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",5512,"+148",1036,"-10",35.625,"+1.163",43,"1",14,5512,1674,35.625
15,"=","GYM CLASS HEROES Ass Back Home",5199,"+70",873,"-73",32.22,"+0.212",60,"16",15,5199,1379,32.22
16,"=","JAY Z & KANYE WEST N***** In Paris",4992,"+37",418,"-17",36.518,"+0.284",78,"11",15,4992,785,36.518
17,"+2","PITBULL F/CHRIS BROWN International Love",4831,"+122",737,"+68",31.537,"+1.078",81,"10",17,4831,1058,31.537
18,"-1","HOT CHELLE RAE I Like It Like That f/New...",4756,"+5",418,"-61",22.223,"-0.026",115,"32",17,4756,639,22.249
19,"+1","RIHANNA You Da One",4544,"-11",82,"-61",23.973,"+0.059",73,"35",17,4562,3394,36.963
20,"+1","BREATHE CAROLINA Blackout",4331,"+37",32,"-5",24.251,"+0.266",151,"25",20,4365,498,24.251
21,"+2","OUTASIGHT Tonight Is The Night",3599,"+3",37,"-42",18.519,"+0.097",83,"38",21,3599,506,18.649
22,"=","DRAKE Headlines",3473,"-182",-1087,"-186",20.735,"-0.887",99,"46",16,4778,754,30.781
23,"+1","FRAY Heartbeat",3080,"+70",420,"+54",13.022,"+0.168",88,"76",23,3080,677,13.022
24,"+3","KELLY CLARKSON Stronger (What Doesn't Ki...",2956,"+215",1399,"+1",16.985,"+1.415",15,"3",24,2956,1410,16.985
25,"+1","KELLY CLARKSON Mr. Know It All",2772,"-70",-782,"+85",13.558,"-0.189",141,"45",11,6408,1093,34.137
26,"-1","LADY GAGA Marry The Night",2682,"-204",-1584,"-17",14.422,"-1.046",75,"73",14,5499,1570,30.701
27,"+2","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",2610,"+61",519,"+3",16.81,"+0.259",60,"9",27,2610,619,16.81
28,"=","T-PAIN 5 O'clock f/Wiz Khalifa",2373,"-269",-2063,"-6",12.269,"-0.962",107,"42",10,6640,1264,34.118
29,"+1","WANTED Glad You Came",2123,"+222",1088,"+129",13.71,"+1.327",15,"55",29,2123,1088,13.71
30,"+1","BIG TIME RUSH Music Sounds Better With U",1792,"+55",405,"+19",6.648,"+0.190",57,"557",30,1792,405,6.648
31,"+1","BIG SEAN Dance (A$$)",1618,"+115",280,"+78",11.871,"+0.987",50,"28",31,1618,341,11.871
32,"+1","WILL.I.AM T.H.E (The Hardest Ever)",1455,"+5",30,"-111",5.636,"-0.133",46,"71",30,1462,355,5.769
33,"+1","JOJO Disaster",1259,"+62",134,"+45",4.488,"+0.595",71,"372",33,1259,197,4.488
34,"+1","WE THE KINGS Say You Like Me",1158,"+20",57,"+29",2.986,"+0.097",126,"306",34,1158,320,2.986
35,"+1","DRAKE Take Care f/Rihanna",1014,"+40",318,"+4",12.358,"+0.499",16,"31",35,1014,318,12.358
36,"+3","LMFAO Sorry For Party Rocking",980,"+78",445,"+40",5.871,"+0.352",13,"161",36,980,445,5.871
37,"+1","COLDPLAY Princess Of China",947,"+37",142,"+44",4.565,"+0.082",58,"86",36,947,155,4.597
38,"-1","COLBIE CAILLAT Brighter Than The Sun",943,"-2",121,"-33",2.952,"+0.020",78,"41",36,945,157,2.952
39,"+1","COBRA STARSHIP Middle Finger f/Mac Mille...",888,"+30",96,"-2",3.574,"+0.062",30,"455",39,888,195,3.641
40,"+3","FOSTER THE PEOPLE Don't Stop (Color On T...",756,"+30",224,"-12",2.914,"+0.039",11,"93",40,756,295,2.914
41,"=","NICKI MINAJ Fly f/Rihanna",744,"-88",-142,"-83",3.93,"-0.702",127,"126",15,4998,987,27.303
42,"+2","TRAIN Drive By",706,"+32",324,"-32",2.363,"+0.107",8,"97",42,706,418,2.363
43,"+2","CHRISTINA PERRI A Thousand Years",612,"+11",64,"+8",2.136,"+0.049",18,"40",43,612,131,2.136
44,"+4","AVICII Levels (ID)",596,"+51",190,"+62",3.363,"+0.317",18,"--",44,596,190,3.363
45,"+2","MIKE POSNER Looks Like Sex",570,"-12",-21,"-14",2.228,"-0.014",33,"353",43,602,166,2.626
46,"+3","DAUGHTRY Crawling Back To You",446,"-9",-39,"-7",1.52,"-0.068",87,"365",44,591,134,2
47,"+3","DEV & ENRIQUE IGLESIAS Naked",409,"+46",275,"+21",1.948,"+0.119",2,"786",47,409,275,1.948
48,"--","CHILDISH GAMBINO Heartbeat",347,"--",57,"--",2.098,"--",1,"326",48,347,57,2.098
49,"--","DRAKE Make Me Proud f/Nicki Minaj",341,"--",15,"--",2.356,"--",3,"49",49,357,50,2.567
50,"--","THE CAB Bad",309,"--",-73,"--",0.587,"--",82,"581",45,655,106,1.379
