"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Bad Blood",19511,-55,281,-89,118.846,-0.455,58,"13/33",1,19566,6848,120.08
2,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",16382,-31,423,-331,98.942,-0.254,129,"19",2,16451,2042,99.313
3,"=","OMI","Cheerleader",15739,195,2558,-197,94.329,2.036,74,"2",3,15739,2755,94.329
4,"=","THE WEEKND","Can't Feel My Face",14212,386,2015,75,84.857,1.474,37,"1",4,14212,4549,84.857
5,"+1","FIFTH HARMONY","Worth It f/Kid Ink",13510,101,705,1,71.969,1.579,133,"11",5,13510,1718,71.969
6,"-1","WALK THE MOON","Shut Up And Dance",13261,-344,-1434,-224,87.518,-0.857,151,"10",2,17842,2567,102.857
7,"=","WIZ KHALIFA","See You Again f/Charlie Puth",12885,-305,-1486,-139,81.84,-2.61,103,"16",1,19208,3713,118.768
8,"=","ANDY GRAMMER","Honey, I'm Good",10414,88,341,72,53.301,0.713,140,"9",8,10414,1319,53.957
9,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",9781,61,316,-7,57.867,0.704,95,"12",9,9781,1280,58.057
10,"+1","MAJOR LAZER","Lean On f/MØ & DJ Snake",9679,177,778,47,53.775,0.692,66,"8",10,9679,2026,53.775
11,"-1","JASON DERULO","Want To Want Me",9282,-231,-1429,111,60.271,-1.348,128,"24",1,18660,4301,111.336
12,"=","TOVE LO","Talking Body",8780,-182,-2223,189,53.358,-2.008,181,"43",4,14657,2353,84.199
13,"=","SIA","Elastic Heart f/The Weeknd...",7391,-51,17,-52,42.406,0.052,122,"38",13,7499,909,45.191
14,"=","RACHEL PLATTEN","Fight Song",7300,195,1281,71,39.318,0.84,58,"3",14,7300,1603,39.318
15,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",7288,201,1510,-29,39.469,1.102,23,"7",14,7288,4663,39.469
16,"+1","DEMI LOVATO","Cool For The Summer",6646,407,1938,-235,38.808,1.429,14,"26",16,6646,4704,38.808
17,"-1","ED SHEERAN","Photograph",6603,101,686,2,35.78,0.659,61,"14",16,6603,1005,35.78
18,"+1","PITBULL","Fun f/Chris Brown",5662,-12,334,-94,28.072,-0.282,80,"40",18,5674,746,28.354
19,"+1","FALL OUT BOY","Uma Thurman",5323,85,987,-53,27.253,0.523,86,"21",19,5323,1040,27.253
20,"-2","MAROON 5","This Summer's Gonna Hurt...",5179,-651,-3314,-452,22.441,-2.369,61,"67",9,9131,4375,46.872
21,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",5059,-132,-1914,325,32.924,-0.912,130,"31",6,11556,1606,64.807
22,"+1","TORI KELLY","Should've Been Us",3872,118,909,-5,15.613,0.6,42,"95",22,3872,914,15.613
23,"+1","OMARION","Post To Be f/Chris Brown&Jhene",3479,20,334,-25,19.552,0.168,52,"52",23,3479,598,19.552
24,"+1","ZEDD","Beautiful Now f/Jon Bellion",3368,111,653,68,14.422,0.129,48,"76",24,3368,653,14.422
25,"-3","NICKI MINAJ","The Night Is Still Young",3347,-492,-2821,-262,14.231,-1.75,76,"68",13,7139,1341,34.119
26,"=","THE WEEKND","Earned It",2998,-60,-277,50,17.318,-0.548,147,"48",1,17055,2820,102.104
