"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",13817,56,887,-210,93.635,0.548,21,1,13817,2273,93.635
2,"=","BLACK EYED PEAS Just Can't Get Enough",13158,-39,-150,-55,81.689,-0.031,21,2,13366,715,84.474
3,"=","KATY PERRY E.T.",13091,-101,-397,-73,89.69,-0.378,21,1,14624,0,96.745
4,"=","BRITNEY SPEARS Till The World Ends",11537,-10,-304,6,73.509,0.093,21,3,11896,966,75.819
5,"=","BRUNO MARS Lazy Song",10399,36,406,-139,60.125,-0.314,21,5,10399,1054,60.439
6,"=","JENNIFER LOPEZ F/PITBULL On The Floor",10043,-16,-79,-27,62.718,-0.289,21,5,10169,668,65.118
7,"=","PITBULL Give Me Everything f/Ne-Yo",8722,164,1156,-78,62.804,1.44,21,7,8722,1811,62.804
8,"=","TINIE TEMPAH Written In The Stars",8215,-34,-415,32,43.988,-0.097,21,7,8819,756,54.175
9,"=","KE$HA Blow",6256,-70,-1197,110,38.773,-0.163,21,4,10135,0,56.264
10,"=","RIHANNA S&M",5991,-80,-979,110,39.398,-0.525,21,5,10081,0,64.524
11,"+1","LUPE FIASCO The Show Goes On",5978,86,359,28,36.985,0.251,21,11,5978,1005,36.985
12,"-1","THE SCRIPT For The First Time",5896,-18,-302,-15,31.132,-0.134,21,11,6229,433,33.625
13,"=","JESSIE J Price Tag f/B.O.B",5755,0,-148,-23,28.355,-0.058,21,12,5959,582,30.453
14,"=","LADY GAGA The Edge Of Glory",5481,109,1101,-190,32.676,0.692,21,14,5481,2193,32.676
15,"=","JEREMIH Down On Me f/50 Cent",5230,-90,-988,149,28.767,-0.463,21,10,8052,153,44.2
16,"=","WIZ KHALIFA Roll Up",4387,73,518,-6,24.473,0.513,21,16,4387,725,24.473
17,"=","SELENA GOMEZ & THE SCENE Who Says",4155,22,206,-36,24.334,0.054,21,17,4155,707,24.334
18,"=","NEW BOYZ Back Seat f/Cataracs & Dev",4096,15,57,-4,21.342,0.002,21,17,4096,331,21.342
19,"=","HOT CHELLE RAE Tonight Tonight",3929,68,329,5,19.343,0.27,21,19,3929,643,19.343
20,"=","JASON DERULO Don't Wanna Go Home",3917,61,1022,-182,21.773,0.553,19,20,3917,1463,21.773
21,"=","LMFAO Party Rock Anthem",3897,78,758,-25,28.005,0.73,21,21,3897,783,28.005
22,"=","ONEREPUBLIC Good Life",3780,44,439,-3,19.734,0.213,21,21,3780,580,19.734
23,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3544,81,340,68,21.932,0.241,21,23,3544,605,21.932
24,"=","TAYLOR SWIFT The Story Of Us",2724,50,131,55,13.808,0.196,21,24,2724,587,13.808
25,"=","LADY GAGA Born This Way",2532,-9,-220,66,13.264,0.043,21,19,3651,0,20.436
26,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2506,64,754,-75,17.448,0.449,19,26,2506,864,17.448
27,"=","NICKI MINAJ Super Bass",2456,59,724,-80,13.398,0.297,21,27,2456,834,13.398
28,"=","CHRIS BROWN Look At Me Now",1739,-12,-100,-3,12.032,-0.154,21,28,1861,229,12.746
29,"=","RIHANNA California King Bed",1696,55,485,-32,8.71,0.303,16,29,1696,616,8.71
30,"=","SHONTELLE Say Hello To Goodbye",1653,21,138,17,5.037,-0.01,21,29,1653,142,5.155
31,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1613,25,192,-23,7.306,0.314,21,31,1613,525,7.306
32,"=","AVRIL LAVIGNE What The Hell",1474,-7,-302,82,7.257,0.003,21,24,2903,0,13.876
33,"=","MAROON 5 Never Gonna Leave This Bed",1407,27,119,0,5.007,0.127,21,33,1407,312,5.007
34,"=","DR. DRE I Need A Doctor f/Eminem",1081,-30,-450,82,8.506,-0.211,21,20,3521,0,21.933
35,"+1","THE READY SET Young Forever",1024,7,27,-6,2.557,0.02,21,35,1024,107,2.557
36,"+1","THE BAND PERRY If I Die Young",1011,58,286,37,3.836,0.212,21,36,1011,286,3.836
37,"-2","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",1000,-80,-895,121,4.721,-0.506,21,21,3233,127,13.744
38,"=","NEON TREES Your Surrender",959,14,42,-2,2.181,0.025,21,37,959,173,2.192
39,"=","NICOLE SCHERZINGER Right There",938,90,585,38,6.967,0.336,5,39,938,585,6.967
40,"=","NICKI MINAJ Moment 4 Life f/Drake",837,-8,-224,28,6.346,-0.01,21,29,2036,0,13.564
41,"=","BRITNEY SPEARS Hold It Against Me",822,-21,-285,-19,5.096,-0.212,21,37,1171,58,8.927
42,"+2","KATY PERRY Last Friday Night (T.G.I.F.)",759,49,435,8,6.217,0.283,4,42,759,435,6.217
43,"=","T-PAIN Best Love Song f/Chris Brown",726,11,72,-10,2.975,-0.013,19,43,726,151,3.001
44,"-2","MY CHEMICAL ROMANCE Sing",714,-23,-336,72,3.776,-0.147,21,29,2009,0,7.995
45,"=","STEVEN TYLER (It) Feels So Good",706,10,122,-43,3.017,-0.057,10,45,706,326,3.087
46,"+1","CHRIS BROWN She Ain't You",659,20,91,-1,4.994,0.044,10,46,659,201,5.003
47,"-1","BIG TIME RUSH Boyfriend",562,-105,-1046,0,2.158,-0.36,21,30,1912,197,7.455
48,"=","AVRIL LAVIGNE Smile",544,24,174,-25,1.404,0.093,3,48,544,226,1.404
49,"=","TRAIN Save Me San Francisco",498,5,59,-16,1.915,0.04,3,49,498,92,1.915
50,"=","CEE LO GREEN Bright Lights Bigger City",452,18,74,2,1.657,0.012,2,50,452,74,1.657
