"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
28,"=","PITBULL F/ENRIQUE IGLESIAS","Messin' Around",2488,"+64",409,"-1",11.033,"-0.063",22,"60",28,2488,1675,13.913
29,"=","FLUME","Never Be Like You f/Kai",2267,"+61",487,"+39",11.676,"+0.062",46,"85",29,2267,487,11.676
30,"=","TWENTY ONE PILOTS","Ride",2070,"+115",764,"+33",7.915,"+0.474",20,"70",30,2070,764,7.915
31,"=","SIA","Cheap Thrills",1801,"+16",238,"-11",7.655,"+0.100",53,"92",30,1801,260,7.655
32,"=","MAJOR LAZER","Light It Up f/Nyla",1630,"+12",222,"-7",5.757,"-0.038",59,"160",32,1630,288,5.795
33,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",1580,"-34",-143,"-17",11.792,"-0.090",155,"233",13,7836,1193,44.484
34,"--","CALVIN HARRIS","This Is What You... f/Rihanna",1400,"--",1400,"--",14.969,"--",1,"2",34,1400,1400,14.969
35,"-1","JEREMIH","Oui",1380,"+26",184,"-21",4.081,"+0.096",41,"77",34,1380,263,4.081
36,"=","DAYA","Sit Still, Look Pretty",1325,"+26",246,"-4",4.061,"+0.027",34,"139",36,1325,250,4.061
37,"+1","DESIIGNER","Panda",1289,"+122",660,"+67",8.978,"+0.697",10,"9/64",37,1289,660,8.978
38,"-3","HAILEE STEINFELD","Rock Bottom f/DNCE",1289,"-43",-84,"-67",3.205,"-0.117",58,"230",32,1409,560,3.761
39,"-2","PANIC! AT THE DISCO","Victorious",1192,"-78",-359,"-48",3.403,"-0.231",63,"130",29,1641,273,4.676
40,"+2","ELLIE GOULDING","Army",1121,"+76",702,"-27",3.415,"+0.181",6,"--",40,1121,733,3.415
41,"-1","GWEN STEFANI","Make Me Like You",1107,"-39",-1149,"+220",3.168,"-0.429",72,"174",23,3265,1040,10.548
42,"-1","MELANIE MARTINEZ","Pity Party",1089,"+5",99,"-12",3.211,"+0.103",32,"206",40,1089,316,3.211
43,"-4","TAYLOR SWIFT","New Romantics",1088,"-65",-600,"+28",5.614,"-0.266",66,"94",17,5862,2558,28.461
44,"-1","HALSEY","Colors",1001,"-4",-66,"-1",2.737,"-0.018",55,"312",38,1076,304,2.982
45,"-1","BEBE REXHA","No Broken Hearts f/Nicki Minaj",996,"+35",195,"+5",2.71,"+0.010",15,"375",42,996,270,2.96
46,"-1","BELLY","Might Not f/The Weeknd",914,"+21",224,"-6",3.987,"+0.079",19,"124",44,914,246,3.987
47,"-1","ELLE KING","America's Sweetheart",723,"+6",47,"-9",1.757,"+0.009",31,"84",44,723,345,1.757
48,"=","TIMEFLIES","Once In A While",656,"+41",386,"-22",1.496,"+0.118",3,"704",48,656,423,1.496
49,"-2","TRYON","Somebody To Love Me",644,"+18",85,"+13",0.947,"+0.016",19,"--",47,644,95,0.947
50,"-1","ALUNAGEORGE","I'm In Control f/Popcaan",614,"+27",73,"+17",1.437,"+0.015",11,"991",49,614,112,1.497
